tile_name, IGNEOUS,METAMORPHIC, MINERAL,SEDIMENTARY
TM4084,0,0,0,100
TM4085,0,0,0,100
TM4086,0,0,0,100
TM4087,0,0,0,100
TM4088,0,0,0,100
TM4089,0,0,0,100
TM4090,0,0,0,100
TM4091,0,0,0,100
TM4092,0,0,0,100
TM4093,0,0,0,100
TM4094,0,0,0,50
TM4095,0,0,0,100
TM4096,0,0,0,100
TM4097,0,0,0,100
TM4098,0,0,0,100
TM4099,0,0,0,100
TM4146,0,0,0,4.61
TM4147,0,0,0,19.58
TM4148,0,0,0,19.07
TM4149,0,0,0,33.33
TM4150,0,0,0,33.33
TM4151,0,0,0,14.29
TM4152,0,0,0,33.33
TM4153,0,0,0,25
TM4154,0,0,0,33.33
TM4155,0,0,0,33.33
TM4156,0,0,0,12.4
TM4157,0,0,0,30.85
TM4158,0,0,0,100
TM4159,0,0,0,50
TM4160,0,0,0,100
TM4161,0,0,0,100
TM4162,0,0,0,100
TM4163,0,0,0,100
TM4164,0,0,0,100
TM4165,0,0,0,100
TM4166,0,0,0,100
TM4167,0,0,0,100
TM4168,0,0,0,100
TM4169,0,0,0,100
TM4170,0,0,0,100
TM4171,0,0,0,100
TM4172,0,0,0,100
TM4173,0,0,0,100
TM4174,0,0,0,25
TM4175,0,0,0,50
TM4176,0,0,0,50
TM4177,0,0,0,50
TM4178,0,0,0,50
TM4179,0,0,0,100
TM4180,0,0,0,33.33
TM4181,0,0,0,50
TM4182,0,0,0,100
TM4183,0,0,0,100
TM4184,0,0,0,100
TM4185,0,0,0,100
TM4186,0,0,0,100
TM4187,0,0,0,100
TM4188,0,0,0,100
TM4189,0,0,0,100
TM4190,0,0,0,100
TM4191,0,0,0,100
TM4192,0,0,0,100
TM4193,0,0,0,100
TM4194,0,0,0,50
TM4195,0,0,0,100
TM4196,0,0,0,100
TM4197,0,0,0,100
TM4198,0,0,0,100
TM4199,0,0,0,100
TM4247,0,0,0,15.92
TM4248,0,0,0,17.59
TM4249,0,0,0,15.32
TM4250,0,0,0,33.33
TM4251,0,0,0,33.33
TM4252,0,0,0,25
TM4253,0,0,0,20
TM4254,0,0,0,50
TM4255,0,0,0,16.67
TM4256,0,0,0,13.38
TM4257,0,0,0,24.72
TM4258,0,0,0,100
TM4259,0,0,0,50
TM4260,0,0,0,100
TM4261,0,0,0,100
TM4262,0,0,0,100
TM4263,0,0,0,100
TM4264,0,0,0,100
TM4265,0,0,0,100
TM4266,0,0,0,100
TM4267,0,0,0,100
TM4268,0,0,0,50
TM4269,0,0,0,50
TM4270,0,0,0,100
TM4271,0,0,0,50
TM4272,0,0,0,50
TM4273,0,0,0,50
TM4274,0,0,0,20
TM4275,0,0,0,25
TM4276,0,0,0,50
TM4277,0,0,0,50
TM4278,0,0,0,50
TM4279,0,0,0,100
TM4280,0,0,0,33.33
TM4281,0,0,0,50
TM4282,0,0,0,100
TM4283,0,0,0,100
TM4284,0,0,0,100
TM4285,0,0,0,100
TM4286,0,0,0,100
TM4287,0,0,0,100
TM4288,0,0,0,100
TM4289,0,0,0,100
TM4290,0,0,0,100
TM4291,0,0,0,100
TM4292,0,0,0,100
TM4293,0,0,0,100
TM4294,0,0,0,50
TM4295,0,0,0,100
TM4296,0,0,0,100
TM4297,0,0,0,100
TM4298,0,0,0,100
TM4299,0,0,0,100
TM4347,0,0,0,7.26
TM4348,0,0,0,64.97
TM4349,0,0,0,14.76
TM4350,0,0,0,24.52
TM4351,0,0,0,33.33
TM4352,0,0,0,20
TM4353,0,0,0,20
TM4354,0,0,0,33.33
TM4355,0,0,0,25
TM4356,0,0,0,14.97
TM4357,0,0,0,17.99
TM4358,0,0,0,100
TM4359,0,0,0,50
TM4360,0,0,0,100
TM4361,0,0,0,100
TM4362,0,0,0,100
TM4363,0,0,0,100
TM4364,0,0,0,100
TM4365,0,0,0,100
TM4366,0,0,0,100
TM4367,0,0,0,33.33
TM4368,0,0,0,33.33
TM4369,0,0,0,25
TM4370,0,0,0,33.33
TM4371,0,0,0,33.33
TM4372,0,0,0,50
TM4373,0,0,0,20
TM4374,0,0,0,33.33
TM4375,0,0,0,50
TM4376,0,0,0,50
TM4377,0,0,0,50
TM4378,0,0,0,100
TM4379,0,0,0,50
TM4380,0,0,0,50
TM4381,0,0,0,50
TM4382,0,0,0,100
TM4383,0,0,0,100
TM4384,0,0,0,100
TM4385,0,0,0,100
TM4386,0,0,0,100
TM4387,0,0,0,100
TM4388,0,0,0,100
TM4389,0,0,0,100
TM4390,0,0,0,100
TM4391,0,0,0,100
TM4392,0,0,0,100
TM4393,0,0,0,100
TM4394,0,0,0,50
TM4395,0,0,0,100
TM4396,0,0,0,100
TM4397,0,0,0,100
TM4398,0,0,0,100
TM4399,0,0,0,100
TM4448,0,0,0,37.53
TM4449,0,0,0,40
TM4450,0,0,0,22.79
TM4451,0,0,0,18.4
TM4452,0,0,0,13.53
TM4453,0,0,0,33.33
TM4454,0,0,0,33.33
TM4455,0,0,0,11.36
TM4456,0,0,0,7.87
TM4457,0,0,0,30.31
TM4458,0,0,0,100
TM4459,0,0,0,50
TM4460,0,0,0,100
TM4461,0,0,0,100
TM4462,0,0,0,100
TM4463,0,0,0,50
TM4464,0,0,0,100
TM4465,0,0,0,100
TM4466,0,0,0,50
TM4467,0,0,0,25
TM4468,0,0,0,25
TM4469,0,0,0,50
TM4470,0,0,0,100
TM4471,0,0,0,20
TM4472,0,0,0,33.33
TM4473,0,0,0,33.33
TM4474,0,0,0,33.33
TM4475,0,0,0,50
TM4476,0,0,0,33.33
TM4477,0,0,0,33.33
TM4478,0,0,0,50
TM4479,0,0,0,33.33
TM4480,0,0,0,50
TM4481,0,0,0,50
TM4482,0,0,0,100
TM4483,0,0,0,100
TM4484,0,0,0,100
TM4485,0,0,0,100
TM4486,0,0,0,100
TM4487,0,0,0,100
TM4488,0,0,0,100
TM4489,0,0,0,100
TM4490,0,0,0,100
TM4491,0,0,0,100
TM4492,0,0,0,100
TM4493,0,0,0,100
TM4494,0,0,0,50
TM4495,0,0,0,100
TM4496,0,0,0,100
TM4497,0,0,0,100
TM4498,0,0,0,100
TM4499,0,0,0,100
TM4548,0,0,0,2.77
TM4549,0,0,0,35.73
TM4550,0,0,0,30.69
TM4551,0,0,0,54.58
TM4552,0,0,0,13.1
TM4553,0,0,0,17.76
TM4554,0,0,0,17.89
TM4555,0,0,0,22.59
TM4556,0,0,0,14.29
TM4557,0,0,0,20
TM4558,0,0,0,33.33
TM4559,0,0,0,33.33
TM4560,0,0,0,100
TM4561,0,0,0,100
TM4562,0,0,0,100
TM4563,0,0,0,100
TM4564,0,0,0,100
TM4565,0,0,0,100
TM4566,0,0,0,50
TM4567,0,0,0,50
TM4568,0,0,0,100
TM4569,0,0,0,50
TM4570,0,0,0,50
TM4571,0,0,0,25
TM4572,0,0,0,50
TM4573,0,0,0,50
TM4574,0,0,0,50
TM4575,0,0,0,50
TM4576,0,0,0,50
TM4577,0,0,0,33.33
TM4578,0,0,0,33.33
TM4579,0,0,0,50
TM4580,0,0,0,100
TM4581,0,0,0,100
TM4582,0,0,0,100
TM4583,0,0,0,100
TM4584,0,0,0,100
TM4585,0,0,0,100
TM4586,0,0,0,100
TM4587,0,0,0,100
TM4588,0,0,0,100
TM4589,0,0,0,100
TM4590,0,0,0,100
TM4591,0,0,0,100
TM4592,0,0,0,100
TM4593,0,0,0,100
TM4594,0,0,0,50
TM4595,0,0,0,100
TM4596,0,0,0,100
TM4597,0,0,0,100
TM4598,0,0,0,100
TM4599,0,0,0,100
TM4652,0,0,0,0.01
TM4653,0,0,0,6.4
TM4654,0,0,0,5.36
TM4655,0,0,0,7.59
TM4656,0,0,0,10.37
TM4657,0,0,0,20.73
TM4658,0,0,0,27.19
TM4659,0,0,0,33.33
TM4660,0,0,0,100
TM4661,0,0,0,100
TM4662,0,0,0,100
TM4663,0,0,0,100
TM4664,0,0,0,100
TM4665,0,0,0,100
TM4666,0,0,0,50
TM4667,0,0,0,50
TM4668,0,0,0,100
TM4669,0,0,0,50
TM4670,0,0,0,50
TM4671,0,0,0,100
TM4672,0,0,0,100
TM4673,0,0,0,100
TM4674,0,0,0,100
TM4675,0,0,0,50
TM4676,0,0,0,100
TM4677,0,0,0,50
TM4678,0,0,0,33.33
TM4679,0,0,0,100
TM4680,0,0,0,100
TM4681,0,0,0,100
TM4682,0,0,0,100
TM4683,0,0,0,100
TM4684,0,0,0,100
TM4685,0,0,0,100
TM4686,0,0,0,100
TM4687,0,0,0,100
TM4688,0,0,0,100
TM4689,0,0,0,100
TM4690,0,0,0,100
TM4691,0,0,0,100
TM4692,0,0,0,100
TM4693,0,0,0,100
TM4694,0,0,0,50
TM4695,0,0,0,100
TM4696,0,0,0,100
TM4697,0,0,0,100
TM4698,0,0,0,100
TM4699,0,0,0,100
TM4758,0,0,0,1.25
TM4759,0,0,0,10.35
TM4760,0,0,0,45.68
TM4761,0,0,0,27.08
TM4762,0,0,0,43.75
TM4763,0,0,0,43.13
TM4764,0,0,0,45.56
TM4765,0,0,0,50.28
TM4766,0,0,0,54.24
TM4767,0,0,0,32.38
TM4768,0,0,0,31.14
TM4769,0,0,0,32.21
TM4770,0,0,0,37.18
TM4771,0,0,0,100
TM4772,0,0,0,50
TM4773,0,0,0,100
TM4774,0,0,0,100
TM4775,0,0,0,50
TM4776,0,0,0,100
TM4777,0,0,0,33.33
TM4778,0,0,0,50
TM4779,0,0,0,100
TM4780,0,0,0,50
TM4781,0,0,0,100
TM4782,0,0,0,100
TM4783,0,0,0,100
TM4784,0,0,0,100
TM4785,0,0,0,100
TM4786,0,0,0,100
TM4787,0,0,0,100
TM4788,0,0,0,100
TM4789,0,0,0,100
TM4790,0,0,0,100
TM4791,0,0,0,100
TM4792,0,0,0,100
TM4793,0,0,0,100
TM4794,0,0,0,50
TM4795,0,0,0,100
TM4796,0,0,0,100
TM4797,0,0,0,100
TM4798,0,0,0,100
TM4799,0,0,0,100
TM4870,0,0,0,0.13
TM4871,0,0,0,11.88
TM4872,0,0,0,42.32
TM4873,0,0,0,66.41
TM4874,0,0,0,100
TM4875,0,0,0,50
TM4876,0,0,0,50
TM4877,0,0,0,33.33
TM4878,0,0,0,50
TM4879,0,0,0,33.33
TM4880,0,0,0,25
TM4881,0,0,0,50
TM4882,0,0,0,100
TM4883,0,0,0,100
TM4884,0,0,0,100
TM4885,0,0,0,100
TM4886,0,0,0,100
TM4887,0,0,0,100
TM4888,0,0,0,100
TM4889,0,0,0,100
TM4890,0,0,0,100
TM4891,0,0,0,100
TM4892,0,0,0,100
TM4893,0,0,0,100
TM4894,0,0,0,50
TM4895,0,0,0,100
TM4896,0,0,0,100
TM4897,0,0,0,100
TM4898,0,0,0,100
TM4899,0,0,0,100
TM4973,0,0,0,17.86
TM4974,0,0,0,61.72
TM4975,0,0,0,50
TM4976,0,0,0,50
TM4977,0,0,0,50
TM4978,0,0,0,100
TM4979,0,0,0,50
TM4980,0,0,0,25
TM4981,0,0,0,25
TM4982,0,0,0,33.33
TM4983,0,0,0,100
TM4984,0,0,0,100
TM4985,0,0,0,100
TM4986,0,0,0,100
TM4987,0,0,0,100
TM4988,0,0,0,100
TM4989,0,0,0,100
TM4990,0,0,0,100
TM4991,0,0,0,100
TM4992,0,0,0,100
TM4993,0,0,0,100
TM4994,0,0,0,50
TM4995,0,0,0,100
TM4996,0,0,0,100
TM4997,0,0,0,100
TM4998,0,0,0,100
TM4999,0,0,0,100
TM5074,0,0,0,15.89
TM5075,0,0,0,24.23
TM5076,0,0,0,50
TM5077,0,0,0,12.5
TM5078,0,0,0,16.67
TM5079,0,0,0,9.09
TM5080,0,0,0,50
TM5081,0,0,0,100
TM5082,0,0,0,12.5
TM5083,0,0,0,100
TM5084,0,0,0,50
TM5085,0,0,0,100
TM5086,0,0,0,100
TM5087,0,0,0,100
TM5088,0,0,0,100
TM5089,0,0,0,100
TM5090,0,0,0,100
TM5091,0,0,0,100
TM5092,0,0,0,100
TM5093,0,0,0,100
TM5094,0,0,0,50
TM5095,0,0,0,100
TM5096,0,0,0,100
TM5097,0,0,0,100
TM5098,0,0,0,100
TM5099,0,0,0,100
TM5176,0,0,0,11.04
TM5177,0,0,0,10.86
TM5178,0,0,0,5.77
TM5179,0,0,0,13.26
TM5180,0,0,0,25
TM5181,0,0,0,14.29
TM5182,0,0,0,8.33
TM5183,0,0,0,16.67
TM5184,0,0,0,25
TM5185,0,0,0,100
TM5186,0,0,0,100
TM5187,0,0,0,100
TM5188,0,0,0,100
TM5189,0,0,0,100
TM5190,0,0,0,100
TM5191,0,0,0,100
TM5192,0,0,0,100
TM5193,0,0,0,100
TM5194,0,0,0,50
TM5195,0,0,0,100
TM5196,0,0,0,100
TM5197,0,0,0,100
TM5198,0,0,0,100
TM5199,0,0,0,100
TM5279,0,0,0,2.57
TM5280,0,0,0,22.53
TM5281,0,0,0,16.88
TM5282,0,0,0,18.18
TM5283,0,0,0,16.67
TM5284,0,0,0,33.33
TM5285,0,0,0,100
TM5286,0,0,0,100
TM5287,0,0,0,100
TM5288,0,0,0,100
TM5289,0,0,0,100
TM5290,0,0,0,100
TM5291,0,0,0,100
TM5292,0,0,0,100
TM5293,0,0,0,100
TM5294,0,0,0,50
TM5295,0,0,0,100
TM5296,0,0,0,100
TM5297,0,0,0,100
TM5298,0,0,0,100
TM5299,0,0,0,100
TM5382,0,0,0,5.31
TM5383,0,0,0,15.26
TM5384,0,0,0,57.35
TM5385,0,0,0,53.17
TM5386,0,0,0,42.9
TM5387,0,0,0,45.57
TM5388,0,0,0,51.38
TM5389,0,0,0,54.87
TM5390,0,0,0,62.04
TM5391,0,0,0,100
TM5392,0,0,0,100
TM5393,0,0,0,100
TM5394,0,0,0,50
TM5395,0,0,0,100
TM5396,0,0,0,100
TM5397,0,0,0,100
TM5398,0,0,0,65.41
TM5399,0,0,0,48.72
TM5490,0,0,0,2.8
TM5491,0,0,0,24.7
TM5492,0,0,0,53.92
TM5493,0,0,0,100
TM5494,0,0,0,50
TM5495,0,0,0,65.66
TM5496,0,0,0,47.65
TM5497,0,0,0,27.79
TM5498,0,0,0,5.45
TM5592,0,0,0,4.51
TM5593,0,0,0,33.77
TM5594,0,0,0,14.72
TM5595,0,0,0,6.14
TQ0000,0,0,0,16.22
TQ0001,0,0,0,100
TQ0002,0,0,0,100
TQ0003,0,0,0,50
TQ0004,0,0,0,50
TQ0005,0,0,0,33.33
TQ0006,0,0,0,33.33
TQ0007,0,0,0,33.33
TQ0008,0,0,0,33.33
TQ0009,0,0,0,33.33
TQ0010,0,0,0,25
TQ0011,0,0,0,33.33
TQ0012,0,0,0,16.67
TQ0013,0,0,0,16.67
TQ0014,0,0,0,50
TQ0015,0,0,0,50
TQ0016,0,0,0,33.33
TQ0017,0,0,0,33.33
TQ0018,0,0,0,20
TQ0019,0,0,0,14.29
TQ0020,0,0,0,33.33
TQ0021,0,0,0,33.33
TQ0022,0,0,0,14.29
TQ0023,0,0,0,20
TQ0024,0,0,0,12.5
TQ0025,0,0,0,25
TQ0026,0,0,0,25
TQ0027,0,0,0,33.33
TQ0028,0,0,0,50
TQ0029,0,0,0,16.67
TQ0030,0,0,0,8.33
TQ0031,0,0,0,10
TQ0032,0,0,0,16.67
TQ0033,0,0,0,50
TQ0034,0,0,0,50
TQ0035,0,0,0,50
TQ0036,0,0,0,25
TQ0037,0,0,0,16.67
TQ0038,0,0,0,33.33
TQ0039,0,0,0,14.29
TQ0040,0,0,0,33.33
TQ0041,0,0,0,16.67
TQ0042,0,0,0,33.33
TQ0043,0,0,0,33.33
TQ0044,0,0,0,33.33
TQ0045,0,0,0,33.33
TQ0046,0,0,0,50
TQ0047,0,0,0,33.33
TQ0048,0,0,0,7.69
TQ0049,0,0,0,25
TQ0050,0,0,0,33.33
TQ0051,0,0,0,100
TQ0052,0,0,0,100
TQ0053,0,0,0,50
TQ0054,0,0,0,50
TQ0055,0,0,0,50
TQ0056,0,0,0,50
TQ0057,0,0,0,50
TQ0058,0,0,0,100
TQ0059,0,0,0,100
TQ0060,0,0,0,100
TQ0061,0,0,0,33.33
TQ0062,0,0,0,50
TQ0063,0,0,0,20
TQ0064,0,0,0,50
TQ0065,0,0,0,50
TQ0066,0,0,0,100
TQ0067,0,0,0,50
TQ0068,0,0,0,33.33
TQ0069,0,0,0,33.33
TQ0070,0,0,0,33.33
TQ0071,0,0,0,33.33
TQ0072,0,0,0,50
TQ0073,0,0,0,100
TQ0074,0,0,0,100
TQ0075,0,0,0,100
TQ0076,0,0,0,100
TQ0077,0,0,0,100
TQ0078,0,0,0,100
TQ0079,0,0,0,100
TQ0080,0,0,0,50
TQ0081,0,0,0,100
TQ0082,0,0,0,100
TQ0083,0,0,0,100
TQ0084,0,0,0,100
TQ0085,0,0,0,50
TQ0086,0,0,0,50
TQ0087,0,0,0,50
TQ0088,0,0,0,33.33
TQ0089,0,0,0,25
TQ0090,0,0,0,33.33
TQ0091,0,0,0,50
TQ0092,0,0,0,50
TQ0093,0,0,0,50
TQ0094,0,0,0,50
TQ0095,0,0,0,100
TQ0096,0,0,0,100
TQ0097,0,0,0,50
TQ0098,0,0,0,25
TQ0099,0,0,0,12.5
TQ0100,0,0,0,2.94
TQ0101,0,0,0,50
TQ0102,0,0,0,100
TQ0103,0,0,0,33.33
TQ0104,0,0,0,50
TQ0105,0,0,0,20
TQ0106,0,0,0,25
TQ0107,0,0,0,25
TQ0108,0,0,0,25
TQ0109,0,0,0,25
TQ0110,0,0,0,20
TQ0111,0,0,0,20
TQ0112,0,0,0,14.29
TQ0113,0,0,0,25
TQ0114,0,0,0,50
TQ0115,0,0,0,50
TQ0116,0,0,0,33.33
TQ0117,0,0,0,33.33
TQ0118,0,0,0,20
TQ0119,0,0,0,20
TQ0120,0,0,0,100
TQ0121,0,0,0,20
TQ0122,0,0,0,16.67
TQ0123,0,0,0,14.29
TQ0124,0,0,0,33.33
TQ0125,0,0,0,50
TQ0126,0,0,0,50
TQ0127,0,0,0,33.33
TQ0128,0,0,0,50
TQ0129,0,0,0,100
TQ0130,0,0,0,10
TQ0131,0,0,0,5.88
TQ0132,0,0,0,20
TQ0133,0,0,0,100
TQ0134,0,0,0,100
TQ0135,0,0,0,50
TQ0136,0,0,0,25
TQ0137,0,0,0,25
TQ0138,0,0,0,33.33
TQ0139,0,0,0,14.29
TQ0140,0,0,0,25
TQ0141,0,0,0,16.67
TQ0142,0,0,0,25
TQ0143,0,0,0,25
TQ0144,0,0,0,50
TQ0145,0,0,0,25
TQ0146,0,0,0,50
TQ0147,0,0,0,25
TQ0148,0,0,0,8.33
TQ0149,0,0,0,33.33
TQ0150,0,0,0,25
TQ0151,0,0,0,50
TQ0152,0,0,0,100
TQ0153,0,0,0,100
TQ0154,0,0,0,50
TQ0155,0,0,0,50
TQ0156,0,0,0,100
TQ0157,0,0,0,50
TQ0158,0,0,0,100
TQ0159,0,0,0,100
TQ0160,0,0,0,100
TQ0161,0,0,0,33.33
TQ0162,0,0,0,50
TQ0163,0,0,0,33.33
TQ0164,0,0,0,33.33
TQ0165,0,0,0,50
TQ0166,0,0,0,100
TQ0167,0,0,0,50
TQ0168,0,0,0,33.33
TQ0169,0,0,0,100
TQ0170,0,0,0,100
TQ0171,0,0,0,100
TQ0172,0,0,0,100
TQ0173,0,0,0,100
TQ0174,0,0,0,100
TQ0175,0,0,0,100
TQ0176,0,0,0,100
TQ0177,0,0,0,100
TQ0178,0,0,0,100
TQ0179,0,0,0,100
TQ0180,0,0,0,50
TQ0181,0,0,0,100
TQ0182,0,0,0,100
TQ0183,0,0,0,100
TQ0184,0,0,0,100
TQ0185,0,0,0,50
TQ0186,0,0,0,100
TQ0187,0,0,0,25
TQ0188,0,0,0,25
TQ0189,0,0,0,33.33
TQ0190,0,0,0,50
TQ0191,0,0,0,50
TQ0192,0,0,0,50
TQ0193,0,0,0,50
TQ0194,0,0,0,50
TQ0195,0,0,0,50
TQ0196,0,0,0,33.33
TQ0197,0,0,0,50
TQ0198,0,0,0,33.33
TQ0199,0,0,0,25
TQ0200,0,0,0,4.53
TQ0201,0,0,0,39.77
TQ0202,0,0,0,100
TQ0203,0,0,0,33.33
TQ0204,0,0,0,50
TQ0205,0,0,0,33.33
TQ0206,0,0,0,25
TQ0207,0,0,0,33.33
TQ0208,0,0,0,25
TQ0209,0,0,0,25
TQ0210,0,0,0,33.33
TQ0211,0,0,0,25
TQ0212,0,0,0,33.33
TQ0213,0,0,0,33.33
TQ0214,0,0,0,50
TQ0215,0,0,0,33.33
TQ0216,0,0,0,33.33
TQ0217,0,0,0,50
TQ0218,0,0,0,20
TQ0219,0,0,0,16.67
TQ0220,0,0,0,25
TQ0221,0,0,0,16.67
TQ0222,0,0,0,12.5
TQ0223,0,0,0,12.5
TQ0224,0,0,0,100
TQ0225,0,0,0,100
TQ0226,0,0,0,20
TQ0227,0,0,0,16.67
TQ0228,0,0,0,50
TQ0229,0,0,0,100
TQ0230,0,0,0,100
TQ0231,0,0,0,33.33
TQ0232,0,0,0,33.33
TQ0233,0,0,0,50
TQ0234,0,0,0,100
TQ0235,0,0,0,100
TQ0236,0,0,0,33.33
TQ0237,0,0,0,16.67
TQ0238,0,0,0,50
TQ0239,0,0,0,50
TQ0240,0,0,0,50
TQ0241,0,0,0,25
TQ0242,0,0,0,33.33
TQ0243,0,0,0,25
TQ0244,0,0,0,100
TQ0245,0,0,0,20
TQ0246,0,0,0,20
TQ0247,0,0,0,50
TQ0248,0,0,0,12.5
TQ0249,0,0,0,33.33
TQ0250,0,0,0,33.33
TQ0251,0,0,0,50
TQ0252,0,0,0,100
TQ0253,0,0,0,100
TQ0254,0,0,0,50
TQ0255,0,0,0,50
TQ0256,0,0,0,100
TQ0257,0,0,0,50
TQ0258,0,0,0,100
TQ0259,0,0,0,100
TQ0260,0,0,0,100
TQ0261,0,0,0,50
TQ0262,0,0,0,100
TQ0263,0,0,0,50
TQ0264,0,0,0,100
TQ0265,0,0,0,100
TQ0266,0,0,0,100
TQ0267,0,0,0,25
TQ0268,0,0,0,33.33
TQ0269,0,0,0,100
TQ0270,0,0,0,100
TQ0271,0,0,0,100
TQ0272,0,0,0,100
TQ0273,0,0,0,100
TQ0274,0,0,0,100
TQ0275,0,0,0,100
TQ0276,0,0,0,100
TQ0277,0,0,0,100
TQ0278,0,0,0,100
TQ0279,0,0,0,100
TQ0280,0,0,0,50
TQ0281,0,0,0,100
TQ0282,0,0,0,100
TQ0283,0,0,0,100
TQ0284,0,0,0,50
TQ0285,0,0,0,50
TQ0286,0,0,0,50
TQ0287,0,0,0,25
TQ0288,0,0,0,50
TQ0289,0,0,0,50
TQ0290,0,0,0,50
TQ0291,0,0,0,50
TQ0292,0,0,0,100
TQ0293,0,0,0,100
TQ0294,0,0,0,50
TQ0295,0,0,0,33.33
TQ0296,0,0,0,50
TQ0297,0,0,0,50
TQ0298,0,0,0,33.33
TQ0299,0,0,0,25
TQ0301,0,0,0,34.38
TQ0302,0,0,0,100
TQ0303,0,0,0,33.33
TQ0304,0,0,0,50
TQ0305,0,0,0,33.33
TQ0306,0,0,0,33.33
TQ0307,0,0,0,33.33
TQ0308,0,0,0,33.33
TQ0309,0,0,0,50
TQ0310,0,0,0,33.33
TQ0311,0,0,0,20
TQ0312,0,0,0,16.67
TQ0313,0,0,0,33.33
TQ0314,0,0,0,33.33
TQ0315,0,0,0,20
TQ0316,0,0,0,25
TQ0317,0,0,0,50
TQ0318,0,0,0,20
TQ0319,0,0,0,16.67
TQ0320,0,0,0,20
TQ0321,0,0,0,33.33
TQ0322,0,0,0,12.5
TQ0323,0,0,0,20
TQ0324,0,0,0,16.67
TQ0325,0,0,0,25
TQ0326,0,0,0,14.29
TQ0327,0,0,0,14.29
TQ0328,0,0,0,16.67
TQ0329,0,0,0,20
TQ0330,0,0,0,33.33
TQ0331,0,0,0,33.33
TQ0332,0,0,0,33.33
TQ0333,0,0,0,20
TQ0334,0,0,0,20
TQ0335,0,0,0,25
TQ0336,0,0,0,50
TQ0337,0,0,0,14.29
TQ0338,0,0,0,25
TQ0339,0,0,0,50
TQ0340,0,0,0,20
TQ0341,0,0,0,50
TQ0342,0,0,0,25
TQ0343,0,0,0,33.33
TQ0344,0,0,0,25
TQ0345,0,0,0,25
TQ0346,0,0,0,25
TQ0347,0,0,0,20
TQ0348,0,0,0,12.5
TQ0349,0,0,0,33.33
TQ0350,0,0,0,33.33
TQ0351,0,0,0,33.33
TQ0352,0,0,0,100
TQ0353,0,0,0,100
TQ0354,0,0,0,100
TQ0355,0,0,0,50
TQ0356,0,0,0,100
TQ0357,0,0,0,50
TQ0358,0,0,0,50
TQ0359,0,0,0,100
TQ0360,0,0,0,100
TQ0361,0,0,0,50
TQ0362,0,0,0,100
TQ0363,0,0,0,100
TQ0364,0,0,0,100
TQ0365,0,0,0,100
TQ0366,0,0,0,100
TQ0367,0,0,0,50
TQ0368,0,0,0,33.33
TQ0369,0,0,0,100
TQ0370,0,0,0,100
TQ0371,0,0,0,100
TQ0372,0,0,0,100
TQ0373,0,0,0,100
TQ0374,0,0,0,100
TQ0375,0,0,0,100
TQ0376,0,0,0,100
TQ0377,0,0,0,100
TQ0378,0,0,0,100
TQ0379,0,0,0,100
TQ0380,0,0,0,50
TQ0381,0,0,0,100
TQ0382,0,0,0,100
TQ0383,0,0,0,100
TQ0384,0,0,0,50
TQ0385,0,0,0,50
TQ0386,0,0,0,50
TQ0387,0,0,0,25
TQ0388,0,0,0,50
TQ0389,0,0,0,50
TQ0390,0,0,0,50
TQ0391,0,0,0,50
TQ0392,0,0,0,50
TQ0393,0,0,0,50
TQ0394,0,0,0,100
TQ0395,0,0,0,33.33
TQ0396,0,0,0,50
TQ0397,0,0,0,33.33
TQ0398,0,0,0,25
TQ0399,0,0,0,14.29
TQ0401,0,0,0,30.1
TQ0402,0,0,0,100
TQ0403,0,0,0,25
TQ0404,0,0,0,33.33
TQ0405,0,0,0,33.33
TQ0406,0,0,0,33.33
TQ0407,0,0,0,50
TQ0408,0,0,0,50
TQ0409,0,0,0,50
TQ0410,0,0,0,33.33
TQ0411,0,0,0,25
TQ0412,0,0,0,16.67
TQ0413,0,0,0,33.33
TQ0414,0,0,0,20
TQ0415,0,0,0,20
TQ0416,0,0,0,20
TQ0417,0,0,0,50
TQ0418,0,0,0,20
TQ0419,0,0,0,50
TQ0420,0,0,0,25
TQ0421,0,0,0,25
TQ0422,0,0,0,33.33
TQ0423,0,0,0,25
TQ0424,0,0,0,14.29
TQ0425,0,0,0,16.67
TQ0426,0,0,0,11.11
TQ0427,0,0,0,25
TQ0428,0,0,0,20
TQ0429,0,0,0,9.09
TQ0430,0,0,0,12.5
TQ0431,0,0,0,25
TQ0432,0,0,0,25
TQ0433,0,0,0,20
TQ0434,0,0,0,33.33
TQ0435,0,0,0,16.67
TQ0436,0,0,0,50
TQ0437,0,0,0,20
TQ0438,0,0,0,50
TQ0439,0,0,0,50
TQ0440,0,0,0,16.67
TQ0441,0,0,0,50
TQ0442,0,0,0,33.33
TQ0443,0,0,0,12.5
TQ0444,0,0,0,16.67
TQ0445,0,0,0,14.29
TQ0446,0,0,0,20
TQ0447,0,0,0,16.67
TQ0448,0,0,0,12.5
TQ0449,0,0,0,33.33
TQ0450,0,0,0,50
TQ0451,0,0,0,25
TQ0452,0,0,0,100
TQ0453,0,0,0,100
TQ0454,0,0,0,100
TQ0455,0,0,0,100
TQ0456,0,0,0,100
TQ0457,0,0,0,50
TQ0458,0,0,0,50
TQ0459,0,0,0,100
TQ0460,0,0,0,100
TQ0461,0,0,0,50
TQ0462,0,0,0,100
TQ0463,0,0,0,100
TQ0464,0,0,0,100
TQ0465,0,0,0,100
TQ0466,0,0,0,100
TQ0467,0,0,0,100
