tile_name, IGNEOUS,METAMORPHIC, MINERAL,SEDIMENTARY
NS9248,24.17,0,0,9.17
NS9249,11.42,0,0,38.58
NS9250,0.77,0,0,24.23
NS9251,8.17,0,0,11.83
NS9252,3.8,0,0,12.86
NS9253,0,0,0,12.5
NS9254,0,0,0,25
NS9255,0,0,0,20
NS9256,0,0,0,9.09
NS9257,0,0,0,25
NS9258,0,0,0,50
NS9259,0,0,0,50
NS9260,0,0,0,100
NS9261,0,0,0,25
NS9262,0,0,0,33.33
NS9263,0,0,0,100
NS9264,0,0,0,100
NS9265,0,0,0,50
NS9266,0,0,0,33.33
NS9267,0.55,0,0,13.74
NS9268,0,0,0,33.33
NS9269,6.69,0,0,26.64
NS9270,6.48,0,0,26.86
NS9271,27.55,0,0,5.78
NS9272,4.36,0,0,12.31
NS9273,1,0,0,24
NS9274,0,0,0,50
NS9275,0.61,0,0,19.39
NS9276,0,0,0,100
NS9277,0,0,0,100
NS9278,0,0,0,100
NS9279,0,0,0,50
NS9280,0,0,0,50
NS9281,0,0,0,50
NS9282,0,0,0,50
NS9283,1.16,0,0,32.17
NS9284,0,0,0,50
NS9285,0,0,0,14.01
NS9286,0,0,0,20
NS9287,0,0,0,16.67
NS9288,0,0,0,25
NS9289,0,0,0,33.33
NS9290,0,0,0,25
NS9291,0,0,0,25
NS9292,0,0,0,16.67
NS9293,0,0,0,33.33
NS9294,0,0,0,16.67
NS9295,0,0,0,33.33
NS9296,0,0,0,25
NS9297,0.72,0,0,10.39
NS9298,6.3,0,0,0.37
NS9299,5.1,0,0,3.23
NS9300,0,0,0,50
NS9301,0,0,0,50
NS9302,0,0,0,100
NS9303,0,0,0,100
NS9304,4.03,1.03,0,28.28
NS9305,5.39,24.07,0,3.88
NS9306,0,100,0,0
NS9307,0,100,0,0
NS9308,0,49.94,0,0.06
NS9309,0,36.97,0,13.03
NS9310,0,10.09,0,39.91
NS9311,0,0,0,100
NS9312,0,0,0,100
NS9313,0.1,0,0,49.9
NS9314,0.34,0,0,33
NS9315,0.24,0,0,10.87
NS9316,0,0,0,14.29
NS9317,0,0,0,100
NS9318,0,0,0,100
NS9319,0.08,0,0,33.25
NS9320,0.43,0,0,16.23
NS9321,0.21,0,0,7.49
NS9322,0.69,0,0,10.42
NS9323,0.05,0,0,33.28
NS9324,0.05,0,0,49.95
NS9325,0,0,0,100
NS9326,0,0,0,20
NS9327,0,0,0,14.29
NS9328,0,0,0,33.33
NS9329,0,0,0,33.33
NS9330,0,0,0,20
NS9331,3.96,0,0,12.71
NS9332,12.56,0,0,4.1
NS9333,10.04,0,0,6.63
NS9334,46.41,0,0,3.59
NS9335,1.13,0,0,23.87
NS9336,0.48,0,0,32.86
NS9337,5.35,0,0,14.65
NS9338,0,0,0,50
NS9339,0,0,0,25
NS9340,2.63,0,0,14.04
NS9341,3.6,0,0,13.06
NS9342,6.56,0,0,13.44
NS9343,13.89,0,0,36.11
NS9344,0,0,0,100
NS9345,0,0,0,100
NS9346,0,0,0,100
NS9347,13.56,0,0,36.44
NS9348,100,0,0,0
NS9349,34.02,0,0,15.98
NS9350,0.05,0,0,19.95
NS9351,0,0,0,20
NS9352,0,0,0,20
NS9353,0,0,0,12.5
NS9354,0,0,0,33.33
NS9355,0,0,0,33.33
NS9356,0,0,0,16.67
NS9357,0,0,0,25
NS9358,0,0,0,100
NS9359,0,0,0,33.33
NS9360,0,0,0,50
NS9361,0,0,0,33.33
NS9362,0,0,0,50
NS9363,0,0,0,100
NS9364,0,0,0,50
NS9365,0,0,0,33.33
NS9366,0,0,0,33.33
NS9367,0.89,0,0,19.11
NS9368,0,0,0,50
NS9369,0,0,0,25
NS9370,0,0,0,20
NS9371,3.03,0,0,13.64
NS9372,1.13,0,0,13.16
NS9373,0.8,0,0,19.2
NS9374,0,0,0,25
NS9375,1.05,0,0,23.95
NS9376,0,0,0,100
NS9377,0,0,0,50
NS9378,0,0,0,33.33
NS9379,0,0,0,50
NS9380,0,0,0,100
NS9381,0,0,0,50
NS9382,0,0,0,33.33
NS9383,1.17,0,0,32.16
NS9384,0,0,0,28.29
NS9385,0,0,0,12.42
NS9386,0,0,0,20
NS9387,0,0,0,50
NS9388,0,0,0,50
NS9389,0,0,0,100
NS9390,0,0,0,25
NS9391,0,0,0,33.33
NS9392,0,0,0,20
NS9393,0,0,0,50
NS9394,0,0,0,25
NS9395,0,0,0,50
NS9396,0,0,0,33.33
NS9397,0,0,0,16.67
NS9398,3.71,0,0,1.29
NS9399,4.39,0,0,3.3
NS9400,0,0,0,100
NS9401,0,0,0,50
NS9402,0,0,0,100
NS9403,0,0,0,100
NS9404,0,0,0,100
NS9405,5.04,2.57,0,25.72
NS9406,2.6,30.45,0,0.29
NS9407,0,100,0,0
NS9408,0,100,0,0
NS9409,0,100,0,0
NS9410,0,49.35,0,0.65
NS9411,0,32.81,0,17.19
NS9412,0,13.42,0,36.58
NS9413,0,0.07,0,49.93
NS9414,1,0,0,32.33
NS9415,0.25,0,0,24.75
NS9416,0,0,0,20
NS9417,0.09,0,0,19.91
NS9418,0,0,0,100
NS9419,0,0,0,100
NS9420,0.72,0,0,19.28
NS9421,0.01,0,0,9.99
NS9422,0.36,0,0,5.52
NS9423,0.24,0,0,10.87
NS9424,0,0,0,100
NS9425,0,0,0,100
NS9426,0,0,0,50
NS9427,0,0,0,20
NS9428,0,0,0,25
NS9429,0,0,0,33.33
NS9430,0,0,0,50
NS9431,0.07,0,0,24.93
NS9432,4.85,0,0,3.48
NS9433,3.49,0,0,10.8
NS9434,100,0,0,0
NS9435,10.43,0,0,14.57
NS9436,0.61,0,0,49.39
NS9437,30.12,0,0,3.21
NS9438,3.28,0,0,30.05
NS9439,0,0,0,50
NS9440,0.72,0,0,19.28
NS9441,7.46,0,0,6.83
NS9442,3.06,0,0,13.61
NS9443,27.46,0,0,22.54
NS9444,0,0,0,100
NS9445,0,0,0,100
NS9446,0,0,0,100
NS9447,14.89,0,0,35.11
NS9448,100,0,0,0
NS9449,13.89,0,0,36.11
NS9450,0,0,0,16.67
NS9451,0,0,0,100
NS9452,0,0,0,25
NS9453,0,0,0,11.11
NS9454,0,0,0,14.29
NS9455,0,0,0,33.33
NS9456,0,0,0,12.5
NS9457,0,0,0,12.5
NS9458,0,0,0,25
NS9459,0,0,0,20
NS9460,0,0,0,50
NS9461,0,0,0,16.67
NS9462,0,0,0,50
NS9463,0,0,0,50
NS9464,0,0,0,50
NS9465,0,0,0,100
NS9466,0,0,0,20
NS9467,0.85,0,0,19.15
NS9468,0,0,0,50
NS9469,0,0,0,33.33
NS9470,0,0,0,25
NS9471,1.24,0,0,18.76
NS9472,2.13,0,0,47.87
NS9473,0.67,0,0,16
NS9474,0,0,0,25
NS9475,0.8,0,0,15.87
NS9476,0,0,0,33.33
NS9477,0,0,0,50
NS9478,0,0,0,25
NS9479,0,0,0,100
NS9480,0,0,0,100
NS9481,0,0,0,50
NS9482,0,0,0,20
NS9483,0.7,0,0,19.28
NS9484,0,0,0,18.45
NS9485,0,0,0,19.93
NS9486,0,0,0,25
NS9487,0,0,0,50
NS9488,0,0,0,33.33
NS9489,0,0,0,25
NS9490,0,0,0,33.33
NS9491,0,0,0,33.33
NS9492,0,0,0,25
NS9493,0,0,0,50
NS9494,0,0,0,33.33
NS9495,0,0,0,100
NS9496,0,0,0,33.33
NS9497,0,0,0,12.5
NS9498,8.32,0,0,5.96
NS9499,8.89,0,0,2.22
NS9500,0,0,0,100
NS9501,0,0,0,50
NS9502,0,0,0,50
NS9503,0,0,0,100
NS9504,0,0,0,100
NS9505,0,0,0,100
NS9506,0.54,12.2,0,20.59
NS9507,0,48.05,0,1.95
NS9508,0,100,0,0
NS9509,0.14,49.86,0,0
NS9510,0,100,0,0
NS9511,0,100,0,0
NS9512,0,100,0,0
NS9513,0.28,13.84,0,5.88
NS9514,0.57,1.26,0,23.18
NS9515,0,0,0,50
NS9516,0,0,0,50
NS9517,0.1,0,0,33.23
NS9518,0,0,0,25
NS9519,0.39,0,0,16.28
NS9520,0.23,0,0,16.43
NS9521,0,0,0,25
NS9522,0.15,0,0,3.3
NS9523,0.27,0,0,5.98
NS9524,0,0,0,14.29
NS9525,0,0,0,100
NS9526,0,0,0,100
NS9527,0,0,0,50
NS9528,0,0,0,25
NS9529,0,0,0,33.33
NS9530,0,0,0,50
NS9531,0,0,0,33.33
NS9532,3.36,0,0,9.14
NS9533,1.5,0,0,12.79
NS9534,13.62,0,0,0.67
NS9535,15.08,0,0,4.92
NS9536,0.34,0,0,19.66
NS9537,32.08,0,0,1.26
NS9538,39.66,0,0,10.34
NS9539,1.86,0,0,48.14
NS9540,0,0,0,25
NS9541,1.54,0,0,15.13
NS9542,4.18,0,0,15.82
NS9543,41.88,0,0,8.12
NS9544,3.15,0,0,46.85
NS9545,0,0,0,100
NS9546,0,0,0,100
NS9547,23.38,0,0,26.62
NS9548,100,0,0,0
NS9549,1.17,0,0,18.83
NS9550,0,0,0,14.29
NS9551,0,0,0,33.33
NS9552,0,0,0,16.67
NS9553,0,0,0,10
NS9554,0,0,0,33.33
NS9555,0,0,0,100
NS9556,0,0,0,6.67
NS9557,0,0,0,10
NS9558,0,0,0,20
NS9559,0,0,0,10
NS9560,0,0,0,20
NS9561,0,0,0,20
NS9562,0,0,0,33.33
NS9563,0,0,0,100
NS9564,0,0,0,100
NS9565,0,0,0,50
NS9566,0,0,0,50
NS9567,1,0,0,24
NS9568,0,0,0,33.33
NS9569,0,0,0,20
NS9570,0,0,0,33.33
NS9571,1.98,0,0,23.02
NS9572,9.94,0,0,23.4
NS9573,1.01,0,0,18.99
NS9574,9.64,0,0,40.36
NS9575,1.23,0,0,23.77
NS9576,0,0,0,50
NS9577,0,0,0,100
NS9578,0,0,0,33.33
NS9579,0,0,0,100
NS9580,0,0,0,25
NS9581,0,0,0,14.29
NS9582,0,0,0,25
NS9583,0.5,0,0,29.68
NS9584,0,0,0,25.96
NS9585,0,0,0,32.98
NS9586,0,0,0,33.33
NS9587,0,0,0,100
NS9588,0,0,0,50
NS9589,0,0,0,25
NS9590,0,0,0,100
NS9591,0,0,0,50
NS9592,0,0,0,50
NS9593,0,0,0,50
NS9594,0,0,0,33.33
NS9595,0,0,0,33.33
NS9596,0,0,0,12.5
NS9597,0,0,0,25
NS9598,4.71,0,0,9.58
NS9599,9.11,0,0,3.39
NS9600,0,0,0,100
NS9601,0,0,0,100
NS9602,0,0,0,50
NS9603,0,0,0,50
NS9604,0,0,0,100
NS9605,0,0,0,100
NS9606,0,0,0,100
NS9607,0,6.06,0,43.94
NS9608,0,30.86,0,19.14
NS9609,0,49.37,0,0.63
NS9610,0,100,0,0
NS9611,0,100,0,0
NS9612,0.74,32.6,0,0
NS9613,0.8,32.53,0,0
NS9614,0,34.93,0,15.07
NS9615,0,0.34,0,32.99
NS9616,0.23,0,0,49.77
NS9617,0,0,0,100
NS9618,0.32,0,0,19.68
NS9619,0.14,0,0,19.86
NS9620,0,0,0,100
NS9621,0,0,0,100
NS9622,0.26,0,0,7.43
NS9623,0.05,0,0,4.3
NS9624,0.01,0,0,4.16
NS9625,0,0,0,25
NS9626,0,0,0,33.33
NS9627,0,0,0,50
NS9628,0,0,0,50
NS9629,0,0,0,33.33
NS9630,0.23,0,0,24.77
NS9631,0,0,0,50
NS9632,3.35,0,0,21.65
NS9633,2.44,0,0,10.06
NS9634,20.7,0,0,4.3
NS9635,42.31,0,0,7.69
NS9636,0.29,0,0,19.71
NS9637,28.15,0,0,5.19
NS9638,100,0,0,0
NS9639,14.78,0,0,5.22
NS9640,0.76,0,0,13.53
NS9641,1.23,0,0,18.77
NS9642,0.05,0,0,16.62
NS9643,24.16,0,0,9.18
NS9644,31.16,0,0,2.18
NS9645,13.46,0,0,19.87
NS9646,0,0,0,100
NS9647,36.64,0,0,13.36
NS9648,100,0,0,0
NS9649,2.4,0,0,47.6
NS9650,0,0,0,20
NS9651,0,0,0,14.29
NS9652,0,0,0,16.67
NS9653,0,0,0,12.5
NS9654,0,0,0,25
NS9655,1.04,0,0,23.96
NS9656,2.38,0,0,5.95
NS9657,0,0,0,11.11
NS9658,0,0,0,33.33
NS9659,0,0,0,9.09
NS9660,0,0,0,4.35
NS9661,0,0,0,33.33
NS9662,0,0,0,33.33
NS9663,0,0,0,25
NS9664,0,0,0,16.67
NS9665,0,0,0,20
NS9666,0,0,0,14.29
NS9667,0.29,0,0,6.85
NS9668,0,0,0,7.14
NS9669,0,0,0,12.5
NS9670,0,0,0,8.33
NS9671,0.41,0,0,7.93
NS9672,29.62,0,0,3.71
NS9673,15.68,0,0,0.99
NS9674,18.62,0,0,1.38
NS9675,3.14,0,0,5.19
NS9676,0,0,0,12.5
NS9677,0,0,0,16.67
NS9678,0,0,0,11.11
NS9679,0,0,0,16.67
NS9680,0,0,0,33.33
NS9681,0,0,0,20
NS9682,0.08,0,0,24.92
NS9683,0,0,0,51.08
NS9684,0,0,0,18.51
NS9685,0,0,0,25
NS9686,0,0,0,50
NS9687,0,0,0,50
NS9688,0,0,0,20
NS9689,0,0,0,16.67
NS9690,0,0,0,50
NS9691,0,0,0,50
NS9692,0,0,0,50
NS9693,0,0,0,50
NS9694,0,0,0,33.33
NS9695,0,0,0,20
NS9696,0,0,0,20
NS9697,0,0,0,25
NS9698,1.37,0,0,15.29
NS9699,4.21,0,0,4.12
NS9700,0,0,0,33.33
NS9701,0,0,0,50
NS9702,0,0,0,100
NS9703,0,0,0,50
NS9704,0,0,0,50
NS9705,0,0,0,100
NS9706,0,0,0,100
NS9707,0,0,0,50
NS9708,0,0,0,50
NS9709,0,6.45,0,26.88
NS9710,0,29.25,0,4.08
NS9711,0.47,32.86,0,0
NS9712,0.69,32.65,0,0
NS9713,0,100,0,0
NS9714,0,100,0,0
NS9715,0,32.75,0,17.25
NS9716,0,1.18,0,48.82
NS9717,0,0,0,50
NS9718,0.36,0,0,16.31
NS9719,0.08,0,0,19.92
NS9720,0,0,0,100
NS9721,0.68,0,0,32.66
NS9722,0.48,0,0,32.85
NS9723,0,0,0,14.29
NS9724,0.07,0,0,3.93
NS9725,0,0,0,6.25
NS9726,0,0,0,25
NS9727,0,0,0,50
NS9728,0,0,0,33.33
NS9729,0,0,0,50
NS9730,4.84,0,0,15.16
NS9731,17.97,0,0,32.03
NS9732,0.15,0,0,49.85
NS9733,8.1,0,0,6.18
NS9734,17.54,0,0,7.46
NS9735,37.01,0,0,12.99
NS9736,0.74,0,0,24.26
NS9737,30.54,0,0,2.79
NS9738,100,0,0,0
NS9739,100,0,0,0
NS9740,8.85,0,0,11.15
NS9741,3.76,0,0,12.91
NS9742,7.31,0,0,17.69
NS9743,9.45,0,0,7.22
NS9744,30.13,0,0,3.2
NS9745,4.4,0,0,9.89
NS9746,7.69,0,0,42.31
NS9747,49.11,0,0,0.89
NS9748,100,0,0,0
NS9749,10.47,0,0,39.53
NS9750,0,0,0,100
NS9751,0,0,0,14.29
NS9752,0,0,0,25
NS9753,0,0,0,20
NS9754,0,0,0,33.33
NS9755,0,0,0,33.33
NS9756,0.69,0,0,8.4
NS9757,0,0,0,16.67
NS9758,0,0,0,100
NS9759,0,0,0,20
NS9760,0,0,0,14.29
NS9761,0,0,0,14.29
NS9762,0,0,0,14.29
NS9763,0,0,0,8.33
NS9764,0.06,0,0,5.5
NS9765,0.09,0,0,4.08
NS9766,0,0,0,6.25
NS9767,0.32,0,0,2.46
NS9768,0.95,0,0,2.08
NS9769,5.09,0,0,6.02
NS9770,1.45,0,0,2
NS9771,1.91,0,0,3.36
NS9772,6.68,0,0,3.32
NS9773,5.33,0,0,1.34
NS9774,4.76,0,0,2.38
NS9775,4.09,0,0,2.58
NS9776,0.79,0,0,5.87
NS9777,0,0,0,20
NS9778,0,0,0,3.85
NS9779,0,0,0,11.11
NS9780,0,0,0,33.33
NS9781,0,0,0,9.09
NS9782,0.21,0,0,6.46
NS9783,0.63,0,0,15.75
NS9784,0,0,0,16.74
NS9785,0,0,0,3.99
NS9786,0,0,0,14.29
NS9787,0,0,0,50
NS9788,0.51,0,0,16.16
NS9789,0.44,0,0,16.22
NS9790,0,0,0,20
NS9791,0,0,0,100
NS9792,0,0,0,50
NS9793,0,0,0,50
NS9794,0,0,0,16.67
NS9795,0,0,0,100
NS9796,0,0,0,50
NS9797,0,0,0,33.33
NS9798,0.62,0,0,13.66
NS9799,5.17,0,0,4.83
NS9800,0,0,0,33.33
NS9801,0,0,0,14.29
NS9802,0,0,0,16.67
NS9803,0,0,0,20
NS9804,0,0,0,20
NS9805,0,0,0,33.33
NS9806,0,0,0,50
NS9807,0,0,0,50
NS9808,0,0,0,33.33
NS9809,0,0,0,25
NS9810,0,1.33,0,18.67
NS9811,0.35,5.41,0,3.33
NS9812,0,50,0,0
NS9813,0,50,0,0
NS9814,0,50,0,0
NS9815,0,50,0,0
NS9816,0,10.26,0,4.02
NS9817,0,3.64,0,16.36
NS9818,0.39,4.86,0,9.04
NS9819,0.12,0.41,0,7.17
NS9820,0,0,0,25
NS9821,0.56,0,0,16.1
NS9822,0.15,0,0,33.18
NS9823,0.22,0,0,12.28
NS9824,0.03,0,0,2.92
NS9825,0,0,0,3.23
NS9826,0,0,0,5
NS9827,0,0,0,25
NS9828,0,0,0,50
NS9829,0,0,0,25
NS9830,0.09,0,0,16.58
NS9831,11.96,0,0,2.32
NS9832,12.41,0,0,12.59
NS9833,3.03,0,0,46.97
NS9834,27.84,0,0,5.5
NS9835,9.93,0,0,6.74
NS9836,9.59,0,0,7.07
NS9837,25,0,0,0
NS9838,50,0,0,0
NS9839,100,0,0,0
NS9840,9.53,0,0,10.47
NS9841,1.05,0,0,11.45
NS9842,13.17,0,0,3.5
NS9843,3.13,0,0,21.87
NS9844,0,0,0,100
NS9845,16.41,0,0,8.59
NS9846,100,0,0,0
NS9847,100,0,0,0
NS9848,14.79,0,0,1.88
NS9849,18.23,0,0,6.77
NS9850,0.69,0,0,32.64
NS9851,0,0,0,33.33
NS9852,0,0,0,25
NS9853,0,0,0,14.29
NS9854,0,0,0,25
NS9855,0,0,0,50
NS9856,0,0,0,33.33
NS9857,0,0,0,12.5
NS9858,0.26,0,0,24.74
NS9859,1.16,0,0,7.18
NS9860,0,0,0,50
NS9861,1.48,0,0,23.52
NS9862,2.21,0,0,12.07
NS9863,1.11,0,0,13.18
NS9864,1.17,0,0,13.12
NS9865,1.4,0,0,12.89
NS9866,0.6,0,0,8.49
NS9867,1.82,0,0,2.94
NS9868,1.67,0,0,1.56
NS9869,1.73,0,0,1.61
NS9870,2.3,0,0,1.4
NS9871,3.43,0,0,0.73
NS9872,3.88,0,0,2.01
NS9873,4.74,0,0,0.82
NS9874,7.5,0,0,0.83
NS9875,13.97,0,0,0.31
NS9876,13.16,0,0,1.12
NS9877,7.69,0,0,8.98
NS9878,1.88,0,0,5.26
NS9879,0.01,0,0,4.99
NS9880,0,0,0,20
NS9881,0.46,0,0,6.21
NS9882,0.15,0,0,3.31
NS9883,0.01,0,0,24.99
NS9884,0,0,0,20.06
NS9885,0,0,0,6.18
NS9886,0,0,0,16.67
NS9887,0,0,0,33.33
NS9888,0,0,0,16.67
NS9889,0,0,0,10
NS9890,0.12,0,0,9.88
NS9891,0,0,0,33.33
NS9892,0,0,0,33.33
NS9893,0,0,0,25
NS9894,0,0,0,20
NS9895,0,0,0,50
NS9896,0,0,0,50
NS9897,0,0,0,50
NS9898,0,0,0,20
NS9899,4.9,0,0,5.1
NS9900,0,0,0,100
NS9901,0,0,0,50
NS9902,0,0,0,25
NS9903,0,0,0,20
NS9904,0,0,0,50
NS9905,0,0,0,33.33
NS9906,0,0,0,50
NS9907,0,0,0,100
NS9908,0,0,0,100
NS9909,0,0,0,100
NS9910,0.53,0,0,19.47
NS9911,0.21,0.68,0,24.1
NS9912,0,39.29,0,10.71
NS9913,0,100,0,0
NS9914,0,100,0,0
NS9915,0,100,0,0
NS9916,0,24.14,0,0.86
NS9917,0.26,14,0,0.02
NS9918,0.29,13.99,0,0.01
NS9919,0.23,7.73,0,4.54
NS9920,0,4.92,0,11.74
NS9921,0.53,0.54,0,13.22
NS9922,0.49,0,0,24.51
NS9923,0.38,0,0,24.62
NS9924,0,0,0,9.09
NS9925,0,0,0,4.55
NS9926,0.03,0,0,5.85
NS9927,0,0,0,11.11
NS9928,0,0,0,100
NS9929,0,0,0,33.33
NS9930,0,0,0,25
NS9931,5.81,0,0,14.19
NS9932,13.6,0,0,0.68
NS9933,7.57,0,0,25.76
NS9934,18.23,0,0,6.77
NS9935,50,0,0,0
NS9936,33.05,0,0,0.28
NS9937,25,0,0,0
NS9938,25,0,0,0
NS9939,33.33,0,0,0
NS9940,11.77,0,0,13.23
NS9941,0,0,0,50
NS9942,15.09,0,0,9.91
NS9943,8.7,0,0,16.3
NS9944,0,0,0,50
NS9945,7.2,0,0,9.47
NS9946,18.81,0,0,6.19
NS9947,10.4,0,0,14.6
NS9948,2.18,0,0,12.11
NS9949,15.93,0,0,0.73
NS9950,3.53,0,0,10.75
NS9951,0,0,0,50
NS9952,0,0,0,50
NS9953,0,0,0,16.67
NS9954,1.26,0,0,7.83
NS9955,0,0,0,9.09
NS9956,0,0,0,4.76
NS9957,0,0,0,3.85
NS9958,0.03,0,0,5.52
NS9959,0.25,0,0,3.32
NS9960,3.11,0,0,9.39
NS9961,1.84,0,0,4.41
NS9962,0.07,0,0,12.43
NS9963,0,0,0,25
NS9964,0.16,0,0,14.12
NS9965,0.31,0,0,13.98
NS9966,2.72,0,0,11.57
NS9967,1.83,0,0,23.17
NS9968,5.21,0,0,5.9
NS9969,3.72,0,0,0.13
NS9970,5.61,0,0,0.27
NS9971,3.19,0,0,0.98
NS9972,4.9,0,0,0.36
NS9973,9.79,0,0,0.21
NS9974,14.22,0,0,0.07
NS9975,25,0,0,0
NS9976,33.33,0,0,0
NS9977,48.43,0,0,1.57
NS9978,3.45,0,0,1.31
NS9979,0.71,0,0,4.29
NS9980,0.52,0,0,5.36
NS9981,0.87,0,0,3.89
NS9982,0.42,0,0,4.7
NS9983,0,0,0,33.33
NS9984,0,0,0,17.23
NS9985,0,0,0,12.22
NS9986,0,0,0,14.29
NS9987,0.03,0,0,6.22
NS9988,0.25,0,0,14.04
NS9989,0,0,0,14.29
NS9990,0,0,0,11.11
NS9991,0,0,0,11.11
NS9992,0,0,0,33.33
NS9993,0,0,0,20
NS9994,0,0,0,16.67
NS9995,0,0,0,50
NS9996,0,0,0,50
NS9997,0,0,0,16.67
NS9998,0.31,0,0,9.69
NS9999,3.17,0,0,11.11
NT0000,0,0,0,100
NT0001,0,0,0,100
NT0002,0,0,0,50
NT0003,0,0,0,16.67
NT0004,0,0,0,25
NT0005,0,0,0,25
NT0006,0,0,0,20
NT0007,0,0,0,50
NT0008,0,0,0,100
NT0009,0,0,0,100
NT0010,0.92,0,0,24.08
NT0011,0,0,0,50
NT0012,0,5.56,0,44.44
NT0013,0,44.21,0,5.79
NT0014,0,100,0,0
NT0015,0,100,0,0
NT0016,0.02,30.58,0,2.74
NT0017,1.03,23.97,0,0
NT0018,0.07,33.27,0,0
NT0019,0,100,0,0
NT0020,0.07,24.51,0,0.42
NT0021,0.31,5.52,0,1.87
NT0022,0.24,0.39,0,5.62
NT0023,0,0,0,25
NT0024,0,0,0,33.33
NT0025,0,0,0,12.5
NT0026,0,0,0,8.33
NT0027,0.46,0,0,3.89
NT0028,0,0,0,11.11
NT0029,0,0,0,12.5
NT0030,0,0,0,7.14
NT0031,0.64,0,0,13.64
NT0032,16.42,0,0,16.91
NT0033,29.29,0,0,4.04
NT0034,43.8,0,0,6.2
NT0035,100,0,0,0
NT0036,32.01,0,0,1.32
NT0037,50,0,0,0
NT0038,100,0,0,0
NT0039,50,0,0,0
NT0040,21.92,0,0,3.08
NT0041,6.27,0,0,27.06
NT0042,18.53,0,0,31.47
NT0043,19.42,0,0,13.91
NT0044,0,0,0,100
NT0045,0,0,0,100
NT0046,0.36,0,0,49.64
NT0047,13.1,0,0,20.23
NT0048,11.68,0,0,21.65
NT0049,14.05,0,0,19.29
NT0050,6.25,0,0,13.75
NT0051,14.44,0,0,10.56
NT0052,5.77,0,0,44.23
NT0053,0,0,0,100
NT0054,2.81,0,0,7.19
NT0055,1.05,0,0,13.24
NT0056,0.77,0,0,4.23
NT0057,0.05,0,0,4.95
NT0058,0,0,0,5.26
NT0059,0,0,0,7.69
NT0060,0,0,0,12.5
NT0061,0,0,0,11.11
NT0062,0,0,0,100
NT0063,0,0,0,100
NT0064,0,0,0,33.33
NT0065,0,0,0,12.5
NT0066,0,0,0,7.69
NT0067,0.31,0,0,5.94
NT0068,1.71,0,0,10.79
NT0069,3.62,0,0,1.38
NT0070,4.13,0,0,0.41
NT0071,9.67,0,0,0.33
NT0072,2.87,0,0,1.3
NT0073,2.5,0,0,0.95
NT0074,4.7,0,0,1.55
NT0075,4.14,0,0,0.21
NT0076,9.65,0,0,0.35
NT0077,3.65,0,0,0.69
NT0078,2.05,0,0,0.73
NT0079,1.75,0,0,1.38
NT0080,0.66,0,0,2.37
NT0081,1.05,0,0,1.98
NT0082,0.18,0,0,3.95
NT0083,0,0,0,20
NT0084,0,0,0,5.21
NT0085,0,0,0,6.67
NT0086,0.01,0,0,4.34
NT0087,0.15,0,0,2.98
NT0088,0.59,0,0,6.56
NT0089,0.97,0,0,4.03
NT0090,0,0,0,10
NT0091,0,0,0,4.55
NT0092,0,0,0,5.26
NT0093,0,0,0,12.5
NT0094,0.07,0,0,9.02
NT0095,0,0,0,20
NT0096,0,0,0,33.33
NT0097,1.24,0,0,8.76
NT0098,1.44,0,0,8.56
NT0099,0.5,0,0,19.5
NT0100,0,0,0,50
NT0101,0,0,0,100
NT0102,0,0,0,100
NT0103,0,0,0,50
NT0104,0,0,0,20
NT0105,0,0,0,16.67
NT0106,0,0,0,20
NT0107,0,0,0,50
NT0108,0,0,0,50
NT0109,0.93,0,0,32.41
NT0110,0.33,0,0,33
NT0111,0,0,0,33.33
NT0112,0,0,0,33.33
NT0113,0,14.62,0,35.38
NT0114,0,100,0,0
NT0115,0,100,0,0
NT0116,0.81,22.29,0,1.9
NT0117,0,24.65,0,0.35
NT0118,0,50,0,0
NT0119,0.11,33.22,0,0
NT0120,0.35,24.65,0,0
NT0121,0.66,16,0,0
NT0122,0.25,11.08,0,2.96
NT0123,0,0.04,0,14.24
NT0124,0,0,0,50
NT0125,0.23,0,0,19.77
NT0126,0,0,0,33.33
NT0127,0.25,0,0,6.42
NT0128,0,0,0,6.25
NT0129,0,0,0,12.5
NT0130,0,0,0,9.09
NT0131,0.06,0,0,7.63
NT0132,0.87,0,0,24.13
NT0133,28.09,0,0,5.24
NT0134,47.95,0,0,2.05
NT0135,100,0,0,0
NT0136,31.77,0,0,1.57
NT0137,50,0,0,0
NT0138,50,0,0,0
NT0139,50,0,0,0
NT0140,13.45,0,0,0.84
NT0141,12.35,0,0,1.93
NT0142,19.25,0,0,14.08
NT0143,10.64,0,0,9.36
NT0144,0,0,0,33.33
NT0145,0,0,0,100
NT0146,0,0,0,100
NT0147,5.57,0,0,44.43
NT0148,0.16,0,0,49.84
NT0149,0,0,0,100
NT0150,1.8,0,0,48.2
NT0151,6.87,0,0,13.13
NT0152,2.56,0,0,17.44
NT0153,0,0,0,100
NT0154,0.37,0,0,7.32
NT0155,1.89,0,0,4
NT0156,0.4,0,0,5.85
NT0157,0,0,0,11.11
NT0158,0,0,0,33.33
NT0159,0,0,0,14.29
NT0160,0,0,0,25
NT0161,0,0,0,33.33
NT0162,0,0,0,100
NT0163,0,0,0,100
NT0164,0,0,0,50
NT0165,0,0,0,12.5
NT0166,0,0,0,4.76
NT0167,0,0,0,3.85
NT0168,0,0,0,10
NT0169,0.19,0,0,10.93
