"","tile_name","percent","Depth"
"46943","SY9585",0,"Shallow"
"46944","SY9586",0,"Shallow"
"46945","SY9590",9,"Shallow"
"46946","SY9675",0,"Shallow"
"46947","SY9676",0,"Shallow"
"46948","SY9677",2,"Shallow"
"46949","SY9680",4,"Shallow"
"46950","SY9683",0.5,"Shallow"
"46951","SY9684",0,"Shallow"
"46952","SY9686",0,"Shallow"
"46953","SY9687",0,"Shallow"
"46954","SY9692",14.33,"Shallow"
"46955","SY9775",0,"Shallow"
"46956","SY9776",0,"Shallow"
"46957","SY9777",8,"Shallow"
"46958","SY9784",0,"Shallow"
"46959","SY9795",0,"Shallow"
"46960","SY9796",0,"Shallow"
"46961","SY9876",0,"Shallow"
"46962","SY9877",0,"Shallow"
"46963","SY9883",2,"Shallow"
"46964","SY9884",0,"Shallow"
"46965","SY9885",0,"Shallow"
"46966","SY9888",0,"Shallow"
"46967","SY9889",0,"Shallow"
"46968","SY9894",0,"Shallow"
"46969","SY9976",0,"Shallow"
"46970","SY9977",0,"Shallow"
"46971","SY9979",0,"Shallow"
"46972","SY9984",0,"Shallow"
"46973","SY9985",0,"Shallow"
"46974","SY9986",0,"Shallow"
"46975","SY9990",0,"Shallow"
"46976","SY9993",0,"Shallow"
"46977","SY9997",0,"Shallow"
"46978","SZ0076",0,"Shallow"
"46979","SZ0077",7,"Shallow"
"46980","SZ0081",0,"Shallow"
"46981","SZ0082",0,"Shallow"
"46982","SZ0085",0,"Shallow"
"46983","SZ0086",5,"Shallow"
"46984","SZ0092",0,"Shallow"
"46985","SZ0093",3,"Shallow"
"46986","SZ0096",0,"Shallow"
"46987","SZ0176",0,"Shallow"
"46988","SZ0177",7,"Shallow"
"46989","SZ0178",0,"Shallow"
"46990","SZ0180",0,"Shallow"
"46991","SZ0182",1,"Shallow"
"46992","SZ0185",0,"Shallow"
"46993","SZ0186",0,"Shallow"
"46994","SZ0187",0,"Shallow"
"46995","SZ0188",0,"Shallow"
"46996","SZ0191",0,"Shallow"
"46997","SZ0193",3.5,"Shallow"
"46998","SZ0276",0,"Shallow"
"46999","SZ0277",5,"Shallow"
"47000","SZ0280",0,"Shallow"
"47001","SZ0285",0,"Shallow"
"47002","SZ0288",0,"Shallow"
"47003","SZ0295",0,"Shallow"
"47004","SZ0376",0,"Shallow"
"47005","SZ0377",0,"Shallow"
"47006","SZ0378",0,"Shallow"
"47007","SZ0379",0,"Shallow"
"47008","SZ0380",0,"Shallow"
"47009","SZ0381",0,"Shallow"
"47010","SZ0383",0,"Shallow"
"47011","SZ0384",0,"Shallow"
"47012","SZ0385",0,"Shallow"
"47013","SZ0386",0,"Shallow"
"47014","SZ0387",0,"Shallow"
"47015","SZ0388",0,"Shallow"
"47016","SZ0389",0,"Shallow"
"47017","SZ0394",0,"Shallow"
"47018","SZ0396",1,"Shallow"
"47019","SZ0399",0,"Shallow"
"47020","SZ0481",0,"Shallow"
"47021","SZ0482",0,"Shallow"
"47022","SZ0485",0,"Shallow"
"47023","SZ0487",0,"Shallow"
"47024","SZ0488",0,"Shallow"
"47025","SZ0489",0,"Shallow"
"47026","SZ0499",0,"Shallow"
"47027","SZ0582",0,"Shallow"
"47028","SZ0588",0,"Shallow"
"47029","SZ0689",0,"Shallow"
"47030","SZ0694",0,"Shallow"
"47031","SZ0696",0,"Shallow"
"47032","SZ0790",0,"Shallow"
"47033","SZ0799",0,"Shallow"
"47034","SZ0892",1,"Shallow"
"47035","SZ0991",0,"Shallow"
"47036","SZ0993",0,"Shallow"
"47037","SZ0995",0,"Shallow"
"47038","SZ0996",0,"Shallow"
"47039","SZ0997",0,"Shallow"
"47040","SZ0998",0,"Shallow"
"47041","SZ0999",0,"Shallow"
"47042","SZ1090",0,"Shallow"
"47043","SZ1091",0,"Shallow"
"47044","SZ1092",0,"Shallow"
"47045","SZ1093",0,"Shallow"
"47046","SZ1095",0,"Shallow"
"47047","SZ1096",0,"Shallow"
"47048","SZ1098",0,"Shallow"
"47049","SZ1191",0,"Shallow"
"47050","SZ1193",0,"Shallow"
"47051","SZ1194",0,"Shallow"
"47052","SZ1199",0,"Shallow"
"47053","SZ1291",0,"Shallow"
"47054","SZ1296",0,"Shallow"
"47055","SZ1297",0,"Shallow"
"47056","SZ1298",0,"Shallow"
"47057","SZ1299",0,"Shallow"
"47058","SZ1391",14,"Shallow"
"47059","SZ1393",0,"Shallow"
"47060","SZ1394",0,"Shallow"
"47061","SZ1397",0,"Shallow"
"47062","SZ1491",12.5,"Shallow"
"47063","SZ1493",0,"Shallow"
"47064","SZ1494",0,"Shallow"
"47065","SZ1495",0,"Shallow"
"47066","SZ1498",0,"Shallow"
"47067","SZ1499",1,"Shallow"
"47068","SZ1592",0,"Shallow"
"47069","SZ1593",0,"Shallow"
"47070","SZ1596",0,"Shallow"
"47071","SZ1597",0,"Shallow"
"47072","SZ1598",0,"Shallow"
"47073","SZ1690",0,"Shallow"
"47074","SZ1691",0,"Shallow"
"47075","SZ1692",0,"Shallow"
"47076","SZ1693",0,"Shallow"
"47077","SZ1698",0,"Shallow"
"47078","SZ1790",0,"Shallow"
"47079","SZ1792",0,"Shallow"
"47080","SZ1799",0,"Shallow"
"47081","SZ1890",0,"Shallow"
"47082","SZ1891",0,"Shallow"
"47083","SZ1892",0,"Shallow"
"47084","SZ1893",0,"Shallow"
"47085","SZ1895",0,"Shallow"
"47086","SZ1896",0,"Shallow"
"47087","SZ1992",0,"Shallow"
"47088","SZ1993",0,"Shallow"
"47089","SZ1994",0,"Shallow"
"47090","SZ1995",0,"Shallow"
"47091","SZ2092",0,"Shallow"
"47092","SZ2093",1,"Shallow"
"47093","SZ2094",0,"Shallow"
"47094","SZ2098",2,"Shallow"
"47095","SZ2099",0,"Shallow"
"47096","SZ2193",1,"Shallow"
"47097","SZ2194",0,"Shallow"
"47098","SZ2198",0,"Shallow"
"47099","SZ2199",0,"Shallow"
"47100","SZ2293",3,"Shallow"
"47101","SZ2294",0,"Shallow"
"47102","SZ2295",0,"Shallow"
"47103","SZ2298",0,"Shallow"
"47104","SZ2299",2,"Shallow"
"47105","SZ2392",0,"Shallow"
"47106","SZ2393",0,"Shallow"
"47107","SZ2394",0,"Shallow"
"47108","SZ2395",0,"Shallow"
"47109","SZ2492",0,"Shallow"
"47110","SZ2493",0,"Shallow"
"47111","SZ2494",0,"Shallow"
"47112","SZ2495",0,"Shallow"
"47113","SZ2496",0,"Shallow"
"47114","SZ2499",0,"Shallow"
"47115","SZ2592",0,"Shallow"
"47116","SZ2593",0,"Shallow"
"47117","SZ2594",10,"Shallow"
"47118","SZ2595",46,"Shallow"
"47119","SZ2598",0,"Shallow"
"47120","SZ2599",0,"Shallow"
"47121","SZ2692",0,"Shallow"
"47122","SZ2693",0,"Shallow"
"47123","SZ2694",7,"Shallow"
"47124","SZ2695",1,"Shallow"
"47125","SZ2698",0,"Shallow"
"47126","SZ2791",0,"Shallow"
"47127","SZ2792",0,"Shallow"
"47128","SZ2795",0,"Shallow"
"47129","SZ2798",1,"Shallow"
"47130","SZ2891",0,"Shallow"
"47131","SZ2898",0,"Shallow"
"47132","SZ2899",0,"Shallow"
"47133","SZ2984",0,"Shallow"
"47134","SZ2991",0,"Shallow"
"47135","SZ2992",0,"Shallow"
"47136","SZ2995",0,"Shallow"
"47137","SZ2999",0,"Shallow"
"47138","SZ3084",0,"Shallow"
"47139","SZ3085",0,"Shallow"
"47140","SZ3091",0,"Shallow"
"47141","SZ3094",0,"Shallow"
"47142","SZ3095",0,"Shallow"
"47143","SZ3098",26,"Shallow"
"47144","SZ3099",0,"Shallow"
"47145","SZ3184",0,"Shallow"
"47146","SZ3185",0,"Shallow"
"47147","SZ3186",0,"Shallow"
"47148","SZ3189",0,"Shallow"
"47149","SZ3190",0,"Shallow"
"47150","SZ3191",0,"Shallow"
"47151","SZ3192",0,"Shallow"
"47152","SZ3194",0,"Shallow"
"47153","SZ3195",0,"Shallow"
"47154","SZ3196",17,"Shallow"
"47155","SZ3198",19,"Shallow"
"47156","SZ3199",5,"Shallow"
"47157","SZ3285",0,"Shallow"
"47158","SZ3286",0,"Shallow"
"47159","SZ3287",0,"Shallow"
"47160","SZ3288",0,"Shallow"
"47161","SZ3292",0,"Shallow"
"47162","SZ3293",0,"Shallow"
"47163","SZ3294",0,"Shallow"
"47164","SZ3295",0,"Shallow"
"47165","SZ3296",0,"Shallow"
"47166","SZ3297",0,"Shallow"
"47167","SZ3298",0,"Shallow"
"47168","SZ3299",0,"Shallow"
"47169","SZ3385",0,"Shallow"
"47170","SZ3386",0,"Shallow"
"47171","SZ3387",0,"Shallow"
"47172","SZ3388",0,"Shallow"
"47173","SZ3389",0,"Shallow"
"47174","SZ3394",0,"Shallow"
"47175","SZ3395",0,"Shallow"
"47176","SZ3396",0,"Shallow"
"47177","SZ3398",0,"Shallow"
"47178","SZ3399",0,"Shallow"
"47179","SZ3485",0,"Shallow"
"47180","SZ3486",0,"Shallow"
"47181","SZ3487",0,"Shallow"
"47182","SZ3489",0,"Shallow"
"47183","SZ3495",0,"Shallow"
"47184","SZ3498",0,"Shallow"
"47185","SZ3499",0,"Shallow"
"47186","SZ3585",0,"Shallow"
"47187","SZ3587",0,"Shallow"
"47188","SZ3588",0,"Shallow"
"47189","SZ3589",0,"Shallow"
"47190","SZ3595",0,"Shallow"
"47191","SZ3596",0,"Shallow"
"47192","SZ3598",0,"Shallow"
"47193","SZ3599",0,"Shallow"
"47194","SZ3685",1,"Shallow"
"47195","SZ3686",2,"Shallow"
"47196","SZ3687",19,"Shallow"
"47197","SZ3688",5,"Shallow"
"47198","SZ3689",0,"Shallow"
"47199","SZ3696",0,"Shallow"
"47200","SZ3697",0,"Shallow"
"47201","SZ3698",0,"Shallow"
"47202","SZ3699",0,"Shallow"
"47203","SZ3784",0,"Shallow"
"47204","SZ3785",0,"Shallow"
"47205","SZ3786",32,"Shallow"
"47206","SZ3787",7,"Shallow"
"47207","SZ3788",1,"Shallow"
"47208","SZ3789",0,"Shallow"
"47209","SZ3790",0,"Shallow"
"47210","SZ3795",0,"Shallow"
"47211","SZ3796",0,"Shallow"
"47212","SZ3797",0,"Shallow"
"47213","SZ3883",0,"Shallow"
"47214","SZ3885",1,"Shallow"
"47215","SZ3886",6,"Shallow"
"47216","SZ3888",0,"Shallow"
"47217","SZ3889",0,"Shallow"
"47218","SZ3890",0,"Shallow"
"47219","SZ3897",0,"Shallow"
"47220","SZ3898",0,"Shallow"
"47221","SZ3982",0,"Shallow"
"47222","SZ3983",0,"Shallow"
"47223","SZ3984",0,"Shallow"
"47224","SZ3985",1,"Shallow"
"47225","SZ3986",0,"Shallow"
"47226","SZ3987",0,"Shallow"
"47227","SZ3988",0,"Shallow"
"47228","SZ3989",0,"Shallow"
"47229","SZ3990",0,"Shallow"
"47230","SZ3991",0,"Shallow"
"47231","SZ4083",0,"Shallow"
"47232","SZ4084",0,"Shallow"
"47233","SZ4089",0,"Shallow"
"47234","SZ4090",0,"Shallow"
"47235","SZ4091",0,"Shallow"
"47236","SZ4092",0,"Shallow"
"47237","SZ4098",0,"Shallow"
"47238","SZ4183",0,"Shallow"
"47239","SZ4190",0,"Shallow"
"47240","SZ4191",0,"Shallow"
"47241","SZ4197",0,"Shallow"
"47242","SZ4199",0,"Shallow"
"47243","SZ4281",0,"Shallow"
"47244","SZ4283",1,"Shallow"
"47245","SZ4284",0,"Shallow"
"47246","SZ4285",0,"Shallow"
"47247","SZ4288",0,"Shallow"
"47248","SZ4289",0,"Shallow"
"47249","SZ4290",0,"Shallow"
"47250","SZ4382",0,"Shallow"
"47251","SZ4385",0,"Shallow"
"47252","SZ4387",0,"Shallow"
"47253","SZ4388",0,"Shallow"
"47254","SZ4389",0,"Shallow"
"47255","SZ4390",0,"Shallow"
"47256","SZ4392",0,"Shallow"
"47257","SZ4479",0,"Shallow"
"47258","SZ4480",0,"Shallow"
"47259","SZ4481",0,"Shallow"
"47260","SZ4482",1,"Shallow"
"47261","SZ4483",0,"Shallow"
"47262","SZ4484",0,"Shallow"
"47263","SZ4485",0,"Shallow"
"47264","SZ4486",0,"Shallow"
"47265","SZ4487",4,"Shallow"
"47266","SZ4488",0,"Shallow"
"47267","SZ4489",0,"Shallow"
"47268","SZ4490",0,"Shallow"
"47269","SZ4491",0,"Shallow"
"47270","SZ4492",0,"Shallow"
"47271","SZ4498",0,"Shallow"
"47272","SZ4579",0,"Shallow"
"47273","SZ4580",0,"Shallow"
"47274","SZ4581",0,"Shallow"
"47275","SZ4582",1,"Shallow"
"47276","SZ4583",0,"Shallow"
"47277","SZ4584",0,"Shallow"
"47278","SZ4585",0,"Shallow"
"47279","SZ4586",0,"Shallow"
"47280","SZ4587",11,"Shallow"
"47281","SZ4593",0,"Shallow"
"47282","SZ4598",0,"Shallow"
"47283","SZ4599",0,"Shallow"
"47284","SZ4678",0,"Shallow"
"47285","SZ4679",0,"Shallow"
"47286","SZ4682",0,"Shallow"
"47287","SZ4683",0,"Shallow"
"47288","SZ4687",2,"Shallow"
"47289","SZ4688",6,"Shallow"
"47290","SZ4690",0,"Shallow"
"47291","SZ4691",0,"Shallow"
"47292","SZ4692",0,"Shallow"
"47293","SZ4693",0,"Shallow"
"47294","SZ4694",0,"Shallow"
"47295","SZ4695",0,"Shallow"
"47296","SZ4698",0,"Shallow"
"47297","SZ4777",0,"Shallow"
"47298","SZ4778",0,"Shallow"
"47299","SZ4779",0,"Shallow"
"47300","SZ4781",0,"Shallow"
"47301","SZ4783",0,"Shallow"
"47302","SZ4787",0,"Shallow"
"47303","SZ4789",0,"Shallow"
"47304","SZ4790",0,"Shallow"
"47305","SZ4791",0,"Shallow"
"47306","SZ4793",0,"Shallow"
"47307","SZ4794",0,"Shallow"
"47308","SZ4876",0,"Shallow"
"47309","SZ4877",0,"Shallow"
"47310","SZ4878",0,"Shallow"
"47311","SZ4879",0,"Shallow"
"47312","SZ4880",0,"Shallow"
"47313","SZ4882",0,"Shallow"
"47314","SZ4883",0,"Shallow"
"47315","SZ4884",0,"Shallow"
"47316","SZ4890",0,"Shallow"
"47317","SZ4891",0,"Shallow"
"47318","SZ4892",0,"Shallow"
"47319","SZ4893",0,"Shallow"
"47320","SZ4894",0,"Shallow"
"47321","SZ4895",0,"Shallow"
"47322","SZ4975",0,"Shallow"
"47323","SZ4977",0,"Shallow"
"47324","SZ4978",0,"Shallow"
"47325","SZ4979",0,"Shallow"
"47326","SZ4982",0,"Shallow"
"47327","SZ4983",0,"Shallow"
"47328","SZ4984",0,"Shallow"
"47329","SZ4985",0,"Shallow"
"47330","SZ4986",0,"Shallow"
"47331","SZ4987",0,"Shallow"
"47332","SZ4989",0,"Shallow"
"47333","SZ4990",0,"Shallow"
"47334","SZ4991",0,"Shallow"
"47335","SZ4992",0,"Shallow"
"47336","SZ4993",0,"Shallow"
"47337","SZ4995",0,"Shallow"
"47338","SZ5075",0,"Shallow"
"47339","SZ5076",0,"Shallow"
"47340","SZ5078",0,"Shallow"
"47341","SZ5079",0,"Shallow"
"47342","SZ5080",0,"Shallow"
"47343","SZ5082",0,"Shallow"
"47344","SZ5084",0,"Shallow"
"47345","SZ5086",0,"Shallow"
"47346","SZ5087",0,"Shallow"
"47347","SZ5091",0,"Shallow"
"47348","SZ5092",0,"Shallow"
"47349","SZ5093",0,"Shallow"
"47350","SZ5095",0,"Shallow"
"47351","SZ5096",0,"Shallow"
"47352","SZ5175",0,"Shallow"
"47353","SZ5180",17,"Shallow"
"47354","SZ5185",0,"Shallow"
"47355","SZ5186",0,"Shallow"
"47356","SZ5192",0,"Shallow"
"47357","SZ5193",0,"Shallow"
"47358","SZ5194",0,"Shallow"
"47359","SZ5195",0,"Shallow"
"47360","SZ5275",0,"Shallow"
"47361","SZ5276",0,"Shallow"
"47362","SZ5277",0,"Shallow"
"47363","SZ5278",0,"Shallow"
"47364","SZ5279",0,"Shallow"
"47365","SZ5280",0,"Shallow"
"47366","SZ5281",0,"Shallow"
"47367","SZ5282",0,"Shallow"
"47368","SZ5283",0,"Shallow"
"47369","SZ5285",0,"Shallow"
"47370","SZ5286",0,"Shallow"
"47371","SZ5287",0.5,"Shallow"
"47372","SZ5292",0,"Shallow"
"47373","SZ5293",0,"Shallow"
"47374","SZ5294",0,"Shallow"
"47375","SZ5295",0,"Shallow"
"47376","SZ5376",0,"Shallow"
"47377","SZ5377",0,"Shallow"
"47378","SZ5378",0,"Shallow"
"47379","SZ5379",0,"Shallow"
"47380","SZ5380",0,"Shallow"
"47381","SZ5381",0,"Shallow"
"47382","SZ5382",0,"Shallow"
"47383","SZ5383",0,"Shallow"
"47384","SZ5384",0,"Shallow"
"47385","SZ5385",0,"Shallow"
"47386","SZ5386",0,"Shallow"
"47387","SZ5387",0,"Shallow"
"47388","SZ5391",0,"Shallow"
"47389","SZ5392",0,"Shallow"
"47390","SZ5393",0,"Shallow"
"47391","SZ5394",0,"Shallow"
"47392","SZ5395",0,"Shallow"
"47393","SZ5476",0,"Shallow"
"47394","SZ5477",0,"Shallow"
"47395","SZ5479",0,"Shallow"
"47396","SZ5482",0,"Shallow"
"47397","SZ5487",0,"Shallow"
"47398","SZ5493",0,"Shallow"
"47399","SZ5576",0,"Shallow"
"47400","SZ5577",0,"Shallow"
"47401","SZ5578",0,"Shallow"
"47402","SZ5580",0,"Shallow"
"47403","SZ5582",0,"Shallow"
"47404","SZ5583",0,"Shallow"
"47405","SZ5584",0,"Shallow"
"47406","SZ5586",0,"Shallow"
"47407","SZ5587",0,"Shallow"
"47408","SZ5591",0,"Shallow"
"47409","SZ5593",0,"Shallow"
"47410","SZ5678",0,"Shallow"
"47411","SZ5680",0,"Shallow"
"47412","SZ5681",0,"Shallow"
"47413","SZ5682",0,"Shallow"
"47414","SZ5683",0,"Shallow"
"47415","SZ5684",0,"Shallow"
"47416","SZ5685",0,"Shallow"
"47417","SZ5692",0,"Shallow"
"47418","SZ5693",0,"Shallow"
"47419","SZ5699",0,"Shallow"
"47420","SZ5777",0,"Shallow"
"47421","SZ5778",0,"Shallow"
"47422","SZ5779",0,"Shallow"
"47423","SZ5780",0,"Shallow"
"47424","SZ5781",0,"Shallow"
"47425","SZ5782",0,"Shallow"
"47426","SZ5783",0,"Shallow"
"47427","SZ5784",0,"Shallow"
"47428","SZ5785",0,"Shallow"
"47429","SZ5792",0,"Shallow"
"47430","SZ5799",0,"Shallow"
"47431","SZ5878",0,"Shallow"
"47432","SZ5879",0,"Shallow"
"47433","SZ5880",0,"Shallow"
"47434","SZ5881",0,"Shallow"
"47435","SZ5885",0,"Shallow"
"47436","SZ5891",0,"Shallow"
"47437","SZ5892",0,"Shallow"
"47438","SZ5893",0,"Shallow"
"47439","SZ5898",0,"Shallow"
"47440","SZ5899",0,"Shallow"
"47441","SZ5985",0,"Shallow"
"47442","SZ5991",0,"Shallow"
"47443","SZ5992",0,"Shallow"
"47444","SZ5998",0,"Shallow"
"47445","SZ5999",0,"Shallow"
"47446","SZ6084",0,"Shallow"
"47447","SZ6085",1,"Shallow"
"47448","SZ6086",1,"Shallow"
"47449","SZ6087",7,"Shallow"
"47450","SZ6088",0,"Shallow"
"47451","SZ6089",0,"Shallow"
"47452","SZ6090",0,"Shallow"
"47453","SZ6091",0,"Shallow"
"47454","SZ6092",0,"Shallow"
"47455","SZ6097",0,"Shallow"
"47456","SZ6098",0,"Shallow"
"47457","SZ6099",0,"Shallow"
"47458","SZ6184",0,"Shallow"
"47459","SZ6185",0.25,"Shallow"
"47460","SZ6186",0,"Shallow"
"47461","SZ6187",0,"Shallow"
"47462","SZ6188",0,"Shallow"
"47463","SZ6189",0,"Shallow"
"47464","SZ6190",0,"Shallow"
"47465","SZ6191",0,"Shallow"
"47466","SZ6192",0,"Shallow"
"47467","SZ6198",0,"Shallow"
"47468","SZ6199",0,"Shallow"
"47469","SZ6285",0,"Shallow"
"47470","SZ6287",0,"Shallow"
"47471","SZ6288",0,"Shallow"
"47472","SZ6289",0,"Shallow"
"47473","SZ6290",0,"Shallow"
"47474","SZ6291",0,"Shallow"
"47475","SZ6298",0,"Shallow"
"47476","SZ6299",0,"Shallow"
"47477","SZ6385",0,"Shallow"
"47478","SZ6386",0,"Shallow"
"47479","SZ6387",0,"Shallow"
"47480","SZ6388",0,"Shallow"
"47481","SZ6389",0,"Shallow"
"47482","SZ6390",0,"Shallow"
"47483","SZ6398",0,"Shallow"
"47484","SZ6399",0,"Shallow"
"47485","SZ6486",0,"Shallow"
"47486","SZ6487",0,"Shallow"
"47487","SZ6488",0,"Shallow"
"47488","SZ6498",0,"Shallow"
"47489","SZ6499",0,"Shallow"
"47490","SZ6587",0,"Shallow"
"47491","SZ6588",0,"Shallow"
"47492","SZ6598",0,"Shallow"
"47493","SZ6599",0,"Shallow"
"47494","SZ6698",0,"Shallow"
"47495","SZ6699",0,"Shallow"
"47496","SZ6798",0,"Shallow"
"47497","SZ6799",0,"Shallow"
"47498","SZ6898",0,"Shallow"
"47499","SZ6899",0,"Shallow"
"47500","SZ6998",0,"Shallow"
"47501","SZ6999",0,"Shallow"
"47502","SZ7098",0,"Shallow"
"47503","SZ7099",0,"Shallow"
"47504","SZ7198",0,"Shallow"
"47505","SZ7199",0,"Shallow"
"47506","SZ7398",0,"Shallow"
"47507","SZ7399",0,"Shallow"
"47508","SZ7498",0,"Shallow"
"47509","SZ7598",0,"Shallow"
"47510","SZ7698",0,"Shallow"
"47511","SZ7699",0,"Shallow"
"47512","SZ7798",0,"Shallow"
"47513","SZ8299",0,"Shallow"
"47514","SZ8795",0,"Shallow"
"47515","SZ8796",0,"Shallow"
"47516","SZ8896",0,"Shallow"
"47517","SZ8897",0,"Shallow"
"47518","SZ8997",0,"Shallow"
"47519","SZ9097",0,"Shallow"
"47520","SZ9199",0,"Shallow"
"47521","SZ9499",2,"Shallow"
"47522","SZ9899",0,"Shallow"
"47523","TA0103",0,"Shallow"
"47524","TA0108",0,"Shallow"
"47525","TA0109",0,"Shallow"
"47526","TA0125",0,"Shallow"
"47527","TA0194",0,"Shallow"
"47528","TA0225",0,"Shallow"
"47529","TA0239",0,"Shallow"
"47530","TA0312",0.8,"Shallow"
"47531","TA0339",0,"Shallow"
"47532","TA0344",0,"Shallow"
"47533","TA0389",0,"Shallow"
"47534","TA0390",0,"Shallow"
"47535","TA0402",0,"Shallow"
"47536","TA0403",1,"Shallow"
"47537","TA0426",0,"Shallow"
"47538","TA0433",0,"Shallow"
"47539","TA0435",0,"Shallow"
"47540","TA0439",0,"Shallow"
"47541","TA0444",0,"Shallow"
"47542","TA0487",0,"Shallow"
"47543","TA0501",0,"Shallow"
"47544","TA0531",0,"Shallow"
"47545","TA0539",0,"Shallow"
"47546","TA0723",0,"Shallow"
"47547","TA0730",0,"Shallow"
"47548","TA0748",0,"Shallow"
"47549","TA0824",0,"Shallow"
"47550","TA0830",0,"Shallow"
"47551","TA0831",0,"Shallow"
"47552","TA1028",0,"Shallow"
"47553","TA1077",0,"Shallow"
"47554","TA1131",0,"Shallow"
"47555","TA1180",0,"Shallow"
"47556","TA1213",29.5,"Shallow"
"47557","TA1241",0,"Shallow"
"47558","TA1247",0,"Shallow"
"47559","TA1281",0,"Shallow"
"47560","TA1311",0,"Shallow"
"47561","TA1766",1,"Shallow"
"47562","TA1768",1,"Shallow"
"47563","TA1816",0,"Shallow"
"47564","TA1866",21,"Shallow"
"47565","TA1915",0,"Shallow"
"47566","TA1974",6,"Shallow"
"47567","TA2015",0,"Shallow"
"47568","TA2046",0,"Shallow"
"47569","TA2047",0,"Shallow"
"47570","TA2048",0,"Shallow"
"47571","TA3305",0,"Shallow"
"47572","TF0007",0,"Shallow"
"47573","TF0009",0,"Shallow"
"47574","TF0013",0,"Shallow"
"47575","TF0014",0,"Shallow"
"47576","TF0019",0,"Shallow"
"47577","TF0024",0,"Shallow"
"47578","TF0025",0,"Shallow"
"47579","TF0030",0,"Shallow"
"47580","TF0046",0,"Shallow"
"47581","TF0090",0,"Shallow"
"47582","TF0110",0,"Shallow"
"47583","TF0119",0,"Shallow"
"47584","TF0130",0,"Shallow"
"47585","TF0145",0,"Shallow"
"47586","TF0146",0,"Shallow"
"47587","TF0179",0,"Shallow"
"47588","TF0206",0,"Shallow"
"47589","TF0207",0,"Shallow"
"47590","TF0226",0,"Shallow"
"47591","TF0246",0,"Shallow"
"47592","TF0266",0,"Shallow"
"47593","TF0271",0,"Shallow"
"47594","TF0279",0,"Shallow"
"47595","TF0306",0,"Shallow"
"47596","TF0307",0,"Shallow"
"47597","TF0317",0,"Shallow"
"47598","TF0320",0,"Shallow"
"47599","TF0323",5,"Shallow"
"47600","TF0412",0,"Shallow"
"47601","TF0413",0,"Shallow"
"47602","TF0414",0,"Shallow"
"47603","TF0423",1,"Shallow"
"47604","TF0471",0,"Shallow"
"47605","TF0472",0,"Shallow"
"47606","TF0513",0,"Shallow"
"47607","TF0514",0,"Shallow"
"47608","TF0516",5,"Shallow"
"47609","TF0522",4,"Shallow"
"47610","TF0607",1,"Shallow"
"47611","TF0611",0,"Shallow"
"47612","TF0613",0,"Shallow"
"47613","TF0615",0,"Shallow"
"47614","TF0617",0.33,"Shallow"
"47615","TF0621",2,"Shallow"
"47616","TF0622",0,"Shallow"
"47617","TF0629",0,"Shallow"
"47618","TF0645",0,"Shallow"
"47619","TF0666",0,"Shallow"
"47620","TF0675",0,"Shallow"
"47621","TF0711",0,"Shallow"
"47622","TF0715",0,"Shallow"
"47623","TF0716",0,"Shallow"
"47624","TF0717",2,"Shallow"
"47625","TF0728",0,"Shallow"
"47626","TF0729",0,"Shallow"
"47627","TF0745",0,"Shallow"
"47628","TF0766",0,"Shallow"
"47629","TF0826",0,"Shallow"
"47630","TF0830",4,"Shallow"
"47631","TF0907",39,"Shallow"
"47632","TF0918",0,"Shallow"
"47633","TF0920",0,"Shallow"
"47634","TF0923",0,"Shallow"
"47635","TF0924",0,"Shallow"
"47636","TF0927",0,"Shallow"
"47637","TF0928",0,"Shallow"
"47638","TF0971",0,"Shallow"
"47639","TF0992",0,"Shallow"
"47640","TF1018",0,"Shallow"
"47641","TF1019",0,"Shallow"
"47642","TF1022",0,"Shallow"
"47643","TF1027",0,"Shallow"
"47644","TF1028",0,"Shallow"
"47645","TF1059",0,"Shallow"
"47646","TF1070",0,"Shallow"
"47647","TF1134",0,"Shallow"
"47648","TF1167",0,"Shallow"
"47649","TF1203",0,"Shallow"
"47650","TF1212",0,"Shallow"
"47651","TF1258",0,"Shallow"
"47652","TF1259",0,"Shallow"
"47653","TF1387",0,"Shallow"
"47654","TF1406",83,"Shallow"
"47655","TF1442",0,"Shallow"
"47656","TF1443",0,"Shallow"
"47657","TF1444",0,"Shallow"
"47658","TF1488",0,"Shallow"
"47659","TF1505",0,"Shallow"
"47660","TF1602",0,"Shallow"
"47661","TF1603",0,"Shallow"
"47662","TF1604",0,"Shallow"
"47663","TF1605",0,"Shallow"
"47664","TF1668",0,"Shallow"
"47665","TF1700",0,"Shallow"
"47666","TF1701",0,"Shallow"
"47667","TF1900",0,"Shallow"
"47668","TF2000",0,"Shallow"
"47669","TF2064",0,"Shallow"
"47670","TF2116",0,"Shallow"
"47671","TF2258",0,"Shallow"
"47672","TF2309",0,"Shallow"
"47673","TF2310",0,"Shallow"
"47674","TF2364",0,"Shallow"
"47675","TF2410",0,"Shallow"
"47676","TF2422",0,"Shallow"
"47677","TF2522",0,"Shallow"
"47678","TF2524",0,"Shallow"
"47679","TF2569",0,"Shallow"
"47680","TF2669",0,"Shallow"
"47681","TF2804",0,"Shallow"
"47682","TF2904",0,"Shallow"
"47683","TF3023",0,"Shallow"
"47684","TF3024",0,"Shallow"
"47685","TF3245",0,"Shallow"
"47686","TF3500",0,"Shallow"
"47687","TF3701",0,"Shallow"
