"","tile_name","percent","Depth"
"3257","NU0701",0,"Deep"
"3258","NU0702",0,"Deep"
"3259","NU0712",0,"Deep"
"3260","NU0713",0,"Deep"
"3261","NU0714",0,"Deep"
"3262","NU0715",0,"Deep"
"3263","NU0718",0,"Deep"
"3264","NU0724",1,"Deep"
"3265","NU0812",0,"Deep"
"3266","NU0813",0,"Deep"
"3267","NU0912",0,"Deep"
"3268","NU0935",0,"Deep"
"3269","NU1000",0,"Deep"
"3270","NU1001",0,"Deep"
"3271","NU1100",0,"Deep"
"3272","NU1426",0,"Deep"
"3273","NU1620",0,"Deep"
"3274","NU1800",0,"Deep"
"3275","NU2510",0,"Deep"
"3276","NU2518",0.5,"Deep"
"3277","NX1087",3.19,"Deep"
"3278","NX1390",2.22,"Deep"
"3279","NX1896",4.83,"Deep"
"3280","NX2057",0,"Deep"
"3281","NX4165",0,"Deep"
"3282","NX4972",0,"Deep"
"3283","NX5948",0,"Deep"
"3284","NX5955",0,"Deep"
"3285","NX5956",0,"Deep"
"3286","NX6055",0,"Deep"
"3287","NX6256",0,"Deep"
"3288","NX6961",0,"Deep"
"3289","NX7790",4.22,"Deep"
"3290","NX9156",0,"Deep"
"3291","NX9664",0,"Deep"
"3292","NX9722",0,"Deep"
"3293","NX9822",0,"Deep"
"3294","NX9926",0,"Deep"
"3295","NX9929",0,"Deep"
"3296","NY0027",0,"Deep"
"3297","NY0028",0,"Deep"
"3298","NY0029",0,"Deep"
"3299","NY0030",0,"Deep"
"3300","NY0129",1,"Deep"
"3301","NY0236",0,"Deep"
"3302","NY0314",5,"Deep"
"3303","NY0336",0,"Deep"
"3304","NY0413",0,"Deep"
"3305","NY0414",0,"Deep"
"3306","NY0418",1,"Deep"
"3307","NY0419",0,"Deep"
"3308","NY0420",0,"Deep"
"3309","NY0518",0,"Deep"
"3310","NY0519",0.5,"Deep"
"3311","NY0534",0,"Deep"
"3312","NY0535",0,"Deep"
"3313","NY0536",0,"Deep"
"3314","NY0635",0,"Deep"
"3315","NY0636",1,"Deep"
"3316","NY0639",6.5,"Deep"
"3317","NY0738",0,"Deep"
"3318","NY0829",0,"Deep"
"3319","NY0830",1,"Deep"
"3320","NY0840",1,"Deep"
"3321","NY0841",0,"Deep"
"3322","NY0926",0.5,"Deep"
"3323","NY0940",0,"Deep"
"3324","NY1024",1,"Deep"
"3325","NY1025",0,"Deep"
"3326","NY1125",0,"Deep"
"3327","NY1126",0,"Deep"
"3328","NY1137",0,"Deep"
"3329","NY1138",0,"Deep"
"3330","NY1146",0,"Deep"
"3331","NY1155",0,"Deep"
"3332","NY1222",0,"Deep"
"3333","NY1225",0,"Deep"
"3334","NY1230",0,"Deep"
"3335","NY1238",1,"Deep"
"3336","NY1252",0,"Deep"
"3337","NY1255",0,"Deep"
"3338","NY1256",0,"Deep"
"3339","NY1325",0,"Deep"
"3340","NY1352",0,"Deep"
"3341","NY1356",0,"Deep"
"3342","NY1404",0,"Deep"
"3343","NY1419",0,"Deep"
"3344","NY1420",0,"Deep"
"3345","NY1421",0,"Deep"
"3346","NY1452",0,"Deep"
"3347","NY1456",0,"Deep"
"3348","NY1520",0,"Deep"
"3349","NY1521",0,"Deep"
"3350","NY1550",0,"Deep"
"3351","NY1552",0,"Deep"
"3352","NY1553",0,"Deep"
"3353","NY1652",0,"Deep"
"3354","NY1822",0,"Deep"
"3355","NY2031",0,"Deep"
"3356","NY2213",0,"Deep"
"3357","NY2222",0,"Deep"
"3358","NY2223",0,"Deep"
"3359","NY2260",0,"Deep"
"3360","NY2261",0,"Deep"
"3361","NY2320",0,"Deep"
"3362","NY2321",0,"Deep"
"3363","NY2322",0,"Deep"
"3364","NY2360",0,"Deep"
"3365","NY2361",0,"Deep"
"3366","NY2548",0,"Deep"
"3367","NY2551",0,"Deep"
"3368","NY2622",0,"Deep"
"3369","NY2623",0,"Deep"
"3370","NY2624",0,"Deep"
"3371","NY2625",0,"Deep"
"3372","NY2724",0,"Deep"
"3373","NY2753",1,"Deep"
"3374","NY2754",0,"Deep"
"3375","NY2853",0,"Deep"
"3376","NY2854",0,"Deep"
"3377","NY3046",0,"Deep"
"3378","NY3049",0,"Deep"
"3379","NY3141",0,"Deep"
"3380","NY3147",0,"Deep"
"3381","NY3148",0,"Deep"
"3382","NY3239",2,"Deep"
"3383","NY3247",0,"Deep"
"3384","NY3248",0,"Deep"
"3385","NY3249",0,"Deep"
"3386","NY3343",0,"Deep"
"3387","NY3353",0,"Deep"
"3388","NY3354",0,"Deep"
"3389","NY3453",0,"Deep"
"3390","NY3454",0,"Deep"
"3391","NY3459",0,"Deep"
"3392","NY3558",0,"Deep"
"3393","NY3559",0,"Deep"
"3394","NY3652",0,"Deep"
"3395","NY3657",0,"Deep"
"3396","NY3658",0,"Deep"
"3397","NY3704",0,"Deep"
"3398","NY3752",0,"Deep"
"3399","NY3757",0,"Deep"
"3400","NY3763",0,"Deep"
"3401","NY3764",0,"Deep"
"3402","NY3803",0,"Deep"
"3403","NY3859",0,"Deep"
"3404","NY3860",0,"Deep"
"3405","NY3863",0,"Deep"
"3406","NY3864",0,"Deep"
"3407","NY3917",0,"Deep"
"3408","NY3963",0,"Deep"
"3409","NY3964",0,"Deep"
"3410","NY4002",0,"Deep"
"3411","NY4055",0,"Deep"
"3412","NY4103",0,"Deep"
"3413","NY4320",0,"Deep"
"3414","NY4344",38.5,"Deep"
"3415","NY4345",44,"Deep"
"3416","NY4347",56,"Deep"
"3417","NY4410",0,"Deep"
"3418","NY4453",0,"Deep"
"3419","NY4457",0,"Deep"
"3420","NY4521",0,"Deep"
"3421","NY4557",0,"Deep"
"3422","NY4624",4,"Deep"
"3423","NY4649",0,"Deep"
"3424","NY4712",0,"Deep"
"3425","NY4713",0,"Deep"
"3426","NY4714",0,"Deep"
"3427","NY4724",2,"Deep"
"3428","NY4725",0,"Deep"
"3429","NY4748",0,"Deep"
"3430","NY4749",0,"Deep"
"3431","NY4783",4.8,"Deep"
"3432","NY4784",1.91,"Deep"
"3433","NY4815",0,"Deep"
"3434","NY4882",1.64,"Deep"
"3435","NY4883",2.86,"Deep"
"3436","NY4884",4.33,"Deep"
"3437","NY4886",2.28,"Deep"
"3438","NY4887",3.43,"Deep"
"3439","NY4915",0.5,"Deep"
"3440","NY4916",0,"Deep"
"3441","NY4928",13,"Deep"
"3442","NY4987",3.46,"Deep"
"3443","NY5012",0,"Deep"
"3444","NY5016",0,"Deep"
"3445","NY5040",4,"Deep"
"3446","NY5043",0,"Deep"
"3447","NY5045",0,"Deep"
"3448","NY5124",0,"Deep"
"3449","NY5128",0,"Deep"
"3450","NY5143",0,"Deep"
"3451","NY5144",2,"Deep"
"3452","NY5145",2,"Deep"
"3453","NY5148",0,"Deep"
"3454","NY5149",0,"Deep"
"3455","NY5155",0,"Deep"
"3456","NY5156",0,"Deep"
"3457","NY5165",0,"Deep"
"3458","NY5244",0,"Deep"
"3459","NY5246",16,"Deep"
"3460","NY5255",0,"Deep"
"3461","NY5256",0,"Deep"
"3462","NY5257",2,"Deep"
"3463","NY5261",1,"Deep"
"3464","NY5264",0,"Deep"
"3465","NY5265",0,"Deep"
"3466","NY5327",0,"Deep"
"3467","NY5341",0,"Deep"
"3468","NY5346",0,"Deep"
"3469","NY5347",1,"Deep"
"3470","NY5356",0,"Deep"
"3471","NY5357",0,"Deep"
"3472","NY5422",5.5,"Deep"
"3473","NY5427",0,"Deep"
"3474","NY5428",0,"Deep"
"3475","NY5534",0,"Deep"
"3476","NY5541",0,"Deep"
"3477","NY5542",0,"Deep"
"3478","NY5560",33,"Deep"
"3479","NY5713",0,"Deep"
"3480","NY5720",0,"Deep"
"3481","NY5835",0,"Deep"
"3482","NY5836",0,"Deep"
"3483","NY5841",3,"Deep"
"3484","NY5842",2,"Deep"
"3485","NY5905",0,"Deep"
"3486","NY5921",0,"Deep"
"3487","NY5922",0,"Deep"
"3488","NY5934",1,"Deep"
"3489","NY5936",0,"Deep"
"3490","NY5942",2,"Deep"
"3491","NY6006",0,"Deep"
"3492","NY6024",24.5,"Deep"
"3493","NY6125",11,"Deep"
"3494","NY6208",0,"Deep"
"3495","NY6228",0,"Deep"
"3496","NY6234",0,"Deep"
"3497","NY6330",0,"Deep"
"3498","NY6334",0.33,"Deep"
"3499","NY6389",4.33,"Deep"
"3500","NY6392",2.16,"Deep"
"3501","NY6393",4.14,"Deep"
"3502","NY6407",7,"Deep"
"3503","NY6410",0,"Deep"
"3504","NY6425",0,"Deep"
"3505","NY6428",6,"Deep"
"3506","NY6429",34,"Deep"
"3507","NY6528",31,"Deep"
"3508","NY6587",3.35,"Deep"
"3509","NY6607",0,"Deep"
"3510","NY6609",0,"Deep"
"3511","NY6620",0,"Deep"
"3512","NY6621",0,"Deep"
"3513","NY6686",3.8,"Deep"
"3514","NY6687",7.83,"Deep"
"3515","NY6692",2.57,"Deep"
"3516","NY6721",0,"Deep"
"3517","NY6723",0,"Deep"
"3518","NY6759",2.5,"Deep"
"3519","NY6760",0,"Deep"
"3520","NY6787",7.38,"Deep"
"3521","NY6821",0,"Deep"
"3522","NY6823",0,"Deep"
"3523","NY6825",0,"Deep"
"3524","NY6826",0,"Deep"
"3525","NY6859",0,"Deep"
"3526","NY6860",0,"Deep"
"3527","NY6887",8.27,"Deep"
"3528","NY6924",1,"Deep"
"3529","NY6994",15.98,"Deep"
"3530","NY7064",0,"Deep"
"3531","NY7065",0,"Deep"
"3532","NY7088",5.57,"Deep"
"3533","NY7089",4.93,"Deep"
"3534","NY7147",0,"Deep"
"3535","NY7221",0,"Deep"
"3536","NY7278",7,"Deep"
"3537","NY7385",5.44,"Deep"
"3538","NY7485",2.53,"Deep"
"3539","NY7532",0,"Deep"
"3540","NY7585",2.93,"Deep"
"3541","NY7760",0,"Deep"
"3542","NY7852",2.67,"Deep"
"3543","NY7853",4,"Deep"
"3544","NY7854",0,"Deep"
"3545","NY7860",0,"Deep"
"3546","NY7864",0,"Deep"
"3547","NY7910",0,"Deep"
"3548","NY7953",0,"Deep"
"3549","NY7966",0,"Deep"
"3550","NY8045",0,"Deep"
"3551","NY8129",0,"Deep"
"3552","NY8130",0,"Deep"
"3553","NY8155",0,"Deep"
"3554","NY8156",0,"Deep"
"3555","NY8210",1,"Deep"
"3556","NY8211",1.25,"Deep"
"3557","NY8244",0.33,"Deep"
"3558","NY8255",0,"Deep"
"3559","NY8256",0,"Deep"
"3560","NY8260",0,"Deep"
"3561","NY8261",0,"Deep"
"3562","NY8264",0,"Deep"
"3563","NY8291",0,"Deep"
"3564","NY8311",0.67,"Deep"
"3565","NY8350",0,"Deep"
"3566","NY8351",0,"Deep"
"3567","NY8354",0,"Deep"
"3568","NY8355",0,"Deep"
"3569","NY8356",0,"Deep"
"3570","NY8360",0,"Deep"
"3571","NY8361",0,"Deep"
"3572","NY8362",0,"Deep"
"3573","NY8427",0,"Deep"
"3574","NY8428",5,"Deep"
"3575","NY8429",0,"Deep"
"3576","NY8450",0,"Deep"
"3577","NY8451",0,"Deep"
"3578","NY8454",0,"Deep"
"3579","NY8455",0,"Deep"
"3580","NY8461",0,"Deep"
"3581","NY8464",0,"Deep"
"3582","NY8484",0,"Deep"
"3583","NY8485",0,"Deep"
"3584","NY8563",0,"Deep"
"3585","NY8564",0,"Deep"
"3586","NY8629",0,"Deep"
"3587","NY8644",0,"Deep"
"3588","NY8663",0,"Deep"
"3589","NY8664",0,"Deep"
"3590","NY8767",0,"Deep"
"3591","NY8845",0,"Deep"
"3592","NY8868",0,"Deep"
"3593","NY8900",0,"Deep"
"3594","NY8928",0,"Deep"
"3595","NY8946",0,"Deep"
"3596","NY8963",0,"Deep"
"3597","NY8973",0,"Deep"
"3598","NY9063",0,"Deep"
"3599","NY9073",0,"Deep"
"3600","NY9127",0,"Deep"
"3601","NY9161",0,"Deep"
"3602","NY9162",0,"Deep"
"3603","NY9165",0,"Deep"
"3604","NY9166",0,"Deep"
"3605","NY9173",0,"Deep"
"3606","NY9176",0,"Deep"
"3607","NY9227",0,"Deep"
"3608","NY9272",4,"Deep"
"3609","NY9360",0,"Deep"
"3610","NY9364",1,"Deep"
"3611","NY9459",0,"Deep"
"3612","NY9460",0,"Deep"
"3613","NY9463",0,"Deep"
"3614","NY9464",0,"Deep"
"3615","NY9476",0,"Deep"
"3616","NY9576",0,"Deep"
"3617","NY9611",0,"Deep"
"3618","NY9634",0,"Deep"
"3619","NY9692",0,"Deep"
"3620","NY9734",0,"Deep"
"3621","NY9823",10,"Deep"
"3622","NY9824",0,"Deep"
"3623","NY9834",0,"Deep"
"3624","NY9856",0,"Deep"
"3625","NY9864",0,"Deep"
"3626","NY9922",0,"Deep"
"3627","NY9923",0,"Deep"
"3628","NZ0015",1.5,"Deep"
"3629","NZ0016",0,"Deep"
"3630","NZ0052",0,"Deep"
"3631","NZ0063",0,"Deep"
"3632","NZ0116",0,"Deep"
"3633","NZ0146",0,"Deep"
"3634","NZ0150",0,"Deep"
"3635","NZ0151",0,"Deep"
"3636","NZ0216",0,"Deep"
"3637","NZ0247",0,"Deep"
"3638","NZ0316",0,"Deep"
"3639","NZ0369",0,"Deep"
"3640","NZ0370",0,"Deep"
"3641","NZ0409",1,"Deep"
"3642","NZ0461",0,"Deep"
"3643","NZ0474",0,"Deep"
"3644","NZ0509",0,"Deep"
"3645","NZ0510",0,"Deep"
"3646","NZ0515",0,"Deep"
"3647","NZ0516",0,"Deep"
"3648","NZ0559",0,"Deep"
"3649","NZ0560",17,"Deep"
"3650","NZ0561",16,"Deep"
"3651","NZ0610",0,"Deep"
"3652","NZ0615",0,"Deep"
"3653","NZ0640",0,"Deep"
"3654","NZ0687",0,"Deep"
"3655","NZ0717",0,"Deep"
"3656","NZ0749",0,"Deep"
"3657","NZ0750",0,"Deep"
"3658","NZ0787",0,"Deep"
"3659","NZ0818",0,"Deep"
"3660","NZ0837",0,"Deep"
"3661","NZ0849",0,"Deep"
"3662","NZ0850",0,"Deep"
"3663","NZ0852",0,"Deep"
"3664","NZ0854",0,"Deep"
"3665","NZ0857",0,"Deep"
"3666","NZ0863",7.5,"Deep"
"3667","NZ0871",0,"Deep"
"3668","NZ0872",0,"Deep"
"3669","NZ0886",0,"Deep"
"3670","NZ0887",0,"Deep"
"3671","NZ0918",0,"Deep"
"3672","NZ0944",0,"Deep"
"3673","NZ0946",0,"Deep"
"3674","NZ0948",0,"Deep"
"3675","NZ0949",0,"Deep"
"3676","NZ0950",0,"Deep"
"3677","NZ0952",1,"Deep"
"3678","NZ0953",0,"Deep"
"3679","NZ0954",6,"Deep"
"3680","NZ0955",0.67,"Deep"
"3681","NZ0956",0,"Deep"
"3682","NZ0957",0,"Deep"
"3683","NZ0959",1.5,"Deep"
"3684","NZ0963",2,"Deep"
"3685","NZ0964",0,"Deep"
"3686","NZ0971",0,"Deep"
"3687","NZ0973",0,"Deep"
"3688","NZ1016",0,"Deep"
"3689","NZ1025",0,"Deep"
"3690","NZ1048",0,"Deep"
"3691","NZ1049",0,"Deep"
"3692","NZ1051",0,"Deep"
"3693","NZ1052",0,"Deep"
"3694","NZ1055",0,"Deep"
"3695","NZ1057",8,"Deep"
"3696","NZ1063",23,"Deep"
"3697","NZ1064",0,"Deep"
"3698","NZ1070",0,"Deep"
"3699","NZ1071",0,"Deep"
"3700","NZ1072",0,"Deep"
"3701","NZ1073",0,"Deep"
"3702","NZ1074",0.5,"Deep"
"3703","NZ1100",0,"Deep"
"3704","NZ1117",0,"Deep"
"3705","NZ1148",0,"Deep"
"3706","NZ1149",0,"Deep"
"3707","NZ1157",0,"Deep"
"3708","NZ1162",20,"Deep"
"3709","NZ1171",0,"Deep"
"3710","NZ1172",0,"Deep"
"3711","NZ1173",0,"Deep"
"3712","NZ1174",0,"Deep"
"3713","NZ1175",0,"Deep"
"3714","NZ1218",0,"Deep"
"3715","NZ1220",86,"Deep"
"3716","NZ1237",0,"Deep"
"3717","NZ1248",0,"Deep"
"3718","NZ1256",2,"Deep"
"3719","NZ1264",19.5,"Deep"
"3720","NZ1320",56,"Deep"
"3721","NZ1334",0,"Deep"
"3722","NZ1344",0,"Deep"
"3723","NZ1345",0.5,"Deep"
"3724","NZ1357",0,"Deep"
"3725","NZ1358",0,"Deep"
"3726","NZ1371",0,"Deep"
"3727","NZ1372",0,"Deep"
"3728","NZ1378",0,"Deep"
"3729","NZ1379",0,"Deep"
"3730","NZ1422",47,"Deep"
"3731","NZ1435",0,"Deep"
"3732","NZ1444",0,"Deep"
"3733","NZ1455",0,"Deep"
"3734","NZ1464",8,"Deep"
"3735","NZ1471",0,"Deep"
"3736","NZ1472",0,"Deep"
"3737","NZ1494",0,"Deep"
"3738","NZ1524",80,"Deep"
"3739","NZ1528",0,"Deep"
"3740","NZ1561",0,"Deep"
"3741","NZ1562",0,"Deep"
"3742","NZ1566",0,"Deep"
"3743","NZ1574",0,"Deep"
"3744","NZ1577",0,"Deep"
"3745","NZ1593",0,"Deep"
"3746","NZ1617",3,"Deep"
"3747","NZ1624",95,"Deep"
"3748","NZ1627",0,"Deep"
"3749","NZ1631",18,"Deep"
"3750","NZ1662",0,"Deep"
"3751","NZ1665",0,"Deep"
"3752","NZ1666",0,"Deep"
"3753","NZ1667",0,"Deep"
"3754","NZ1672",0,"Deep"
"3755","NZ1673",0,"Deep"
"3756","NZ1685",0.5,"Deep"
"3757","NZ1700",1,"Deep"
"3758","NZ1701",0,"Deep"
"3759","NZ1702",0,"Deep"
"3760","NZ1726",7,"Deep"
"3761","NZ1753",0,"Deep"
"3762","NZ1758",23,"Deep"
"3763","NZ1759",4.67,"Deep"
"3764","NZ1760",0,"Deep"
"3765","NZ1763",0,"Deep"
"3766","NZ1766",0,"Deep"
"3767","NZ1767",0,"Deep"
"3768","NZ1768",0,"Deep"
"3769","NZ1771",0,"Deep"
"3770","NZ1775",0,"Deep"
"3771","NZ1776",0,"Deep"
"3772","NZ1785",0,"Deep"
"3773","NZ1818",0,"Deep"
"3774","NZ1832",0,"Deep"
"3775","NZ1836",0,"Deep"
"3776","NZ1845",0,"Deep"
"3777","NZ1848",0,"Deep"
"3778","NZ1849",0,"Deep"
"3779","NZ1852",0,"Deep"
"3780","NZ1856",0,"Deep"
"3781","NZ1860",0,"Deep"
"3782","NZ1861",0,"Deep"
"3783","NZ1863",0,"Deep"
"3784","NZ1864",0,"Deep"
"3785","NZ1865",0,"Deep"
"3786","NZ1872",0,"Deep"
"3787","NZ1873",0,"Deep"
"3788","NZ1874",0,"Deep"
"3789","NZ1875",0,"Deep"
"3790","NZ1885",0,"Deep"
"3791","NZ1886",2.5,"Deep"
"3792","NZ1928",0,"Deep"
"3793","NZ1932",0,"Deep"
"3794","NZ1952",0,"Deep"
"3795","NZ1955",0,"Deep"
"3796","NZ1963",0,"Deep"
"3797","NZ1964",0,"Deep"
"3798","NZ1985",0,"Deep"
"3799","NZ1986",0,"Deep"
"3800","NZ1995",0,"Deep"
"3801","NZ2029",0,"Deep"
"3802","NZ2030",0,"Deep"
"3803","NZ2044",0,"Deep"
"3804","NZ2050",0,"Deep"
"3805","NZ2053",0,"Deep"
"3806","NZ2055",0,"Deep"
"3807","NZ2056",0,"Deep"
"3808","NZ2057",0,"Deep"
"3809","NZ2058",0,"Deep"
"3810","NZ2062",0,"Deep"
"3811","NZ2130",0,"Deep"
"3812","NZ2153",0,"Deep"
"3813","NZ2159",0,"Deep"
"3814","NZ2178",0,"Deep"
"3815","NZ2184",0,"Deep"
"3816","NZ2190",0,"Deep"
"3817","NZ2234",0,"Deep"
"3818","NZ2256",0,"Deep"
"3819","NZ2260",0,"Deep"
"3820","NZ2262",0,"Deep"
"3821","NZ2263",0,"Deep"
"3822","NZ2278",0,"Deep"
"3823","NZ2289",0,"Deep"
"3824","NZ2290",0,"Deep"
"3825","NZ2307",0,"Deep"
"3826","NZ2351",0,"Deep"
"3827","NZ2361",0,"Deep"
"3828","NZ2362",0,"Deep"
"3829","NZ2365",0,"Deep"
"3830","NZ2394",0,"Deep"
"3831","NZ2413",1,"Deep"
"3832","NZ2451",0,"Deep"
"3833","NZ2452",0,"Deep"
"3834","NZ2458",0,"Deep"
"3835","NZ2459",0,"Deep"
"3836","NZ2461",0,"Deep"
"3837","NZ2463",0,"Deep"
"3838","NZ2464",0,"Deep"
"3839","NZ2465",0,"Deep"
"3840","NZ2466",0,"Deep"
"3841","NZ2469",0,"Deep"
"3842","NZ2492",0,"Deep"
"3843","NZ2494",0,"Deep"
"3844","NZ2495",0,"Deep"
"3845","NZ2530",0,"Deep"
"3846","NZ2544",1,"Deep"
"3847","NZ2549",9.5,"Deep"
"3848","NZ2550",0,"Deep"
"3849","NZ2551",0.5,"Deep"
"3850","NZ2557",0,"Deep"
"3851","NZ2558",0,"Deep"
"3852","NZ2559",0,"Deep"
"3853","NZ2560",0,"Deep"
"3854","NZ2561",0,"Deep"
"3855","NZ2562",0,"Deep"
"3856","NZ2564",0,"Deep"
"3857","NZ2565",0,"Deep"
"3858","NZ2566",0,"Deep"
"3859","NZ2567",0,"Deep"
"3860","NZ2568",0,"Deep"
"3861","NZ2569",0,"Deep"
"3862","NZ2613",0,"Deep"
"3863","NZ2615",0,"Deep"
"3864","NZ2642",0,"Deep"
"3865","NZ2649",0,"Deep"
"3866","NZ2651",0,"Deep"
"3867","NZ2663",0,"Deep"
"3868","NZ2664",0,"Deep"
"3869","NZ2665",0,"Deep"
"3870","NZ2666",0,"Deep"
"3871","NZ2670",0,"Deep"
"3872","NZ2709",0,"Deep"
"3873","NZ2713",0,"Deep"
"3874","NZ2715",0,"Deep"
"3875","NZ2722",0,"Deep"
"3876","NZ2742",0.5,"Deep"
"3877","NZ2743",0,"Deep"
"3878","NZ2749",0,"Deep"
"3879","NZ2750",0,"Deep"
"3880","NZ2751",0,"Deep"
"3881","NZ2755",0,"Deep"
"3882","NZ2756",0,"Deep"
"3883","NZ2763",0,"Deep"
"3884","NZ2765",0,"Deep"
"3885","NZ2766",0,"Deep"
"3886","NZ2785",0,"Deep"
"3887","NZ2809",0,"Deep"
"3888","NZ2813",0,"Deep"
"3889","NZ2815",0,"Deep"
"3890","NZ2824",0,"Deep"
"3891","NZ2852",0,"Deep"
"3892","NZ2862",0,"Deep"
"3893","NZ2863",0,"Deep"
"3894","NZ2866",0,"Deep"
"3895","NZ2884",0,"Deep"
"3896","NZ2885",0,"Deep"
"3897","NZ2908",0,"Deep"
"3898","NZ2940",0,"Deep"
"3899","NZ2963",0,"Deep"
"3900","NZ2964",0,"Deep"
"3901","NZ2965",0,"Deep"
"3902","NZ2982",0,"Deep"
"3903","NZ3010",0,"Deep"
"3904","NZ3015",0,"Deep"
"3905","NZ3024",0,"Deep"
"3906","NZ3053",0.33,"Deep"
"3907","NZ3063",0,"Deep"
"3908","NZ3064",0,"Deep"
"3909","NZ3065",0,"Deep"
"3910","NZ3066",0,"Deep"
"3911","NZ3067",0,"Deep"
"3912","NZ3071",0,"Deep"
"3913","NZ3114",0,"Deep"
"3914","NZ3115",0,"Deep"
"3915","NZ3143",0,"Deep"
"3916","NZ3152",1,"Deep"
"3917","NZ3153",0.33,"Deep"
"3918","NZ3162",0,"Deep"
"3919","NZ3163",0,"Deep"
"3920","NZ3164",0,"Deep"
"3921","NZ3166",1.5,"Deep"
"3922","NZ3169",0,"Deep"
"3923","NZ3188",0,"Deep"
"3924","NZ3214",0,"Deep"
"3925","NZ3237",0,"Deep"
"3926","NZ3248",0,"Deep"
"3927","NZ3264",0,"Deep"
"3928","NZ3265",0,"Deep"
"3929","NZ3266",11,"Deep"
"3930","NZ3268",0,"Deep"
"3931","NZ3269",0,"Deep"
"3932","NZ3277",0,"Deep"
"3933","NZ3332",0,"Deep"
"3934","NZ3335",0,"Deep"
"3935","NZ3337",0,"Deep"
"3936","NZ3344",0,"Deep"
"3937","NZ3364",0,"Deep"
"3938","NZ3365",0,"Deep"
"3939","NZ3366",0,"Deep"
"3940","NZ3367",0,"Deep"
"3941","NZ3368",0,"Deep"
"3942","NZ3369",0,"Deep"
"3943","NZ3370",0,"Deep"
"3944","NZ3375",0,"Deep"
"3945","NZ3376",0,"Deep"
"3946","NZ3412",0,"Deep"
"3947","NZ3414",0,"Deep"
"3948","NZ3431",0,"Deep"
"3949","NZ3444",0,"Deep"
"3950","NZ3464",0,"Deep"
"3951","NZ3465",0,"Deep"
"3952","NZ3466",0,"Deep"
"3953","NZ3468",0,"Deep"
"3954","NZ3469",0,"Deep"
"3955","NZ3473",0,"Deep"
"3956","NZ3475",0,"Deep"
"3957","NZ3531",0,"Deep"
"3958","NZ3563",0,"Deep"
"3959","NZ3564",0,"Deep"
"3960","NZ3566",0,"Deep"
"3961","NZ3567",0,"Deep"
"3962","NZ3568",0,"Deep"
"3963","NZ3572",0,"Deep"
"3964","NZ3628",0,"Deep"
"3965","NZ3631",0,"Deep"
"3966","NZ3635",0,"Deep"
"3967","NZ3661",0,"Deep"
"3968","NZ3667",0,"Deep"
"3969","NZ3668",0,"Deep"
"3970","NZ3751",0,"Deep"
"3971","NZ3756",0,"Deep"
"3972","NZ3764",0,"Deep"
"3973","NZ3765",0,"Deep"
"3974","NZ3766",0,"Deep"
"3975","NZ3767",0,"Deep"
"3976","NZ3768",0,"Deep"
"3977","NZ3769",0,"Deep"
"3978","NZ3831",0,"Deep"
"3979","NZ3851",0,"Deep"
"3980","NZ3852",0,"Deep"
"3981","NZ3862",0,"Deep"
"3982","NZ3930",0,"Deep"
"3983","NZ3931",0,"Deep"
"3984","NZ3942",0,"Deep"
"3985","NZ3951",0,"Deep"
"3986","NZ3952",0,"Deep"
"3987","NZ3956",0,"Deep"
"3988","NZ4051",19,"Deep"
"3989","NZ4052",0,"Deep"
"3990","NZ4061",0,"Deep"
"3991","NZ4062",0,"Deep"
"3992","NZ4063",0,"Deep"
"3993","NZ4162",0,"Deep"
"3994","NZ4163",0,"Deep"
"3995","NZ4212",0.67,"Deep"
"3996","NZ4220",0,"Deep"
"3997","NZ4248",3.67,"Deep"
"3998","NZ4249",1,"Deep"
"3999","NZ4315",6,"Deep"
"4000","NZ4349",0,"Deep"
"4001","NZ4415",32,"Deep"
"4002","NZ4416",0,"Deep"
"4003","NZ4434",0,"Deep"
"4004","NZ4519",0,"Deep"
"4005","NZ4618",0,"Deep"
"4006","NZ4619",0,"Deep"
"4007","NZ4719",0,"Deep"
"4008","NZ4725",0,"Deep"
"4009","NZ4733",0,"Deep"
"4010","NZ4825",0,"Deep"
"4011","NZ4826",0,"Deep"
"4012","NZ4836",0,"Deep"
"4013","NZ5004",0,"Deep"
"4014","NZ5021",0,"Deep"
"4015","NZ5229",0,"Deep"
"4016","NZ5313",81,"Deep"
"4017","NZ5327",0,"Deep"
"4018","NZ5418",46,"Deep"
"4019","NZ5527",0,"Deep"
"4020","NZ5626",0,"Deep"
"4021","NZ5706",0,"Deep"
"4022","NZ5724",0,"Deep"
"4023","NZ5725",0,"Deep"
"4024","NZ5825",0,"Deep"
"4025","NZ5907",0,"Deep"
"4026","NZ6621",0,"Deep"
"4027","NZ6818",0,"Deep"
"4028","NZ7119",0,"Deep"
"4029","NZ8512",91,"Deep"
"4030","NZ8612",34,"Deep"
"4031","NZ8811",16,"Deep"
"4032","NZ9009",0,"Deep"
"4033","NZ9505",0,"Deep"
"4034","SD2168",0,"Deep"
"4035","SD2169",0,"Deep"
"4036","SD2365",0,"Deep"
"4037","SD2366",0,"Deep"
"4038","SD2705",0,"Deep"
"4039","SD2706",0,"Deep"
"4040","SD2707",0,"Deep"
"4041","SD2708",0,"Deep"
"4042","SD2805",0,"Deep"
"4043","SD2806",0,"Deep"
"4044","SD2807",0,"Deep"
"4045","SD2808",0,"Deep"
"4046","SD2810",0,"Deep"
"4047","SD2888",0,"Deep"
