tile_name,Anthropogentic,Geological,Hydrological,Landforms,Organic,Petrological,Weathering
NG6156,0,0,0.666666667,0,0,0,0
NG6157,0,0,0,0,0,0,0
NG6158,0,0,0.5,0,0,0,0
NG6159,0,0,1,0,0,0,0
NG6204,0,0,0,0,1,0,0
NG6205,0,0,0.2,0,0.6,0,0
NG6206,0,0,0.5,0,1.75,0,0
NG6207,0,0,0.5,0,0,0,0
NG6208,0,0,1,0,0,0,0
NG6212,0,0,3.428571429,0,0,0,0
NG6213,0,0,3.833333333,0,0.333333333,0,0
NG6214,0,0,0.25,0,0,0,0
NG6215,0,0,0.5,0,0,0,0
NG6216,0,0,0.75,0,0,0,0
NG6218,0,0,0.5,0,1,0,0
NG6219,0,0,0,0,0.333333333,0,0
NG6220,0,0,0.5,0,0,0,0
NG6221,0,0,2.75,0,1.5,0,0
NG6222,0,0,5,0,4.8,0,0
NG6223,0,0,0.333333333,0,18.66666667,0,0
NG6224,0,0,0,0,11.5,0,0
NG6225,0,0,3.857142857,0,0,0,0
NG6226,0,0,0.6,0,0,0,0
NG6227,0,0,1.6,0,0,0,0
NG6228,0,0,0,0,0,0,0
NG6230,0,0,0,0,0,0,0
NG6232,0,0,0.333333333,0,0,0,0
NG6257,0,0,0.333333333,0,0.666666667,0,0
NG6258,0,0,0.666666667,0,0.666666667,0,0
NG6259,0,0,0,0,1.666666667,0,0
NG6260,0,0,3,0,0,0,0
NG6261,0,0,0,0,0,0,0
NG6303,0,0,2.714285714,0,0,0,0
NG6305,0,0,0.25,0,0.25,0,0
NG6306,0,0,0.6,0,1.6,0,0
NG6308,0,0,0,0,0.5,0,0
NG6309,0,0,0,0,2.666666667,0,0
NG6311,0,0,0,0,1.5,0,0
NG6312,0,0,1.8,0,1.8,0,0
NG6314,0,0,2.666666667,0,0,0,0
NG6315,0,0,1.001112347,0,0,0,0
NG6316,0,0,0.333333333,0,0,0,0
NG6319,0,0,0.2,0,0,0,0
NG6321,0,0,0,0,0.5,0,0
NG6322,0,0,0.166666667,0,0.5,0,0
NG6323,0,0,3.833333333,0,9.333333333,0,0
NG6324,0,0,0.333333333,0,2.666666667,0,0
NG6325,0,0,1.5,0,0,0,0
NG6326,0,0,1.333333333,0,0,0,0
NG6327,0,0,0.333333333,0,0,0,0
NG6328,0,0,1.5,0,1,0,0
NG6329,0,0,1.333333333,0,0,0,0
NG6330,0,0,0,0,0.666666667,0,0
NG6331,0,0,0,0,0,0,0
NG6361,0,0,2.5,0,0,0,0
NG6405,0,0,1.125,0,0,0,0
NG6406,0,0,0.2,0,0.8,0,0
NG6409,0,0,0,0,1,0,0
NG6410,0,0,0,0,0.5,0,0
NG6411,0,0,0,0,1.5,0,0
NG6412,0,0,0.5,0,0,0,0
NG6414,0,0,3,0,0,0,0
NG6415,0,0,1.223581758,0,0,0,0
NG6416,0,0,3.2,0,0,0,0
NG6417,0,0,0,0,0,0,0
NG6420,0,0,0,0,0.666666667,0,0
NG6421,0,0,0,0,0.333333333,0,0
NG6422,0,0,1.666666667,0,1.333333333,0,0
NG6423,0,0,9.285714286,0,0,0,0
NG6424,0,0,2,0,0,0,0
NG6425,0,0,1,0,0,0,0
NG6505,0,0,0.5,0,0,0,0
NG6506,0,0,3.5,0,0,0,0
NG6507,0,0,0.333333333,0,0,0,0
NG6509,0,0,0,0,1.333333333,0,0
NG6510,0,0,0.857142857,0,1.142857143,0,0
NG6511,0,0,0.25,0,2.375,0,0
NG6512,0,0,0,0,1.4,0,0
NG6513,0,0,0,0,1.5,0,0
NG6514,0,0,0,0,0,0,0
NG6515,0,0,0.8,0,0,0,0
NG6516,0,0,1,0,0,0,0
NG6517,0,0,0.333333333,0,1.333333333,0,0
NG6522,0,0,7.8,0,0.4,0,0
NG6523,0,0,5.833333333,0,0,0,0
NG6606,0,0,0,0,0,0,0
NG6607,0,0,0.5,0,0,0,0
NG6608,0,0,2.5,0,0,0,0
NG6609,0,0,0.666666667,0,0,0,0
NG6610,0,0,0.6,0,2.6,0,0
NG6611,0,0,0,0,1.5,0,0
NG6612,0,0,0,0,0,0,0
NG6613,0,0,0,0,0.5,0,0
NG6614,0,0,0.5,0,0,0,0
NG6615,0,0,0.75,0,0,0,0
NG6616,0,0,1.75,0,0,0,0
NG6618,0,0,0,0,0,0,0
NG6619,0,0,0,0,1.2,0,0
NG6620,0,0,0,0,0,0,0
NG6621,0,0,0.2,0,2.8,0,0
NG6622,0,0,2.75,0,4,0,0
NG6623,0,0,1.714285714,0,5.714285714,0,0
NG6624,0,0,0,0,0,0,0
NG6708,0,0,1.111111111,0,0,0,0
NG6709,0,0,1.5,0,0,0,0
NG6711,0,0,0,0,0.666666667,0,0
NG6712,0,0,0,0,2,0,0
NG6713,0,0,0,0,0,0,0
NG6714,0,0,0,0,0.666666667,0,0
NG6715,0,0,0.428571429,0,2.857142857,0,0
NG6716,0,0,2.2,0,0,0,0
NG6717,0,0,2.125,0,1,0,0
NG6718,0,0,0.4,0,0.8,0,0
NG6719,0,0,0.333333333,0,0,0,0
NG6721,0,0,0,0,0,0,0
NG6722,0,0,0.444444444,0,2,0,0
NG6723,0,0,1.75,0,0.625,0,0
NG6724,0,0,5,0,1,0,0
NG6725,0,0,0,0,0,0,0
NG6726,0,0,3,0,4.2,0,0
NG6727,0,0,0,0,5,0,0
NG6748,0,0,0,0,0,0,0
NG6749,0,0,0,0,0,0,0
NG6808,0,0,1.666666667,0,0,0,0
NG6809,0,0,0,0,0,0,0
NG6810,0,0,0,0,1.666666667,0,0
NG6811,0,0,0.666666667,0,4.666666667,0,0
NG6812,0,0,1.2,0,1.2,0,0
NG6815,0,0,0.25,0,0,0,0
NG6816,0,0,1.333333333,0,4.5,0,0
NG6817,0,0,1.333333333,0,0,0,0
NG6818,0,0,1.2,0,0,0,0
NG6819,0,0,1,0,0,0,0
NG6820,0,0,0.5,0,0,0,0
NG6821,0,0,0,0,0,0,0
NG6822,0,0,0.285714286,0,0.142857143,0,0
NG6823,0,0,1.334445371,0,0.667222686,0,0
NG6824,0,0,7.4,0,0.2,0,0
NG6825,0,0,0,0,0,0,0
NG6826,0,0,1.5,0,0,0,0
NG6846,0,0,3.4,0,0,0,0
NG6847,0,0,4.333333333,0,0,0,0
NG6848,0,0,3.625,0,0.125,0,0.125
NG6849,0,0,3.285714286,0,1.571428571,0,0
NG6850,0,0,12.25,0,2,0,0
NG6851,0,0,8.142857143,0,0.428571429,0,0
NG6852,0,0,6.125,0,0,0,0
NG6853,0,0,8.333333333,0,0,0,0
NG6854,0,0,0.666666667,0,0,0,0
NG6903,0,0,0,0,0,0,0
NG6909,0,0,2,0,0,0,0
NG6910,0,0,2.222222222,0,0,0,0
NG6911,0,0,6.4,0,0,0,0
NG6912,0,0,4,0,0,0,0
NG6913,0,0,0.666666667,0,0.333333333,0,0
NG6915,0,0,2,0,0,0,0
NG6916,0,0,3.25,0,2,0,0
NG6917,0,0,3.803803804,0,0.3003003,0,0
NG6918,0,0,0.25,0,0,0,0
NG6919,0,0,0,0,1,0,0
NG6920,0,0,0.5,0,1,0,0
NG6921,0,0,0.2,0,0.2,0,0
NG6922,0,0,0,0,0.5,0,0
NG6923,0,0,0.818926297,0,0.272975432,0,0
NG6924,0,0,4.822565969,0,1.18289354,0,0
NG6938,0,0,0.5,0,0,0,0
NG6939,0,0,0.333333333,0,0,0,0
NG6945,0,0,0.833333333,0,0,0,0
NG6946,0,0,1.666666667,0,1.666666667,0,0
NG6947,0,0,2.5,0,0,0,0
NG6949,0,0,5.5,0,0,0,0
NG6950,0,0,5,0,0,0,0
NG6951,0,0,9.4,0,1.6,0,0
NG6952,0,0,11.14285714,0,1,0,0
NG6953,0,0,23,0,0,0,0
NG6954,0,0,10,0,2.428571429,0,0
NG6955,0,0,3.714285714,0,5,0,0
NG6956,0,0,6.571428571,0,0.857142857,0,0
NG6957,0,0,7.4,0,0,0,0
NG6958,0,0,1,0,0,0,0
NG7001,0,0,0,0,1.666666667,0,0
NG7002,0,0,0.545950864,0,1.091901729,0,0
NG7003,0,0,1.231716705,0,0,0,0
NG7004,0,0,1.2,0,0,0,0
NG7010,0,0,0.25,0,0,0,0
NG7011,0,0,1.428571429,0,0,0,0
NG7012,0,0,6.25,0,0.375,0,0
NG7013,0,0,2.666666667,0,0,0,0
NG7014,0,0,1.8,0,0,0,0
NG7015,0,0,5.833333333,0,0,0,0
NG7016,0,0,1.857142857,0,0,0,0
NG7017,0,0,1.6,0,0,0,0
NG7018,0,0,1.666666667,0,0,0,0
NG7019,0,0,0.333333333,0,0.333333333,0,0
NG7020,0,0,0,0,0.75,0,0
NG7021,0,0,1,0,0,0,0
NG7023,0,0,0.833333333,0,0.166666667,0,0
NG7024,0,0,7.4,0,0,0,0
NG7025,0,0,1.285714286,0,0,0,0
NG7036,0,0,0.5,0,0,0,0
NG7037,0,0,1.25,0,1,0,0
NG7038,0,0,0.2,0,0.4,0,0
NG7039,0,0,0.833333333,0,1,0,0.333333333
NG7040,0,0,2.25,0,1.5,0,0
NG7041,0,0,2.5,0,0,0,0
NG7042,0,0,6.75,0,0,0,0
NG7043,0,0,2.333333333,0,0,0,0
NG7044,0,0,5,0,0,0,0
NG7045,0,0,7.285714286,0,0,0,0
NG7046,0,0,0,0,0,0,0
NG7047,0,0,0,0,1,0,0
NG7049,0,0,1,0,0,0,0
NG7050,0,0,3.666666667,0,0.833333333,0,0
NG7051,0,0,7.666666667,0,3.333333333,0,0
NG7052,0,0,9.6,0,7,0,0
NG7053,0,0,6.75,0,18.25,0,0
NG7054,0,0,2,0,18,0,0
NG7055,0,0,14.16666667,0,2.333333333,0,0
NG7056,0,0,19.2,0,0,0,0
NG7057,0,0,6.270847231,0,0,0,0
NG7058,0,0,5.8,0,0.4,0,0
NG7101,0,0,2.4,0,1.1,0,0
NG7102,0,0,1,0,0.666666667,0,0
NG7104,0,0,1,0,0,0,0
NG7105,0,0,0.834028357,0,0,0,0
NG7112,0,0,1.4,0,0.4,0,0
NG7113,0,0,0.5,0,0,0,0
NG7114,0,0,0.6,0,0,0,0
NG7115,0,0,0.333333333,0,0,0,0
NG7117,0,0,0,0,1.5,0,0
NG7118,0,0,0,0,0,0,0
NG7119,0,0,0.6,0,0,0,0
NG7120,0,0,2.8,0,2.4,0,0
NG7121,0,0,5.25,0,1.75,0,0
NG7122,0,0,2,0,0,0,0
NG7123,0,0,0,0,2.5,0,0
NG7124,0,0,1.5,0,0.5,0,0
NG7125,0,0,7.285714286,0,0,0,0
NG7126,0,0,0,0,0,0,0
NG7135,0,0,0.2,0,0.2,0,0
NG7136,0,0,0.333333333,0,1,0,0
NG7137,0,0,1.25,0,0,0,0
NG7138,0,0,3,0,0,0,0
NG7139,0,0,0.5,0,1,0,0
NG7140,0,0,5,0,0.2,0,0
NG7141,0,0,5,0,0,0,0
NG7142,0,0,8,0,0,0,0
NG7143,0,0,3,0,0,0,0
NG7144,0,0,13.6,0,0,0,0
NG7145,0,0,9.4,0,0,0,0
NG7146,0,0,11.8,0,0,0,0
NG7147,0,0,3,0,0,0,0
NG7150,0,0,3,0,0,0,0
NG7151,0,0,4.333333333,0,0,0,0
NG7152,0,0,1.375,0,9.125,0,0
NG7153,0,0,10.75,0,12.75,0,0
NG7154,0,0,20.5,0,2.25,0,0
NG7155,0,0,23.5,0,0,0,0
NG7156,0,0,16,0,0,0,0
NG7157,0,0,13.28571429,0,0,0,0
NG7158,0,0,8.333333333,0,0,0,0
NG7200,0,0,1.364877161,0,0.636942675,0,0
NG7201,0,0,1.27388535,0,0.545950864,0,0
NG7202,0,0,1.2,0,0.8,0,0
NG7204,0,0,3,0,0,0,0
NG7205,0,0,3.6,0,0,0,0
NG7206,0,0,2.75,0,0,0,0
NG7215,0,0,1.571428571,0,0,0,0
NG7216,0,0,7,0,0,0,0
NG7217,0,0,2,0,0,0,0
NG7218,0,0,0.25,0,0,0,0
NG7219,0,0,0.333333333,0,0.333333333,0,0
NG7220,0,0,13,0,0,0,0
NG7221,0,0,10.42857143,0,0.142857143,0,0
NG7222,0,0,20.33333333,0,0,0,0
NG7223,0,0,2.5,0,0,0,0
NG7224,0,0,5,0,3.2,0,0
NG7225,0,0,15.8,0,0,0,0
NG7226,0,0,4.833333333,0,0,0,0
NG7235,0,0,1,0,0,0,0
NG7239,0,0,0.5,0,0,0,0
NG7240,0,0,1.5,0,0,0,0
NG7241,0,0,0.666666667,0,0,0,0
NG7242,0,0,0.5,0,0.5,0,0
NG7243,0,0,1,0,0,0,0
NG7244,0,0,0.666666667,0,0,0,0
NG7245,0,0,21.5,0,0,0,0
NG7246,0,0,22.5,0,0,0,0
NG7247,0,0,14.75,0,0,0,0
NG7248,0,0,4.666666667,0,0,0,0
NG7249,0,0,4,0,0,0,0
NG7250,0,0,15,0,0,0,0
NG7251,0,0,16,0,5.75,0,0
NG7252,0,0,3.75,0,7.5,0,0
NG7253,0,0,4.666666667,0,0,0,0
NG7254,0,0,7.166666667,0,0,0,0
NG7255,0,0,21.75,0,0,0,0
NG7256,0,0,14.8,0,0,0,0
NG7257,0,0,19,0,0,0,0
NG7258,0,0,4.6,0,0,0,0
NG7259,0,0,2.5,0,0,0,0
NG7260,0,0,0.6,0,0.2,0,0
NG7261,0,0,0.5,0,0,0,0
NG7267,0,0,2.625,0,0,0,0
NG7268,0,0,4.285714286,0,0,0,2.142857143
NG7269,0,0,3.4,0,0,0,0.2
NG7270,0,0,1,0,0,0,0
NG7277,0,0,0.5,0,0,0,0
NG7278,0,0,0.5,0,0,0,0
NG7300,0,0,0.875,0,1.75,0,0
NG7301,0,0,3,0,1.625,0,0
NG7302,0,0,0.5,0,0,0,0
NG7304,0,0,1,0,0,0,0
NG7305,0,0,0,0,0,0,0
NG7306,0,0,9.2,0,0,0,0
NG7307,0,0,1.5,0,0,0,0
NG7315,0,0,2.571428571,0,0,0,0
NG7316,0,0,11,0,0,0,0
NG7317,0,0,11.25,0,0,0,0
NG7318,0,0,7.333333333,0,0,0,0
NG7319,0,0,15.66666667,0,0,0,0
NG7320,0,0,14.16666667,0,0.166666667,0,0
NG7321,0,0,10.14285714,0,0,0,0
NG7322,0,0,3,0,0,0,0
NG7323,0,0,36.5,0,0,0,0
NG7324,0,0,8.6,0,0,0,0
NG7325,0,0,8.555555556,0,0.111111111,0,0
NG7326,0,0,8.8,0,0,0,0
NG7337,0,0,0.5,0,0,0,0
NG7339,0,0,1.6,0,0,0,0
NG7341,0,0,1.4,0,0,0,0
NG7342,0,0,0.6,0,0,0,0
NG7343,0,0,0.666666667,0,0,0,0
NG7344,0,0,6.5,0,0,0,0
NG7345,0,0,47.5,0,0,0,0
NG7346,0,0,30,0,0,0,0
NG7347,0,0,17.8,0,1.6,0,0
NG7348,0,0,9.75,0,0.5,0,0
NG7349,0,0,11.66666667,0,0,0,0
NG7350,0,0,12.66666667,0,0,0,0
NG7351,0,0,1,0,0,0,0
NG7352,0,0,2,0,0,0,0
NG7353,0,0,1,0,0,0,0
NG7354,0,0,9.8,0,0,0,0
NG7355,0,0,9,0,0.875,0,0
NG7356,0,0,12.14285714,0,0.571428571,0,0
NG7357,0,0,11.66666667,0,0.5,0,0
NG7358,0,0,15.5,0,1.5,0,0
NG7359,0,0,8,0,0,0,0
NG7360,0,0,0,0,0,0,0
NG7367,0,0,6.111111111,0,0,0,2.333333333
NG7368,0,0,8.142857143,0,0,0,1
NG7369,0,0,20.5,0,0,0,0
NG7370,0,0,19,0,0,0,0
NG7371,0,0,4.6,0,0,0,0
NG7377,0,0,3.666666667,0,0,0,0
NG7378,0,0,0.333333333,0,0,0,0
NG7379,0,0,9.5,0,0,0,0
NG7380,0,0,1.75,0,0,0,0
NG7381,0,0,4.333333333,0,0,0,0
NG7382,0,0,6.5,0,0,0,0
NG7383,0,0,0.5,0,0,0,0
NG7384,0,0,0,0,0,0,0
NG7385,0,0,2,0,0,0,0
NG7386,0,0,3.333333333,0,0,0,0
NG7387,0,0,5.333333333,0,0,0,0
NG7388,0,0,2.666666667,0,0,0,0
NG7389,0,0,1,0,0,0,0
NG7390,0,0,0.4,0,0,0,0
NG7391,0,0,0.333333333,0,0,0,0
NG7400,0,0,3.571428571,0,0.428571429,0,0
NG7401,0,0,3.571428571,0,0.571428571,0,0
NG7404,0,0,0.666666667,0,0,0,0
NG7405,0,0,1,0,0,0,0
NG7406,0,0,11,0,0,0,0
NG7407,0,0,10.5,0,0,0,0
NG7408,0,0,3.6,0,0,0,0
NG7409,0,0,0.5,0,0,0,0
NG7415,0,0,0.333333333,0,0,0,0
NG7416,0,0,19,0,0,0,0
NG7417,0,0,7.5,0,0,0,0
NG7418,0,0,22,0,0,0,0
NG7419,0,0,32.5,0,0,0,0
NG7420,0,0,15.25,0,0,0,0
NG7421,0,0,7.2,0,0,0,0
NG7422,0,0,0,0,0,0,0
NG7423,0,0,29,0,0,0,0
NG7424,0,0,10.5,0,0,0,0
NG7425,0,0,2.181818182,0,0.545454545,0,0
NG7426,0,0,8,0,0,0,0
NG7437,0,0,0.428571429,0,0,0,0
NG7438,0,0,1.333333333,0,0,0,0
NG7439,0,0,2,0,0,0,0
NG7440,0,0,2.333333333,0,0,0,0
NG7441,0,0,1.1,0,0,0,0
NG7442,0,0,1.888888889,0,0,0,0
NG7443,0,0,0.666666667,0,0,0,0
NG7444,0,0,33.5,0,0,0,0
NG7445,0,0,50,0,0,0,0
NG7446,0,0,43.5,0,0,0,0
NG7447,0,0,33.33333333,0,0,0,0
NG7448,0,0,18.6,0,0.6,0,0
NG7449,0,0,10.75,0,0.25,0,0
NG7450,0,0,4.833333333,0,0.5,0,0
NG7451,0,0,5.666666667,0,0.333333333,0,0
NG7452,0,0,11,0,1.25,0,0
NG7453,0,0,17,0,0,0,0
NG7454,0,0,10.5,0,0,0,0
NG7455,0,0,12.5,0,0,0,0
NG7456,0,0,9.666666667,0,0,0,0
NG7457,0,0,7,0,0.2,0,0
NG7458,0,0,5.428571429,0,0.857142857,0,0
NG7459,0,0,0.666666667,0,0,0,0
NG7466,0,0,2.666666667,0,0,0,0
NG7467,0,0,4.222222222,0,0.222222222,0,0
NG7468,0,0,16.5,0,0,0,0
NG7469,0,0,100,0,0,0,0
NG7470,0,0,32,0,0,0,0
NG7471,0,0,10.5,0,0,0,0
NG7472,0,0,5.1,0,0,0,1.6
NG7473,0,0,5.833333333,0,0,0,0
NG7477,0,0,1,0,0,0,0
NG7478,0,0,1,0,0,0,0
NG7479,0,0,16.75,0,0,0,0
NG7480,0,0,6.666666667,0,0,0,0
NG7481,0,0,19.25,0,0,0,0
NG7482,0,0,17,0,0,0,0
NG7483,0,0,14.4,0,0,0,0
NG7484,0,0,15.4,0,0,0,0.2
NG7485,0,0,12.42857143,0,0,0,0
NG7486,0,0,19,0,0,0,0
NG7487,0,0,47,0,0,0,0
NG7488,0,0,48.5,0,0,0,0
NG7489,0,0,30,0,0,0,0
NG7490,0,0,18.75,0,0,0,0
NG7491,0,0,13.75,0,0,0,0
NG7500,0,0,6.8,0,0,0,0
NG7501,0,0,2.333333333,0,0,0,0
NG7502,0,0,0,0,0,0,0
NG7503,0,0,7.5,0,0,0,0
NG7504,0,0,9.5,0,0,0,0
NG7505,0,0,4.6,0,0,0,0
NG7506,0,0,4.5,0,0,0,0
NG7507,0,0,1,0,0,0,0
NG7508,0,0,3,0,0,0,0
NG7509,0,0,3,0,0,0,0
NG7517,0,0,0.5,0,0,0,0
NG7519,0,0,1,0,0,0,0
NG7520,0,0,7,0,0,0,0
NG7521,0,0,1,0,0,0,0
NG7522,0,0,9.666666667,0,0,0,0
NG7523,0,0,38,0,0,0,0
NG7524,0,0,19,0,0,0,0
NG7525,0,0,1.8,0,0,0,0
NG7526,0,0,3,0,0,0,0
NG7527,0,0,2.8,0,0,0,0
NG7528,0,0,1,0,0,0,0
NG7529,0,0,3,0,0,0,0
NG7530,0,0,1,0,0,0,0
NG7538,0,0,1,0,0,0,0
NG7539,0,0,2.333333333,0,0,0,0
NG7540,0,0,1.333333333,0,0,0,0
NG7541,0,0,1,0,0,0,0
NG7542,0,0,3.666666667,0,0,0,0
NG7543,0,0,5,0,0,0,0
NG7544,0,0,16.66666667,0,0,0,0
NG7545,0,0,27,0,0,0,0
NG7546,0,0,49.5,0,0,0,0
NG7547,0,0,100,0,0,0,0
NG7548,0,0,100,0,0,0,0
NG7549,0,0,19.25,0,0.25,0,0
NG7550,0,0,2.333333333,0,2.666666667,0,0
NG7551,0,0,1.545454545,0,4.363636364,0,0
NG7552,0,0,6.6,0,1.2,0,0
NG7553,0,0,7.4,0,0,0,0
NG7554,0,0,3,0,0,0,0
NG7555,0,0,10.75,0,1.25,0,0
NG7556,0,0,8,0,0.571428571,0,0
NG7557,0,0,8.333333333,0,0,0,0
NG7565,0,0,7.666666667,0,0,0,0
NG7566,0,0,11.6,0,1.6,0,0
NG7567,0,0,12,0,3,0,0
NG7568,0,0,48,0,0,0,0
NG7569,0,0,100,0,0,0,0
NG7570,0,0,24.5,0,0,0,0
NG7571,0,0,13.6,0,1.4,0,0
NG7572,0,0,8.777777778,0,1.555555556,0,0
NG7573,0,0,6.171809842,0,0.667222686,0,0.166805671
NG7574,0,0,2.833333333,0,0,0,0
NG7577,0,0,1.333333333,0,0,0,0
NG7578,0,0,4.666666667,0,0,0,3.111111111
NG7579,0,0,18.4,0,0,0,0
NG7580,0,0,17,0,0,0,0
NG7581,0,0,8,0,0.333333333,0,0
NG7582,0,0,36.5,0,0,0,0
NG7583,0,0,25.33333333,0,0,0,0
NG7584,0,0,49,0,0,0,0
NG7585,0,0,47,0,0,0,0
NG7586,0,0,45,0,0,0,0
NG7587,0,0,100,0,0,0,0
NG7588,0,0,48,0,0,0,0
NG7589,0,0,47.5,0,0,0,0
NG7590,0,0,39.5,0,0,0,0
NG7591,0,0,11.4,0,0,0,0.2
NG7600,0,0,19,0,0,0,0
NG7601,0,0,19.75,0,2.5,0,0
NG7602,0,0,14.4,0,0.2,0,0
NG7603,0,0,16.75,0,0,0,0
NG7604,0,0,7.5,0,0,0,0
NG7605,0,0,5.8,0,0,0,0
NG7606,0,0,1.5,0,0,0,0
NG7607,0,0,0,0,0,0,0
NG7608,0,0,0.333333333,0,0,0,0
NG7609,0,0,1.75,0,0,0,0
NG7613,0,0,0.5,0,0,0,0
NG7614,0,0,0.857142857,0,0,0,0
NG7615,0,0,0,0,0,0,0
NG7617,0,0,1.333333333,0,0,0,0
NG7618,0,0,0.5,0,0,0,0
NG7619,0,0,2.8,0,0,0,0
NG7620,0,0,7.875,0,0,0,0
NG7621,0,0,16.66666667,0,0,0,0
NG7622,0,0,5.5,0,0,0,0
NG7623,0,0,18.33333333,0,0,0,0
NG7624,0,0,3.8,0,0,0,0
NG7625,0,0,1.125,0,0,0,0
NG7626,0,0,0.666666667,0,0,0,0
NG7627,0,0,0.833333333,0,0,0,0
NG7628,0,0,0,0,0.333333333,0,0
NG7629,0,0,2.444444444,0,0,0,0
NG7630,0,0,3.833333333,0,1.333333333,0,0
NG7631,0,0,2.75,0,0,0,0
NG7638,0,0,1.25,0,0,0,0
NG7639,0,0,4,0,0,0,0
NG7640,0,0,2.666666667,0,0,0,0
NG7641,0,0,4,0,0,0,0
NG7642,0,0,3.5,0,0,0,0
NG7643,0,0,6.5,0,0,0,0
NG7644,0,0,5.333333333,0,0,0,0
NG7645,0,0,24.5,0,0,0,0
NG7646,0,0,33.5,0,0,0,0
NG7647,0,0,100,0,0,0,0
NG7648,0,0,50,0,0,0,0
NG7649,0,0,100,0,0,0,0
NG7650,0,0,38,0,0,0,0
NG7651,0,0,9,0,0,0,0
NG7652,0,0,2.5,0,0,0,0
NG7653,0,0,8,0,0,0,0
NG7654,0,0,16.33333333,0,0,0,0
NG7655,0,0,9.4,0,0.8,0,0
NG7656,0,0,4.25,0,0,0,0
NG7662,0,0,2.5,0,0,0,0
NG7663,0,0,0.888888889,0,0,0,0
NG7664,0,0,9,0,0,0,0
NG7665,0,0,21.33333333,0,0,0,0
NG7666,0,0,6,0,1.25,0,0
NG7667,0,0,29.5,0,0,0,0
NG7668,0,0,100,0,0,0,0
NG7669,0,0,48.5,0,0,0,0
NG7670,0,0,24,0,0,0,0
NG7671,0,0,15.33333333,0,0,0,0
NG7672,0,0,11.42857143,0,1,0,0
NG7673,0,0,5.818181818,0,1.545454545,0,0
NG7674,0,0,7.5,0,1,0,0
NG7677,0,0,3,0,0,0,0
NG7678,0,0,2,0,0,0,0.4
NG7679,0,0,9.857142857,0,0,0,0
NG7680,0,0,10.8,0,0,0,0
NG7681,0,0,13.4,0,0,0,0
NG7682,0,0,29.66666667,0,0,0,0
NG7683,0,0,28,0,0,0,0
NG7684,0,0,33,0,0,0,0
NG7685,0,0,32.33333333,0,0,0,0
NG7686,0,0,49.5,0,0,0,0
NG7687,0,0,100,0,0,0,0
NG7688,0,0,100,0,0,0,0
NG7689,0,0,46.5,0,0,0,0
NG7690,0,0,40.5,0,0,0,0
NG7691,0,0,8.8,0,0,0,0
NG7692,0,0,1.666666667,0,2.222222222,0,0
NG7700,0,0,7.666666667,0,0,0,0
NG7701,0,0,6.75,0,0.5,0,0
NG7702,0,0,18,0,0,0,0
NG7703,0,0,19.2,0,0,0,0
NG7704,0,0,7.5,0,0,0,0
NG7705,0,0,3,0,0,0,0
NG7706,0,0,5.4,0,0.4,0,0
NG7707,0,0,3.333333333,0,0,0,0
NG7708,0,0,7.285714286,0,0,0,0
NG7709,0,0,3.333333333,0,0,0,0
NG7712,0,0,0.8,0,0,0,0
NG7713,0,0,1.666666667,0,0,0,0
NG7714,0,0,1.1676397,0,0.250208507,0,0.083402836
NG7715,0,0,1.142857143,0,0,0,0
NG7716,0,0,0.2,0,0,0,0
NG7717,0,0,0,0,0,0,0
NG7718,0,0,0.333333333,0,0,0,0
NG7719,0,0,1,0,0,0,0
NG7720,0,0,9.111111111,0,0,0,0
NG7721,0,0,30,0,0,0,0
NG7722,0,0,10,0,0,0,0
NG7723,0,0,0.5,0,0,0,0
NG7725,0,0,1.666666667,0,0,0,0
NG7727,0,0,2,0,0,0,0
NG7728,0,0,0.333333333,0,0.666666667,0,0
NG7729,0,0,3.666666667,0,0,0,0
NG7730,0,0,4,0,1.285714286,0,0
NG7731,0,0,8.875,0,0,0,0
NG7732,0,0,2.333333333,0,0,0,0
NG7738,0,0,0,0,0,0,0
NG7739,0,0,17.33333333,0,0,0,0
NG7740,0,0,5.5,0,0,0,0
NG7741,0,0,7.5,0,0,0,0
NG7742,0,0,0.75,0,0,0,0
NG7743,0,0,1.666666667,0,0,0,0
NG7744,0,0,9.5,0,0,0,0
NG7746,0,0,20.33333333,0,0,0,0
NG7747,0,0,49.5,0,0,0,0
NG7748,0,0,25.5,0,0,0,0
NG7749,0,0,38.5,0,0,0,0
NG7750,0,0,48,0,0,0,0
NG7751,0,0,49.5,0,0,0,0
NG7752,0,0,21,0,0,0,0
NG7753,0,0,21.66666667,0,0,0,0
NG7754,0,0,6,0,0,0,0
NG7755,0,0,1.25,0,0,0,0
NG7756,0,0,1,0,0,0,0
NG7757,0,0,0,0,0,0,0
NG7761,0,0,1,0,0,0,0
NG7762,0,0,0.333333333,0,1,0,0
NG7763,0,0,5.857142857,0,0,0,0
NG7764,0,0,27.66666667,0,0,0,0
NG7765,0,0,6.666666667,0,0,0,0
NG7766,0,0,4,0,0,0,0
NG7767,0,0,49,0,0,0,0
NG7768,0,0,100,0,0,0,0
NG7769,0,0,100,0,0,0,0
NG7770,0,0,48.5,0,1,0,0
NG7771,0,0,12.2,0,1.8,0,0
NG7772,0,0,11.75,0,0,0,0
NG7773,0,0,2.5,0,0.4,0,0
NG7774,0,0,0.333333333,0,0,0,0
NG7777,0,0,10,0,0,0,0
NG7778,0,0,42.5,0,0,0,0
