"","tile_name","Canal","River_length"
"65295","SD8657",0,53
"65296","SD8659",0,1262
"65297","SD8660",0,1181
"65298","SD8661",0,625
"65299","SD8673",0,1804
"65300","SD8674",0,801
"65301","SD8676",0,1473
"65302","SD8677",0,1591
"65303","SD8680",0,1047
"65304","SD8681",0,1408
"65305","SD8682",0,260
"65306","SD8684",0,546
"65307","SD8686",0,16
"65308","SD8687",0,1128
"65309","SD8688",0,1339
"65310","SD8689",0,802
"65311","SD8690",0,2152
"65312","SD8691",0,1495
"65313","SD8692",0,2572
"65314","SD8693",0,1093
"65315","SD8694",0,1412
"65316","SD8695",0,1459
"65317","SD8696",0,641
"65318","SD8697",0,785
"65319","SD8698",0,321
"65320","SD8699",0,61
"65321","SD8700",1129,304
"65322","SD8701",0,771
"65323","SD8702",0,66
"65324","SD8705",0,1917
"65325","SD8706",0,2008
"65326","SD8707",0,1601
"65327","SD8708",0,1233
"65328","SD8709",0,847
"65329","SD8710",0,83
"65330","SD8712",0,1314
"65331","SD8714",0,545
"65332","SD8715",0,1490
"65333","SD8716",0,1489
"65334","SD8717",0,1187
"65335","SD8718",0,1249
"65336","SD8719",0,1901
"65337","SD8721",0,2248
"65338","SD8722",0,134
"65339","SD8723",0,1871
"65340","SD8724",0,496
"65341","SD8725",0,1715
"65342","SD8726",0,363
"65343","SD8727",0,106
"65344","SD8728",0,2966
"65345","SD8731",0,1469
"65346","SD8732",0,115
"65347","SD8733",0,1223
"65348","SD8734",0,1210
"65349","SD8735",0,20
"65350","SD8736",0,1212
"65351","SD8739",0,1642
"65352","SD8740",472,1189
"65353","SD8741",1333,1544
"65354","SD8742",0,448
"65355","SD8743",0,900
"65356","SD8745",0,1287
"65357","SD8746",0,2011
"65358","SD8747",0,2848
"65359","SD8748",0,3859
"65360","SD8749",0,509
"65361","SD8753",0,327
"65362","SD8756",0,554
"65363","SD8757",0,489
"65364","SD8758",0,145
"65365","SD8759",0,2422
"65366","SD8760",0,595
"65367","SD8761",0,1314
"65368","SD8762",0,51
"65369","SD8769",0,1
"65370","SD8771",0,143
"65371","SD8772",0,137
"65372","SD8773",0,455
"65373","SD8774",0,1395
"65374","SD8776",0,1479
"65375","SD8777",0,267
"65376","SD8780",0,1920
"65377","SD8781",0,1149
"65378","SD8784",0,850
"65379","SD8785",0,1160
"65380","SD8788",0,836
"65381","SD8789",0,2765
"65382","SD8790",0,3994
"65383","SD8791",0,240
"65384","SD8792",0,37
"65385","SD8793",0,485
"65386","SD8796",0,435
"65387","SD8797",0,2060
"65388","SD8798",0,382
"65389","SD8800",1071,0
"65390","SD8801",0,1092
"65391","SD8804",876,1283
"65392","SD8805",986,280
"65393","SD8806",1050,1591
"65394","SD8807",1068,818
"65395","SD8808",1052,0
"65396","SD8809",1060,861
"65397","SD8810",808,299
"65398","SD8811",507,1068
"65399","SD8812",0,1717
"65400","SD8813",0,1456
"65401","SD8814",0,2167
"65402","SD8815",0,324
"65403","SD8816",0,1300
"65404","SD8817",0,1602
"65405","SD8818",0,2355
"65406","SD8819",0,1268
"65407","SD8820",0,15
"65408","SD8821",0,356
"65409","SD8822",0,818
"65410","SD8823",0,328
"65411","SD8824",0,354
"65412","SD8825",0,294
"65413","SD8827",0,60
"65414","SD8828",0,681
"65415","SD8830",0,1686
"65416","SD8831",0,1279
"65417","SD8833",0,665
"65418","SD8834",0,1238
"65419","SD8836",0,1155
"65420","SD8839",0,1412
"65421","SD8841",66,32
"65422","SD8842",1440,0
"65423","SD8843",278,1407
"65424","SD8844",0,586
"65425","SD8847",0,460
"65426","SD8848",3,1767
"65427","SD8849",0,283
"65428","SD8857",0,2064
"65429","SD8858",0,1684
"65430","SD8859",0,1127
"65431","SD8860",0,1180
"65432","SD8861",0,55
"65433","SD8862",0,1566
"65434","SD8863",0,189
"65435","SD8869",0,2193
"65436","SD8871",0,1490
"65437","SD8874",0,1176
"65438","SD8875",0,1534
"65439","SD8876",0,1556
"65440","SD8879",0,258
"65441","SD8880",0,817
"65442","SD8882",0,305
"65443","SD8883",0,459
"65444","SD8884",0,883
"65445","SD8885",0,1837
"65446","SD8886",0,1071
"65447","SD8888",0,453
"65448","SD8889",0,869
"65449","SD8890",0,3019
"65450","SD8891",0,1448
"65451","SD8892",0,659
"65452","SD8893",0,3031
"65453","SD8894",0,1236
"65454","SD8895",0,634
"65455","SD8896",0,1726
"65456","SD8897",0,1404
"65457","SD8898",0,935
"65458","SD8899",0,258
"65459","SD8900",162,0
"65460","SD8901",1208,0
"65461","SD8902",1067,0
"65462","SD8903",1214,0
"65463","SD8904",194,0
"65464","SD8906",533,1291
"65465","SD8910",0,98
"65466","SD8911",1226,1077
"65467","SD8913",0,1649
"65468","SD8916",0,794
"65469","SD8917",0,1136
"65470","SD8919",0,187
"65471","SD8920",0,2296
"65472","SD8921",0,604
"65473","SD8922",0,5
"65474","SD8923",0,674
"65475","SD8924",0,0
"65476","SD8925",0,798
"65477","SD8926",0,2004
"65478","SD8927",0,665
"65479","SD8929",0,1365
"65480","SD8930",0,2003
"65481","SD8931",0,0
"65482","SD8932",0,265
"65483","SD8933",0,1314
"65484","SD8934",0,1102
"65485","SD8936",0,1070
"65486","SD8939",0,1874
"65487","SD8941",0,28
"65488","SD8943",0,788
"65489","SD8944",0,4116
"65490","SD8945",0,927
"65491","SD8948",1200,92
"65492","SD8949",709,0
"65493","SD8951",0,897
"65494","SD8952",0,177
"65495","SD8953",0,939
"65496","SD8954",0,458
"65497","SD8955",0,520
"65498","SD8956",0,682
"65499","SD8957",0,777
"65500","SD8959",0,31
"65501","SD8960",0,863
"65502","SD8961",0,1063
"65503","SD8962",0,2077
"65504","SD8963",0,1713
"65505","SD8964",0,1022
"65506","SD8965",0,1066
"65507","SD8966",0,265
"65508","SD8969",0,1445
"65509","SD8970",0,1598
"65510","SD8971",0,1022
"65511","SD8974",0,1751
"65512","SD8978",0,187
"65513","SD8979",0,1646
"65514","SD8980",0,856
"65515","SD8982",0,157
"65516","SD8983",0,1637
"65517","SD8984",0,2020
"65518","SD8985",0,241
"65519","SD8986",0,2158
"65520","SD8989",0,1227
"65521","SD8990",0,2618
"65522","SD8991",0,524
"65523","SD8992",0,1438
"65524","SD8993",0,912
"65525","SD8994",0,1887
"65526","SD8995",0,5
"65527","SD8996",0,1109
"65528","SD8997",0,1379
"65529","SD8998",0,2609
"65530","SD8999",0,1132
"65531","SD9000",0,677
"65532","SD9006",0,1029
"65533","SD9007",0,2162
"65534","SD9008",0,1464
"65535","SD9010",0,686
"65536","SD9011",106,1812
"65537","SD9012",1111,64
"65538","SD9013",0,2310
"65539","SD9014",0,2011
"65540","SD9015",0,1674
"65541","SD9016",0,2560
"65542","SD9017",0,1068
"65543","SD9018",0,479
"65544","SD9019",0,257
"65545","SD9020",0,182
"65546","SD9022",0,1726
"65547","SD9023",0,1324
"65548","SD9025",0,1140
"65549","SD9026",0,2301
"65550","SD9027",0,1947
"65551","SD9028",0,319
"65552","SD9029",0,827
"65553","SD9030",0,1602
"65554","SD9031",0,1243
"65555","SD9032",0,273
"65556","SD9033",0,89
"65557","SD9034",0,1418
"65558","SD9035",0,72
"65559","SD9036",0,162
"65560","SD9038",0,743
"65561","SD9039",0,871
"65562","SD9040",0,1274
"65563","SD9043",0,991
"65564","SD9044",0,1663
"65565","SD9045",0,1405
"65566","SD9046",0,2586
"65567","SD9047",0,353
"65568","SD9049",860,1697
"65569","SD9050",1266,136
"65570","SD9051",997,370
"65571","SD9052",719,1175
"65572","SD9053",0,1244
"65573","SD9054",0,578
"65574","SD9055",0,2438
"65575","SD9056",0,2180
"65576","SD9057",0,1193
"65577","SD9058",0,1141
"65578","SD9059",0,2537
"65579","SD9060",0,1591
"65580","SD9061",0,577
"65581","SD9062",0,3541
"65582","SD9063",0,432
"65583","SD9066",0,67
"65584","SD9070",0,1027
"65585","SD9073",0,1429
"65586","SD9074",0,918
"65587","SD9077",0,788
"65588","SD9078",0,1752
"65589","SD9079",0,598
"65590","SD9084",0,874
"65591","SD9085",0,1661
"65592","SD9086",0,1517
"65593","SD9088",0,2100
"65594","SD9089",0,1121
"65595","SD9090",0,1139
"65596","SD9091",0,405
"65597","SD9092",0,1016
"65598","SD9093",0,1456
"65599","SD9094",0,1711
"65600","SD9095",0,108
"65601","SD9097",0,1695
"65602","SD9098",0,451
"65603","SD9099",0,1122
"65604","SD9100",0,2071
"65605","SD9101",14,33
"65606","SD9106",0,620
"65607","SD9107",0,948
"65608","SD9108",0,445
"65609","SD9110",0,633
"65610","SD9111",0,435
"65611","SD9112",858,1026
"65612","SD9113",1017,1304
"65613","SD9114",504,2425
"65614","SD9115",0,458
"65615","SD9116",0,743
"65616","SD9117",0,0
"65617","SD9119",0,499
"65618","SD9120",0,427
"65619","SD9121",0,1549
"65620","SD9122",0,206
"65621","SD9123",0,2125
"65622","SD9125",0,807
"65623","SD9126",0,2183
"65624","SD9127",0,1143
"65625","SD9128",0,87
"65626","SD9129",0,37
"65627","SD9132",0,137
"65628","SD9133",0,255
"65629","SD9134",0,1273
"65630","SD9136",0,390
"65631","SD9137",0,862
"65632","SD9138",0,1684
"65633","SD9139",0,528
"65634","SD9140",0,1274
"65635","SD9141",0,1273
"65636","SD9143",0,300
"65637","SD9144",0,1441
"65638","SD9146",0,1250
"65639","SD9147",0,1240
"65640","SD9148",0,2710
"65641","SD9149",0,586
"65642","SD9150",13,2992
"65643","SD9151",1102,1608
"65644","SD9152",824,222
"65645","SD9153",1317,2086
"65646","SD9154",168,963
"65647","SD9157",0,1476
"65648","SD9158",0,659
"65649","SD9159",0,1187
"65650","SD9160",0,1171
"65651","SD9161",0,1081
"65652","SD9162",0,1162
"65653","SD9163",0,1537
"65654","SD9164",0,1148
"65655","SD9165",0,2324
"65656","SD9166",0,445
"65657","SD9170",0,1374
"65658","SD9172",0,1455
"65659","SD9173",0,678
"65660","SD9177",0,341
"65661","SD9178",0,2377
"65662","SD9182",0,467
"65663","SD9183",0,1191
"65664","SD9184",0,1381
"65665","SD9185",0,875
"65666","SD9186",0,3247
"65667","SD9187",0,885
"65668","SD9188",0,620
"65669","SD9189",0,1528
"65670","SD9190",0,1532
"65671","SD9191",0,1165
"65672","SD9192",0,942
"65673","SD9193",0,1328
"65674","SD9194",0,1838
"65675","SD9196",0,2231
"65676","SD9197",0,2160
"65677","SD9198",0,714
"65678","SD9200",0,2288
"65679","SD9201",0,730
"65680","SD9211",0,1445
"65681","SD9212",0,1760
"65682","SD9213",0,1077
"65683","SD9214",843,0
"65684","SD9215",767,1500
"65685","SD9216",0,1450
"65686","SD9217",0,533
"65687","SD9218",0,258
"65688","SD9219",0,904
"65689","SD9220",0,2226
"65690","SD9221",0,1471
"65691","SD9222",109,1097
"65692","SD9223",295,1180
"65693","SD9224",0,129
"65694","SD9225",0,2568
"65695","SD9226",0,896
"65696","SD9227",0,1837
"65697","SD9228",0,725
"65698","SD9229",0,1181
"65699","SD9230",0,395
"65700","SD9231",0,545
"65701","SD9232",0,0
"65702","SD9233",0,643
"65703","SD9234",0,1126
"65704","SD9236",0,508
"65705","SD9237",0,1615
"65706","SD9239",0,771
"65707","SD9240",0,2645
"65708","SD9241",0,1582
"65709","SD9242",0,443
"65710","SD9244",0,257
"65711","SD9247",0,1090
"65712","SD9248",0,293
"65713","SD9249",0,3318
"65714","SD9250",0,790
"65715","SD9253",0,1320
"65716","SD9254",1059,409
"65717","SD9257",0,1004
"65718","SD9258",0,665
"65719","SD9259",0,623
"65720","SD9260",0,1310
"65721","SD9261",0,1192
"65722","SD9262",0,387
"65723","SD9265",0,982
"65724","SD9270",0,275
"65725","SD9271",0,1446
"65726","SD9272",0,2025
"65727","SD9278",0,1199
"65728","SD9282",0,200
"65729","SD9284",0,664
"65730","SD9287",0,2098
"65731","SD9288",0,1368
"65732","SD9289",0,179
"65733","SD9290",0,1047
"65734","SD9291",0,1244
"65735","SD9292",0,1545
"65736","SD9293",0,1260
"65737","SD9297",0,1722
"65738","SD9298",0,362
"65739","SD9299",0,509
"65740","SD9300",0,1142
"65741","SD9301",0,2108
"65742","SD9302",0,665
"65743","SD9307",0,454
"65744","SD9311",0,1558
"65745","SD9314",0,0
"65746","SD9315",710,575
"65747","SD9316",525,1291
"65748","SD9317",0,1634
"65749","SD9320",75,346
"65750","SD9321",1183,2520
"65751","SD9322",1124,1524
"65752","SD9323",855,1148
"65753","SD9324",645,2246
"65754","SD9325",0,472
"65755","SD9327",0,85
"65756","SD9328",0,282
"65757","SD9329",0,1369
"65758","SD9330",0,227
"65759","SD9331",0,757
"65760","SD9332",0,697
"65761","SD9333",0,1053
"65762","SD9334",0,287
"65763","SD9337",0,257
"65764","SD9338",0,1605
"65765","SD9339",0,988
"65766","SD9340",0,1600
"65767","SD9341",0,487
"65768","SD9345",0,89
"65769","SD9346",0,427
"65770","SD9347",0,564
"65771","SD9348",0,1608
"65772","SD9349",0,1075
"65773","SD9350",0,1383
"65774","SD9353",0,395
"65775","SD9354",1054,654
"65776","SD9355",0,61
"65777","SD9356",0,1777
"65778","SD9357",0,349
"65779","SD9358",0,956
"65780","SD9359",0,3328
"65781","SD9360",0,264
"65782","SD9361",0,762
"65783","SD9362",0,577
"65784","SD9364",0,1154
"65785","SD9365",0,579
"65786","SD9368",0,16
"65787","SD9369",0,1177
"65788","SD9371",0,1283
"65789","SD9372",0,256
"65790","SD9375",0,399
"65791","SD9376",0,515
"65792","SD9377",0,1645
"65793","SD9378",0,1945
"65794","SD9386",0,874
"65795","SD9387",0,1193
"65796","SD9388",0,127
"65797","SD9389",0,1003
"65798","SD9390",0,2204
"65799","SD9391",0,1717
"65800","SD9392",0,1036
"65801","SD9394",0,1572
"65802","SD9395",0,1148
"65803","SD9396",0,1416
"65804","SD9397",0,2087
"65805","SD9398",0,1221
"65806","SD9400",0,186
"65807","SD9401",0,2284
"65808","SD9402",0,1511
"65809","SD9403",0,1624
"65810","SD9404",0,681
"65811","SD9407",0,310
"65812","SD9408",0,1818
"65813","SD9409",0,1915
"65814","SD9410",0,1028
"65815","SD9411",0,1512
"65816","SD9412",0,399
"65817","SD9413",0,738
"65818","SD9414",0,1384
"65819","SD9415",0,4109
"65820","SD9416",170,2383
"65821","SD9417",423,2403
"65822","SD9418",0,1125
"65823","SD9419",613,554
"65824","SD9420",765,2534
"65825","SD9421",0,896
"65826","SD9422",0,747
"65827","SD9423",0,622
"65828","SD9424",1046,1207
"65829","SD9425",0,321
"65830","SD9427",0,2422
"65831","SD9429",0,1772
"65832","SD9431",0,1263
"65833","SD9432",0,1698
"65834","SD9433",0,1420
"65835","SD9434",0,2534
"65836","SD9435",0,1497
"65837","SD9437",0,1518
"65838","SD9438",0,1213
"65839","SD9441",0,703
"65840","SD9443",0,572
"65841","SD9445",0,1767
"65842","SD9448",0,218
"65843","SD9450",0,327
"65844","SD9451",0,801
"65845","SD9452",0,194
"65846","SD9453",548,2545
"65847","SD9454",1015,1517
"65848","SD9455",0,2749
"65849","SD9456",0,1569
"65850","SD9459",0,650
"65851","SD9460",0,508
"65852","SD9461",0,1829
"65853","SD9462",0,1255
"65854","SD9463",0,2199
"65855","SD9464",0,1428
"65856","SD9465",0,115
"65857","SD9469",0,501
"65858","SD9470",0,1805
"65859","SD9471",0,1379
"65860","SD9474",0,691
"65861","SD9475",0,3096
"65862","SD9476",0,1107
"65863","SD9477",0,111
"65864","SD9478",0,7
"65865","SD9479",0,1751
"65866","SD9480",0,593
"65867","SD9482",0,157
"65868","SD9486",0,1902
"65869","SD9487",0,1158
"65870","SD9489",0,293
"65871","SD9490",0,2382
"65872","SD9491",0,2189
"65873","SD9492",0,486
"65874","SD9497",0,895
"65875","SD9498",0,845
"65876","SD9499",0,1254
"65877","SD9501",0,1201
"65878","SD9502",0,465
"65879","SD9503",0,1651
"65880","SD9504",0,1468
"65881","SD9505",0,1195
"65882","SD9506",0,620
"65883","SD9509",0,864
"65884","SD9511",0,414
"65885","SD9512",0,956
"65886","SD9513",0,1005
"65887","SD9514",0,850
"65888","SD9515",0,80
"65889","SD9516",0,2143
"65890","SD9517",0,2161
"65891","SD9518",0,938
"65892","SD9519",0,1777
"65893","SD9520",0,1873
"65894","SD9521",0,1749
"65895","SD9522",0,2062
"65896","SD9523",0,1850
"65897","SD9524",1066,1454
"65898","SD9525",0,1204
"65899","SD9526",0,943
"65900","SD9527",0,1506
"65901","SD9528",0,1790
"65902","SD9529",0,753
"65903","SD9531",0,1873
"65904","SD9532",0,1013
"65905","SD9533",0,0
"65906","SD9535",0,9
"65907","SD9536",0,767
"65908","SD9538",0,949
"65909","SD9540",0,1366
"65910","SD9541",0,700
"65911","SD9542",0,1761
"65912","SD9543",0,1655
"65913","SD9545",0,1080
"65914","SD9548",0,548
"65915","SD9550",0,465
"65916","SD9551",0,1300
"65917","SD9552",440,1792
"65918","SD9553",1090,1127
"65919","SD9555",0,69
"65920","SD9556",0,1371
"65921","SD9557",0,1789
"65922","SD9558",0,83
"65923","SD9559",0,1
"65924","SD9567",0,355
"65925","SD9569",0,19
"65926","SD9570",0,1330
"65927","SD9573",0,2088
"65928","SD9574",0,1927
"65929","SD9575",0,1103
"65930","SD9576",0,594
"65931","SD9580",0,388
"65932","SD9581",0,1788
"65933","SD9582",0,1320
"65934","SD9583",0,579
"65935","SD9585",0,514
"65936","SD9586",0,183
"65937","SD9587",0,1652
"65938","SD9589",0,804
"65939","SD9590",0,2502
"65940","SD9591",0,2046
"65941","SD9592",0,1348
"65942","SD9593",0,1610
"65943","SD9594",0,337
"65944","SD9595",0,829
"65945","SD9597",0,1287
"65946","SD9598",0,752
"65947","SD9601",0,509
"65948","SD9603",0,222
"65949","SD9604",0,622
"65950","SD9608",0,61
"65951","SD9609",0,265
"65952","SD9612",0,1188
"65953","SD9613",0,1217
"65954","SD9614",0,272
"65955","SD9615",0,122
"65956","SD9616",0,1219
"65957","SD9617",0,1732
"65958","SD9618",0,1032
"65959","SD9619",0,665
"65960","SD9620",0,264
"65961","SD9621",0,1282
"65962","SD9622",0,231
"65963","SD9624",419,1503
"65964","SD9625",1175,1906
"65965","SD9626",114,2164
"65966","SD9628",0,1085
"65967","SD9631",0,1858
"65968","SD9632",0,1042
"65969","SD9633",0,195
"65970","SD9634",0,868
"65971","SD9635",0,1491
"65972","SD9636",0,342
"65973","SD9637",0,1052
"65974","SD9638",0,306
"65975","SD9640",0,587
"65976","SD9641",0,1130
"65977","SD9642",0,1760
"65978","SD9643",0,1758
"65979","SD9645",0,1360
"65980","SD9647",0,284
"65981","SD9648",0,168
"65982","SD9649",0,1403
"65983","SD9650",0,1755
"65984","SD9651",1006,2440
"65985","SD9652",909,1408
"65986","SD9653",0,706
"65987","SD9655",0,544
"65988","SD9656",0,381
"65989","SD9657",0,1931
"65990","SD9658",0,1982
"65991","SD9659",0,1876
"65992","SD9660",0,739
"65993","SD9661",0,316
"65994","SD9663",0,305
"65995","SD9667",0,1217
"65996","SD9669",0,1316
"65997","SD9671",0,171
"65998","SD9672",0,1555
"65999","SD9673",0,307
"66000","SD9682",0,1693
"66001","SD9683",0,2524
"66002","SD9684",0,232
"66003","SD9685",0,1335
"66004","SD9686",0,1058
"66005","SD9687",0,1653
"66006","SD9688",0,1024
"66007","SD9689",0,2093
"66008","SD9690",0,2018
"66009","SD9691",0,291
"66010","SD9693",0,358
"66011","SD9694",0,484
"66012","SD9695",0,2035
"66013","SD9696",0,431
"66014","SD9697",0,1543
"66015","SD9700",513,1094
"66016","SD9701",780,2003
"66017","SD9702",1167,1724
"66018","SD9703",160,773
"66019","SD9704",0,35
"66020","SD9708",0,1622
"66021","SD9709",0,1081
"66022","SD9710",0,1504
"66023","SD9711",0,163
"66024","SD9713",0,654
"66025","SD9714",0,1181
"66026","SD9716",0,444
"66027","SD9717",0,416
"66028","SD9718",0,945
"66029","SD9719",0,2311
"66030","SD9720",0,1099
"66031","SD9721",0,90
"66032","SD9722",0,1096
"66033","SD9724",0,599
"66034","SD9725",0,99
"66035","SD9726",1306,1636
"66036","SD9728",0,1099
"66037","SD9729",0,1417
"66038","SD9730",0,2684
"66039","SD9731",0,2637
"66040","SD9732",0,619
"66041","SD9733",0,1385
"66042","SD9734",0,356
"66043","SD9736",0,134
"66044","SD9737",0,1459
"66045","SD9738",0,225
"66046","SD9741",0,868
"66047","SD9742",0,1719
"66048","SD9743",0,2107
"66049","SD9744",0,1239
"66050","SD9745",0,817
"66051","SD9746",0,8
"66052","SD9748",0,1532
"66053","SD9749",0,1616
"66054","SD9750",0,2627
"66055","SD9751",1236,834
"66056","SD9754",0,2691
"66057","SD9755",0,2970
"66058","SD9756",0,1802
"66059","SD9757",0,860
"66060","SD9758",0,1623
"66061","SD9759",0,713
"66062","SD9760",0,508
"66063","SD9761",0,1281
"66064","SD9763",0,2243
"66065","SD9764",0,10
"66066","SD9765",0,215
"66067","SD9766",0,870
"66068","SD9767",0,3209
"66069","SD9768",0,1441
"66070","SD9769",0,2006
"66071","SD9770",0,1586
"66072","SD9771",0,974
"66073","SD9772",0,1943
"66074","SD9773",0,1119
"66075","SD9774",0,1483
"66076","SD9775",0,877
"66077","SD9778",0,1128
"66078","SD9779",0,845
"66079","SD9780",0,249
"66080","SD9783",0,1091
"66081","SD9784",0,3503
"66082","SD9785",0,1170
"66083","SD9786",0,1610
"66084","SD9787",0,2849
"66085","SD9789",0,3051
"66086","SD9790",0,1707
"66087","SD9791",0,94
"66088","SD9793",0,618
"66089","SD9795",0,803
"66090","SD9796",0,1148
"66091","SD9797",0,2776
"66092","SD9801",0,1974
"66093","SD9802",0,253
"66094","SD9803",915,957
"66095","SD9804",200,1706
"66096","SD9806",0,2057
"66097","SD9807",0,1698
"66098","SD9808",0,1500
"66099","SD9810",0,768
"66100","SD9811",0,1643
"66101","SD9812",0,1307
"66102","SD9813",0,295
"66103","SD9814",0,1224
"66104","SD9816",0,1280
"66105","SD9817",0,1570
"66106","SD9818",0,617
"66107","SD9819",0,61
"66108","SD9820",0,2103
"66109","SD9821",0,1017
"66110","SD9822",0,660
"66111","SD9823",0,933
"66112","SD9826",218,263
"66113","SD9827",950,2000
"66114","SD9828",0,244
"66115","SD9829",0,3642
"66116","SD9830",0,1416
"66117","SD9831",0,1173
"66118","SD9832",0,388
"66119","SD9833",0,292
"66120","SD9834",0,765
"66121","SD9835",0,737
"66122","SD9836",0,1258
"66123","SD9837",0,895
"66124","SD9839",0,301
"66125","SD9844",0,2303
"66126","SD9846",0,1248
"66127","SD9849",0,2381
"66128","SD9850",670,2553
"66129","SD9851",1376,1868
"66130","SD9852",0,43
"66131","SD9853",0,1080
"66132","SD9854",0,379
"66133","SD9855",0,666
"66134","SD9856",0,1243
"66135","SD9858",0,113
"66136","SD9859",0,310
"66137","SD9860",0,1024
"66138","SD9861",0,1089
"66139","SD9862",0,1310
"66140","SD9863",0,1454
"66141","SD9864",0,733
"66142","SD9865",0,1195
"66143","SD9866",0,584
"66144","SD9867",0,354
"66145","SD9868",0,372
"66146","SD9870",0,728
"66147","SD9871",0,509
"66148","SD9872",0,2066
"66149","SD9873",0,292
"66150","SD9874",0,2218
"66151","SD9875",0,279
"66152","SD9876",0,871
"66153","SD9879",0,284
"66154","SD9880",0,2155
"66155","SD9881",0,25
"66156","SD9884",0,1019
"66157","SD9885",0,1584
"66158","SD9886",0,1916
"66159","SD9887",0,2101
"66160","SD9888",0,830
"66161","SD9889",0,2168
"66162","SD9890",0,1022
"66163","SD9891",0,36
"66164","SD9892",0,0
"66165","SD9893",0,1224
"66166","SD9894",0,150
"66167","SD9895",0,2971
"66168","SD9896",0,3280
"66169","SD9897",0,3235
"66170","SD9898",0,376
"66171","SD9899",0,430
"66172","SD9900",0,108
"66173","SD9901",0,1768
"66174","SD9903",0,224
"66175","SD9904",0,3222
"66176","SD9905",540,2219
"66177","SD9906",1045,2769
"66178","SD9907",0,88
"66179","SD9908",0,355
"66180","SD9909",0,1402
"66181","SD9910",0,474
"66182","SD9911",0,912
"66183","SD9912",0,991
"66184","SD9913",0,485
"66185","SD9914",0,558
"66186","SD9915",180,1968
"66187","SD9916",0,2137
"66188","SD9918",0,1402
"66189","SD9920",0,472
"66190","SD9921",0,1434
"66191","SD9923",0,1226
"66192","SD9924",0,490
"66193","SD9926",591,1022
"66194","SD9927",534,1578
"66195","SD9928",0,1520
"66196","SD9929",0,2605
"66197","SD9930",0,461
"66198","SD9931",0,2624
"66199","SD9932",0,2569
"66200","SD9933",0,2423
"66201","SD9934",0,105
"66202","SD9935",0,1831
"66203","SD9936",0,228
"66204","SD9937",0,797
"66205","SD9938",0,335
"66206","SD9939",0,1462
"66207","SD9940",0,762
"66208","SD9942",0,568
"66209","SD9943",0,71
"66210","SD9944",0,1379
"66211","SD9945",0,195
"66212","SD9946",0,1988
"66213","SD9947",415,1927
"66214","SD9948",1144,1662
"66215","SD9949",1035,895
"66216","SD9950",476,0
"66217","SD9951",191,1176
"66218","SD9952",0,2257
"66219","SD9953",0,727
"66220","SD9954",0,243
"66221","SD9956",0,843
"66222","SD9957",0,538
"66223","SD9960",0,1456
"66224","SD9961",0,1967
"66225","SD9962",0,1703
"66226","SD9963",0,2339
"66227","SD9964",0,917
"66228","SD9971",0,1715
"66229","SD9972",0,2189
"66230","SD9973",0,444
"66231","SD9974",0,26
"66232","SD9976",0,1063
"66233","SD9977",0,1620
"66234","SD9978",0,1027
"66235","SD9980",0,80
"66236","SD9981",0,1666
"66237","SD9985",0,867
"66238","SD9986",0,1615
"66239","SD9987",0,1197
"66240","SD9988",0,1188
"66241","SD9989",0,1879
"66242","SD9991",0,50
"66243","SD9992",0,1318
"66244","SD9994",0,85
"66245","SD9995",0,732
"66246","SD9996",0,226
"66247","SD9998",0,1322
"66248","SD9999",0,1259
"66249","SE0000",0,317
"66250","SE0001",0,1265
"66251","SE0003",0,1142
"66252","SE0006",189,1241
"66253","SE0007",1191,2354
"66254","SE0008",525,686
"66255","SE0010",0,991
"66256","SE0011",0,338
"66257","SE0012",0,211
"66258","SE0013",0,1478
"66259","SE0014",0,180
"66260","SE0015",1229,2608
"66261","SE0016",0,321
"66262","SE0018",0,90
"66263","SE0019",0,52
"66264","SE0021",0,124
"66265","SE0022",0,1126
"66266","SE0023",0,1281
"66267","SE0024",0,1887
"66268","SE0025",0,921
"66269","SE0026",1038,1673
"66270","SE0029",0,141
"66271","SE0030",0,431
"66272","SE0031",0,628
"66273","SE0032",0,1829
"66274","SE0033",0,560
"66275","SE0034",0,507
"66276","SE0035",0,724
"66277","SE0036",0,1189
"66278","SE0037",0,1182
"66279","SE0038",0,1678
"66280","SE0039",0,306
"66281","SE0040",0,2200
"66282","SE0041",0,299
"66283","SE0042",0,2205
"66284","SE0043",0,1559
"66285","SE0044",0,1886
"66286","SE0045",113,1753
"66287","SE0046",1588,471
"66288","SE0047",723,195
"66289","SE0048",383,1206
"66290","SE0052",0,1105
"66291","SE0053",0,2197
"66292","SE0054",0,575
"66293","SE0057",0,528
"66294","SE0058",0,982
"66295","SE0062",0,476
"66296","SE0063",0,1129
"66297","SE0067",0,5
"66298","SE0070",0,324
"66299","SE0071",0,1026
"66300","SE0077",0,1631
"66301","SE0078",0,2474
"66302","SE0079",0,1103
"66303","SE0081",0,540
"66304","SE0082",0,1174
"66305","SE0086",0,2210
"66306","SE0087",0,658
"66307","SE0088",0,1263
"66308","SE0089",0,318
"66309","SE0090",0,391
"66310","SE0091",0,1610
"66311","SE0092",0,1125
"66312","SE0094",0,2907
"66313","SE0095",0,243
"66314","SE0097",0,1000
"66315","SE0098",0,1681
"66316","SE0099",0,1268
"66317","SE0100",0,1418
"66318","SE0102",0,979
"66319","SE0103",0,931
"66320","SE0104",0,326
"66321","SE0106",0,812
"66322","SE0107",0,851
"66323","SE0108",784,1336
