"","tile_name","Canal","River_length"
"45235","NT6233",0,600
"45236","NT6234",0,1811
"45237","NT6235",0,457
"45238","NT6236",0,364
"45239","NT6237",0,1900
"45240","NT6238",0,1259
"45241","NT6239",0,300
"45242","NT6242",0,1256
"45243","NT6244",0,182
"45244","NT6245",0,929
"45245","NT6247",0,265
"45246","NT6248",0,793
"45247","NT6249",0,688
"45248","NT6250",0,2878
"45249","NT6251",0,351
"45250","NT6252",0,907
"45251","NT6255",0,1024
"45252","NT6257",0,670
"45253","NT6258",0,830
"45254","NT6262",0,1110
"45255","NT6263",0,428
"45256","NT6264",0,753
"45257","NT6266",0,958
"45258","NT6267",0,958
"45259","NT6270",0,80
"45260","NT6271",0,913
"45261","NT6274",0,927
"45262","NT6275",0,1866
"45263","NT6276",0,1037
"45264","NT6278",0,63
"45265","NT6279",0,1315
"45266","NT6280",0,138
"45267","NT6281",0,1083
"45268","NT6282",0,362
"45269","NT6300",0,725
"45270","NT6301",0,168
"45271","NT6304",0,75
"45272","NT6306",0,939
"45273","NT6307",0,2415
"45274","NT6308",0,2054
"45275","NT6309",0,286
"45276","NT6310",0,1632
"45277","NT6316",0,1046
"45278","NT6317",0,1421
"45279","NT6319",0,158
"45280","NT6320",0,567
"45281","NT6323",0,1316
"45282","NT6324",0,1565
"45283","NT6330",0,23
"45284","NT6331",0,2033
"45285","NT6332",0,1456
"45286","NT6337",0,1299
"45287","NT6338",0,133
"45288","NT6341",0,471
"45289","NT6342",0,2679
"45290","NT6345",0,1056
"45291","NT6348",0,439
"45292","NT6349",0,1457
"45293","NT6351",0,36
"45294","NT6352",0,1503
"45295","NT6353",0,371
"45296","NT6355",0,920
"45297","NT6356",0,243
"45298","NT6357",0,275
"45299","NT6358",0,785
"45300","NT6361",0,1399
"45301","NT6362",0,144
"45302","NT6364",0,1428
"45303","NT6365",0,1069
"45304","NT6366",0,1381
"45305","NT6369",0,749
"45306","NT6375",0,1212
"45307","NT6376",0,937
"45308","NT6377",0,1024
"45309","NT6378",0,1899
"45310","NT6379",0,1397
"45311","NT6380",0,901
"45312","NT6400",0,920
"45313","NT6401",0,1376
"45314","NT6402",0,552
"45315","NT6403",0,33
"45316","NT6404",0,829
"45317","NT6405",0,1218
"45318","NT6406",0,1934
"45319","NT6407",0,860
"45320","NT6408",0,1434
"45321","NT6410",0,1449
"45322","NT6413",0,256
"45323","NT6414",0,68
"45324","NT6417",0,1833
"45325","NT6418",0,2378
"45326","NT6420",0,1724
"45327","NT6423",0,663
"45328","NT6424",0,1653
"45329","NT6425",0,716
"45330","NT6428",0,120
"45331","NT6431",0,1056
"45332","NT6432",0,208
"45333","NT6433",0,378
"45334","NT6437",0,1314
"45335","NT6441",0,1269
"45336","NT6442",0,514
"45337","NT6445",0,1132
"45338","NT6446",0,1017
"45339","NT6449",0,1316
"45340","NT6450",0,294
"45341","NT6451",0,1278
"45342","NT6452",0,1641
"45343","NT6453",0,1022
"45344","NT6454",0,61
"45345","NT6455",0,984
"45346","NT6456",0,294
"45347","NT6457",0,557
"45348","NT6458",0,674
"45349","NT6459",0,527
"45350","NT6461",0,232
"45351","NT6462",0,1196
"45352","NT6463",0,749
"45353","NT6464",0,1392
"45354","NT6465",0,549
"45355","NT6468",0,1490
"45356","NT6469",0,127
"45357","NT6471",0,14
"45358","NT6472",0,1434
"45359","NT6473",0,55
"45360","NT6475",0,118
"45361","NT6476",0,1165
"45362","NT6477",0,1471
"45363","NT6478",0,460
"45364","NT6479",0,170
"45365","NT6480",0,464
"45366","NT6500",0,1364
"45367","NT6501",0,1435
"45368","NT6502",0,551
"45369","NT6503",0,219
"45370","NT6504",0,1207
"45371","NT6505",0,2016
"45372","NT6507",0,1657
"45373","NT6508",0,94
"45374","NT6510",0,1265
"45375","NT6514",0,1239
"45376","NT6515",0,1430
"45377","NT6516",0,1363
"45378","NT6517",0,1342
"45379","NT6518",0,390
"45380","NT6519",0,2434
"45381","NT6520",0,1535
"45382","NT6521",0,1359
"45383","NT6522",0,1240
"45384","NT6523",0,357
"45385","NT6524",0,1077
"45386","NT6528",0,1206
"45387","NT6529",0,251
"45388","NT6531",0,1432
"45389","NT6537",0,1943
"45390","NT6538",0,1375
"45391","NT6539",0,1031
"45392","NT6540",0,168
"45393","NT6541",0,1810
"45394","NT6542",0,1078
"45395","NT6543",0,1231
"45396","NT6544",0,886
"45397","NT6545",0,54
"45398","NT6546",0,1436
"45399","NT6549",0,8
"45400","NT6550",0,1515
"45401","NT6551",0,2054
"45402","NT6552",0,1260
"45403","NT6556",0,285
"45404","NT6557",0,493
"45405","NT6558",0,1630
"45406","NT6559",0,569
"45407","NT6563",0,394
"45408","NT6566",0,115
"45409","NT6567",0,2082
"45410","NT6568",0,1730
"45411","NT6569",0,367
"45412","NT6571",0,419
"45413","NT6572",0,860
"45414","NT6573",0,2630
"45415","NT6574",0,1445
"45416","NT6577",0,323
"45417","NT6578",0,1356
"45418","NT6602",0,143
"45419","NT6604",0,670
"45420","NT6605",0,1186
"45421","NT6606",0,1387
"45422","NT6607",0,736
"45423","NT6609",0,1733
"45424","NT6610",0,1356
"45425","NT6611",0,514
"45426","NT6612",0,127
"45427","NT6613",0,555
"45428","NT6614",0,1085
"45429","NT6615",0,1398
"45430","NT6616",0,670
"45431","NT6619",0,315
"45432","NT6620",0,1748
"45433","NT6623",0,707
"45434","NT6624",0,1452
"45435","NT6625",0,384
"45436","NT6628",0,314
"45437","NT6629",0,1350
"45438","NT6630",0,1162
"45439","NT6631",0,1275
"45440","NT6637",0,1422
"45441","NT6639",0,563
"45442","NT6640",0,1261
"45443","NT6641",0,2157
"45444","NT6642",0,822
"45445","NT6644",0,628
"45446","NT6645",0,1073
"45447","NT6648",0,1643
"45448","NT6649",0,2072
"45449","NT6650",0,1221
"45450","NT6651",0,862
"45451","NT6652",0,424
"45452","NT6656",0,975
"45453","NT6657",0,216
"45454","NT6658",0,1805
"45455","NT6661",0,281
"45456","NT6662",0,1285
"45457","NT6663",0,1374
"45458","NT6666",0,1635
"45459","NT6667",0,909
"45460","NT6668",0,511
"45461","NT6670",0,636
"45462","NT6672",0,1361
"45463","NT6674",0,645
"45464","NT6675",0,996
"45465","NT6678",0,409
"45466","NT6679",0,306
"45467","NT6700",0,485
"45468","NT6703",0,227
"45469","NT6705",0,490
"45470","NT6708",0,929
"45471","NT6709",0,834
"45472","NT6710",0,1592
"45473","NT6711",0,1720
"45474","NT6712",0,1057
"45475","NT6713",0,1791
"45476","NT6714",0,2121
"45477","NT6724",0,145
"45478","NT6725",0,1213
"45479","NT6729",0,220
"45480","NT6730",0,1516
"45481","NT6731",0,2448
"45482","NT6732",0,237
"45483","NT6736",0,1246
"45484","NT6737",0,321
"45485","NT6741",0,1011
"45486","NT6747",0,800
"45487","NT6748",0,1368
"45488","NT6749",0,585
"45489","NT6751",0,1369
"45490","NT6752",0,772
"45491","NT6754",0,152
"45492","NT6755",0,1616
"45493","NT6756",0,1985
"45494","NT6757",0,759
"45495","NT6758",0,643
"45496","NT6763",0,1067
"45497","NT6765",0,418
"45498","NT6766",0,1046
"45499","NT6770",0,103
"45500","NT6771",0,2599
"45501","NT6772",0,2516
"45502","NT6775",0,1290
"45503","NT6776",0,401
"45504","NT6800",0,2016
"45505","NT6801",0,354
"45506","NT6803",0,1206
"45507","NT6812",0,1509
"45508","NT6813",0,876
"45509","NT6814",0,1164
"45510","NT6816",0,660
"45511","NT6822",0,245
"45512","NT6823",0,1382
"45513","NT6824",0,1479
"45514","NT6825",0,1611
"45515","NT6831",0,99
"45516","NT6832",0,1294
"45517","NT6833",0,360
"45518","NT6836",0,385
"45519","NT6837",0,2233
"45520","NT6844",0,1268
"45521","NT6847",0,1193
"45522","NT6848",0,279
"45523","NT6850",0,866
"45524","NT6851",0,350
"45525","NT6854",0,1319
"45526","NT6856",0,836
"45527","NT6857",0,1750
"45528","NT6858",0,197
"45529","NT6860",0,564
"45530","NT6861",0,870
"45531","NT6862",0,748
"45532","NT6863",0,1918
"45533","NT6864",0,1432
"45534","NT6865",0,1829
"45535","NT6868",0,421
"45536","NT6871",0,497
"45537","NT6872",0,768
"45538","NT6873",0,1621
"45539","NT6876",0,1099
"45540","NT6900",0,1111
"45541","NT6901",0,219
"45542","NT6902",0,379
"45543","NT6903",0,144
"45544","NT6904",0,1080
"45545","NT6906",0,397
"45546","NT6907",0,384
"45547","NT6908",0,1445
"45548","NT6909",0,1247
"45549","NT6910",0,2372
"45550","NT6911",0,2523
"45551","NT6912",0,329
"45552","NT6913",0,498
"45553","NT6914",0,151
"45554","NT6916",0,1123
"45555","NT6917",0,471
"45556","NT6918",0,906
"45557","NT6919",0,1183
"45558","NT6920",0,1453
"45559","NT6921",0,2443
"45560","NT6922",0,1325
"45561","NT6925",0,1658
"45562","NT6928",0,585
"45563","NT6929",0,866
"45564","NT6930",0,158
"45565","NT6933",0,1298
"45566","NT6936",0,387
"45567","NT6937",0,1071
"45568","NT6944",0,396
"45569","NT6945",0,1508
"45570","NT6946",0,468
"45571","NT6947",0,1454
"45572","NT6948",0,1748
"45573","NT6949",0,1349
"45574","NT6950",0,2084
"45575","NT6951",0,325
"45576","NT6954",0,323
"45577","NT6955",0,1600
"45578","NT6957",0,1080
"45579","NT6958",0,568
"45580","NT6959",0,641
"45581","NT6960",0,1435
"45582","NT6961",0,1997
"45583","NT6962",0,1833
"45584","NT6963",0,89
"45585","NT6966",0,1132
"45586","NT6967",0,1698
"45587","NT6968",0,521
"45588","NT6971",0,1741
"45589","NT6972",0,535
"45590","NT6973",0,788
"45591","NT6974",0,386
"45592","NT6976",0,907
"45593","NT6977",0,1296
"45594","NT6978",0,261
"45595","NT7000",0,802
"45596","NT7002",0,406
"45597","NT7003",0,1349
"45598","NT7004",0,1520
"45599","NT7005",0,1516
"45600","NT7006",0,53
"45601","NT7007",0,235
"45602","NT7008",0,2388
"45603","NT7009",0,1547
"45604","NT7010",0,638
"45605","NT7011",0,2418
"45606","NT7012",0,74
"45607","NT7014",0,630
"45608","NT7015",0,2696
"45609","NT7016",0,1277
"45610","NT7017",0,2652
"45611","NT7018",0,1820
"45612","NT7019",0,430
"45613","NT7021",0,1462
"45614","NT7023",0,892
"45615","NT7024",0,1225
"45616","NT7025",0,1718
"45617","NT7026",0,1055
"45618","NT7027",0,1753
"45619","NT7028",0,904
"45620","NT7029",0,342
"45621","NT7030",0,1531
"45622","NT7031",0,1246
"45623","NT7032",0,606
"45624","NT7033",0,1312
"45625","NT7037",0,1445
"45626","NT7045",0,1688
"45627","NT7046",0,1540
"45628","NT7049",0,245
"45629","NT7050",0,225
"45630","NT7051",0,1788
"45631","NT7052",0,265
"45632","NT7055",0,557
"45633","NT7056",0,1955
"45634","NT7057",0,2506
"45635","NT7058",0,2165
"45636","NT7059",0,1094
"45637","NT7061",0,1031
"45638","NT7062",0,1726
"45639","NT7063",0,778
"45640","NT7065",0,847
"45641","NT7066",0,1825
"45642","NT7069",0,1844
"45643","NT7070",0,1133
"45644","NT7071",0,1251
"45645","NT7072",0,2574
"45646","NT7074",0,1290
"45647","NT7100",0,1289
"45648","NT7101",0,1809
"45649","NT7102",0,99
"45650","NT7103",0,240
"45651","NT7104",0,2727
"45652","NT7105",0,1222
"45653","NT7106",0,564
"45654","NT7108",0,266
"45655","NT7109",0,440
"45656","NT7110",0,1021
"45657","NT7112",0,258
"45658","NT7113",0,1072
"45659","NT7114",0,1067
"45660","NT7116",0,648
"45661","NT7117",0,816
"45662","NT7118",0,1246
"45663","NT7121",0,820
"45664","NT7125",0,145
"45665","NT7126",0,480
"45666","NT7127",0,1213
"45667","NT7132",0,471
"45668","NT7133",0,2084
"45669","NT7134",0,837
"45670","NT7136",0,22
"45671","NT7137",0,2043
"45672","NT7145",0,1520
"45673","NT7146",0,608
"45674","NT7155",0,1548
"45675","NT7158",0,60
"45676","NT7159",0,2536
"45677","NT7160",0,562
"45678","NT7161",0,151
"45679","NT7162",0,92
"45680","NT7163",0,1176
"45681","NT7164",0,1871
"45682","NT7165",0,1104
"45683","NT7169",0,1581
"45684","NT7170",0,1416
"45685","NT7172",0,546
"45686","NT7173",0,781
"45687","NT7174",0,603
"45688","NT7175",0,577
"45689","NT7202",0,1633
"45690","NT7203",0,0
"45691","NT7204",0,986
"45692","NT7206",0,204
"45693","NT7207",0,175
"45694","NT7208",0,432
"45695","NT7214",0,9
"45696","NT7215",0,1649
"45697","NT7216",0,2346
"45698","NT7218",0,422
"45699","NT7219",0,416
"45700","NT7220",0,1108
"45701","NT7221",0,1035
"45702","NT7226",0,864
"45703","NT7227",0,591
"45704","NT7233",0,1678
"45705","NT7234",0,669
"45706","NT7236",0,728
"45707","NT7237",0,751
"45708","NT7246",0,1106
"45709","NT7248",0,413
"45710","NT7249",0,41
"45711","NT7254",0,334
"45712","NT7255",0,150
"45713","NT7258",0,1564
"45714","NT7259",0,1088
"45715","NT7260",0,1389
"45716","NT7261",0,923
"45717","NT7262",0,517
"45718","NT7263",0,1323
"45719","NT7264",0,1415
"45720","NT7267",0,1320
"45721","NT7268",0,184
"45722","NT7269",0,705
"45723","NT7270",0,2087
"45724","NT7271",0,49
"45725","NT7272",0,1071
"45726","NT7273",0,1191
"45727","NT7275",0,1275
"45728","NT7300",0,583
"45729","NT7301",0,109
"45730","NT7302",0,1264
"45731","NT7303",0,127
"45732","NT7304",0,1652
"45733","NT7305",0,1273
"45734","NT7306",0,726
"45735","NT7308",0,1681
"45736","NT7309",0,210
"45737","NT7310",0,1175
"45738","NT7311",0,1154
"45739","NT7312",0,960
"45740","NT7313",0,163
"45741","NT7314",0,1171
"45742","NT7315",0,1854
"45743","NT7316",0,118
"45744","NT7317",0,1352
"45745","NT7321",0,224
"45746","NT7322",0,1047
"45747","NT7323",0,1413
"45748","NT7324",0,796
"45749","NT7326",0,1169
"45750","NT7333",0,1540
"45751","NT7334",0,1442
"45752","NT7336",0,686
"45753","NT7337",0,677
"45754","NT7342",0,854
"45755","NT7344",0,553
"45756","NT7346",0,1218
"45757","NT7347",0,47
"45758","NT7348",0,2006
"45759","NT7349",0,909
"45760","NT7352",0,716
"45761","NT7353",0,1293
"45762","NT7359",0,1427
"45763","NT7360",0,1128
"45764","NT7361",0,1594
"45765","NT7362",0,150
"45766","NT7363",0,2070
"45767","NT7364",0,805
"45768","NT7365",0,1113
"45769","NT7366",0,1271
"45770","NT7367",0,570
"45771","NT7368",0,1103
"45772","NT7370",0,2399
"45773","NT7372",0,1495
"45774","NT7373",0,2638
"45775","NT7374",0,411
"45776","NT7375",0,953
"45777","NT7400",0,75
"45778","NT7402",0,238
"45779","NT7403",0,110
"45780","NT7404",0,213
"45781","NT7408",0,335
"45782","NT7409",0,1162
"45783","NT7411",0,531
"45784","NT7412",0,1133
"45785","NT7413",0,1289
"45786","NT7416",0,968
"45787","NT7417",0,171
"45788","NT7420",0,483
"45789","NT7424",0,886
"45790","NT7425",0,1970
"45791","NT7426",0,312
"45792","NT7434",0,753
"45793","NT7435",0,880
"45794","NT7436",0,30
"45795","NT7437",0,1229
"45796","NT7442",0,774
"45797","NT7443",0,412
"45798","NT7444",0,1200
"45799","NT7446",0,485
"45800","NT7447",0,662
"45801","NT7448",0,2745
"45802","NT7449",0,668
"45803","NT7451",0,784
"45804","NT7452",0,2320
"45805","NT7455",0,596
"45806","NT7456",0,1398
"45807","NT7457",0,1699
"45808","NT7458",0,892
"45809","NT7460",0,259
"45810","NT7461",0,1096
"45811","NT7462",0,874
"45812","NT7463",0,527
"45813","NT7464",0,1449
"45814","NT7466",0,1149
"45815","NT7467",0,145
"45816","NT7468",0,1667
"45817","NT7470",0,1288
"45818","NT7474",0,1072
"45819","NT7502",0,651
"45820","NT7503",0,1439
"45821","NT7504",0,49
"45822","NT7507",0,40
"45823","NT7508",0,1832
"45824","NT7509",0,2613
"45825","NT7510",0,375
"45826","NT7511",0,231
"45827","NT7512",0,527
"45828","NT7513",0,745
"45829","NT7514",0,469
"45830","NT7519",0,702
"45831","NT7520",0,94
"45832","NT7521",0,1114
"45833","NT7522",0,1014
"45834","NT7523",0,1161
"45835","NT7524",0,994
"45836","NT7525",0,2421
"45837","NT7526",0,771
"45838","NT7527",0,147
"45839","NT7529",0,698
"45840","NT7530",0,1146
"45841","NT7531",0,41
"45842","NT7534",0,1147
"45843","NT7535",0,1453
"45844","NT7536",0,1335
"45845","NT7537",0,1399
"45846","NT7541",0,98
"45847","NT7542",0,1411
"45848","NT7543",0,1121
"45849","NT7544",0,940
"45850","NT7546",0,639
"45851","NT7547",0,1247
"45852","NT7548",0,939
"45853","NT7549",0,2207
"45854","NT7550",0,345
"45855","NT7552",0,1152
"45856","NT7553",0,598
"45857","NT7554",0,729
"45858","NT7557",0,67
"45859","NT7558",0,1802
"45860","NT7559",0,4
"45861","NT7560",0,1701
"45862","NT7561",0,497
"45863","NT7562",0,1681
"45864","NT7563",0,1246
"45865","NT7564",0,406
"45866","NT7566",0,1163
"45867","NT7568",0,1452
"45868","NT7569",0,270
"45869","NT7570",0,1695
"45870","NT7571",0,1370
"45871","NT7572",0,28
"45872","NT7574",0,354
"45873","NT7600",0,648
"45874","NT7602",0,2036
"45875","NT7603",0,1789
"45876","NT7604",0,1188
"45877","NT7605",0,1032
"45878","NT7608",0,743
"45879","NT7609",0,811
"45880","NT7610",0,2511
"45881","NT7611",0,1434
"45882","NT7612",0,1301
"45883","NT7613",0,838
"45884","NT7614",0,1478
"45885","NT7615",0,2003
"45886","NT7616",0,320
"45887","NT7617",0,966
"45888","NT7618",0,267
"45889","NT7619",0,1504
"45890","NT7624",0,295
"45891","NT7625",0,3027
"45892","NT7626",0,446
"45893","NT7627",0,1916
"45894","NT7628",0,2243
"45895","NT7629",0,531
"45896","NT7630",0,112
"45897","NT7631",0,857
"45898","NT7636",0,390
"45899","NT7637",0,1926
"45900","NT7641",0,1156
"45901","NT7642",0,418
"45902","NT7643",0,1072
"45903","NT7644",0,1145
"45904","NT7648",0,1167
"45905","NT7649",0,1643
"45906","NT7650",0,1612
"45907","NT7652",0,1518
"45908","NT7653",0,1346
"45909","NT7654",0,431
"45910","NT7657",0,1260
"45911","NT7658",0,378
"45912","NT7660",0,750
"45913","NT7661",0,1929
"45914","NT7662",0,1833
"45915","NT7663",0,163
"45916","NT7665",0,967
"45917","NT7666",0,558
"45918","NT7668",0,656
"45919","NT7669",0,654
"45920","NT7671",0,1397
"45921","NT7672",0,1329
"45922","NT7700",0,770
"45923","NT7701",0,1809
"45924","NT7702",0,784
"45925","NT7709",0,333
"45926","NT7710",0,1930
"45927","NT7713",0,1025
"45928","NT7714",0,816
"45929","NT7716",0,861
"45930","NT7717",0,155
"45931","NT7718",0,1579
"45932","NT7719",0,2020
"45933","NT7720",0,1699
"45934","NT7723",0,524
"45935","NT7724",0,103
"45936","NT7725",0,1937
"45937","NT7726",0,410
"45938","NT7727",0,859
"45939","NT7728",0,897
"45940","NT7729",0,1271
"45941","NT7730",0,327
"45942","NT7737",0,337
"45943","NT7738",0,952
"45944","NT7741",0,1190
"45945","NT7743",0,1518
"45946","NT7744",0,672
"45947","NT7746",0,167
"45948","NT7749",0,1313
"45949","NT7750",0,2169
"45950","NT7751",0,671
"45951","NT7752",0,2564
"45952","NT7753",0,1286
"45953","NT7755",0,38
"45954","NT7757",0,2373
"45955","NT7758",0,1726
"45956","NT7759",0,962
"45957","NT7760",0,1509
"45958","NT7764",0,1484
"45959","NT7765",0,917
"45960","NT7767",0,874
"45961","NT7769",0,1454
"45962","NT7772",0,659
"45963","NT7800",0,2089
"45964","NT7801",0,1165
"45965","NT7802",0,1170
"45966","NT7803",0,1775
"45967","NT7804",0,2219
"45968","NT7805",0,125
"45969","NT7806",0,235
"45970","NT7808",0,305
"45971","NT7810",0,765
"45972","NT7814",0,612
"45973","NT7815",0,2301
"45974","NT7816",0,1264
"45975","NT7817",0,1414
"45976","NT7818",0,1231
"45977","NT7820",0,1552
"45978","NT7821",0,1125
"45979","NT7822",0,1657
"45980","NT7823",0,970
"45981","NT7824",0,1015
"45982","NT7825",0,1956
"45983","NT7837",0,446
"45984","NT7838",0,1199
"45985","NT7841",0,1020
"45986","NT7842",0,279
"45987","NT7843",0,657
"45988","NT7844",0,1857
"45989","NT7846",0,1090
"45990","NT7849",0,1307
"45991","NT7850",0,1370
"45992","NT7851",0,2043
"45993","NT7852",0,89
"45994","NT7855",0,366
"45995","NT7856",0,1861
"45996","NT7857",0,496
"45997","NT7859",0,1170
"45998","NT7860",0,1272
"45999","NT7863",0,920
"46000","NT7864",0,470
"46001","NT7867",0,1083
"46002","NT7869",0,899
"46003","NT7870",0,1125
"46004","NT7871",0,660
"46005","NT7904",0,341
"46006","NT7905",0,1646
"46007","NT7906",0,1279
"46008","NT7908",0,1576
"46009","NT7909",0,280
"46010","NT7910",0,170
"46011","NT7911",0,796
"46012","NT7913",0,516
"46013","NT7914",0,1721
"46014","NT7917",0,1307
"46015","NT7919",0,813
"46016","NT7920",0,1277
"46017","NT7923",0,347
"46018","NT7925",0,126
"46019","NT7929",0,622
"46020","NT7934",0,560
"46021","NT7937",0,1133
"46022","NT7938",0,1479
"46023","NT7940",0,889
"46024","NT7941",0,512
"46025","NT7942",0,708
"46026","NT7943",0,403
"46027","NT7944",0,1088
"46028","NT7946",0,1096
"46029","NT7949",0,890
"46030","NT7950",0,1503
"46031","NT7951",0,2180
"46032","NT7952",0,298
"46033","NT7956",0,2047
"46034","NT7957",0,927
"46035","NT7961",0,169
"46036","NT7962",0,674
"46037","NT7963",0,1525
"46038","NT7966",0,673
"46039","NT7967",0,1352
"46040","NT7968",0,1208
"46041","NT7969",0,1119
"46042","NT7970",0,1741
"46043","NT8000",0,1086
"46044","NT8001",0,1368
"46045","NT8002",0,1407
"46046","NT8003",0,799
"46047","NT8005",0,382
"46048","NT8006",0,455
"46049","NT8008",0,481
"46050","NT8009",0,1840
"46051","NT8010",0,690
"46052","NT8011",0,2048
"46053","NT8013",0,321
"46054","NT8014",0,955
"46055","NT8016",0,381
"46056","NT8017",0,992
"46057","NT8023",0,697
"46058","NT8024",0,452
"46059","NT8027",0,137
"46060","NT8028",0,2048
"46061","NT8029",0,44
"46062","NT8034",0,1235
"46063","NT8038",0,377
"46064","NT8039",0,774
"46065","NT8040",0,447
"46066","NT8041",0,673
"46067","NT8042",0,2080
"46068","NT8043",0,1494
"46069","NT8044",0,2074
"46070","NT8045",0,480
"46071","NT8046",0,1114
"46072","NT8048",0,894
"46073","NT8050",0,1367
"46074","NT8051",0,2160
"46075","NT8052",0,1257
"46076","NT8055",0,478
"46077","NT8056",0,2849
"46078","NT8059",0,21
"46079","NT8061",0,592
"46080","NT8062",0,358
"46081","NT8063",0,852
"46082","NT8064",0,1548
"46083","NT8065",0,233
"46084","NT8069",0,37
"46085","NT8070",0,317
"46086","NT8100",0,799
"46087","NT8102",0,76
"46088","NT8103",0,1253
"46089","NT8104",0,1108
"46090","NT8105",0,303
"46091","NT8107",0,1091
"46092","NT8108",0,870
"46093","NT8109",0,1661
"46094","NT8110",0,1615
"46095","NT8111",0,693
"46096","NT8112",0,327
"46097","NT8113",0,68
"46098","NT8115",0,1068
"46099","NT8116",0,1121
"46100","NT8120",0,1853
"46101","NT8121",0,2331
"46102","NT8122",0,1985
"46103","NT8123",0,2103
"46104","NT8124",0,1647
"46105","NT8125",0,1953
"46106","NT8126",0,2187
"46107","NT8127",0,110
"46108","NT8128",0,1186
"46109","NT8133",0,341
"46110","NT8134",0,1759
"46111","NT8135",0,835
"46112","NT8138",0,239
"46113","NT8139",0,1991
"46114","NT8140",0,1604
"46115","NT8141",0,1956
"46116","NT8142",0,479
"46117","NT8145",0,665
"46118","NT8146",0,2642
"46119","NT8148",0,1085
"46120","NT8151",0,1344
"46121","NT8152",0,1613
"46122","NT8155",0,1063
"46123","NT8156",0,1908
"46124","NT8158",0,120
"46125","NT8159",0,1152
"46126","NT8164",0,733
"46127","NT8165",0,2435
"46128","NT8166",0,193
"46129","NT8167",0,428
"46130","NT8169",0,185
"46131","NT8170",0,1579
"46132","NT8200",0,2710
"46133","NT8201",0,1653
"46134","NT8202",0,2451
"46135","NT8206",0,860
"46136","NT8207",0,156
"46137","NT8208",0,783
"46138","NT8210",0,1897
"46139","NT8211",0,1466
"46140","NT8212",0,1107
"46141","NT8213",0,203
"46142","NT8217",0,133
"46143","NT8218",0,1367
"46144","NT8219",0,1692
"46145","NT8220",0,1427
"46146","NT8222",0,1492
"46147","NT8224",0,574
"46148","NT8225",0,2224
"46149","NT8226",0,45
"46150","NT8227",0,1382
"46151","NT8228",0,2357
"46152","NT8229",0,90
"46153","NT8230",0,271
"46154","NT8231",0,845
"46155","NT8233",0,208
"46156","NT8234",0,835
"46157","NT8235",0,1504
"46158","NT8238",0,1503
"46159","NT8239",0,68
"46160","NT8240",0,777
"46161","NT8241",0,1037
"46162","NT8246",0,1339
"46163","NT8247",0,894
"46164","NT8248",0,1335
"46165","NT8250",0,77
"46166","NT8252",0,1919
"46167","NT8253",0,491
"46168","NT8255",0,761
"46169","NT8256",0,633
"46170","NT8258",0,412
"46171","NT8259",0,661
"46172","NT8263",0,449
"46173","NT8264",0,2455
"46174","NT8265",0,429
"46175","NT8266",0,1998
"46176","NT8267",0,769
"46177","NT8270",0,137
"46178","NT8300",0,40
"46179","NT8301",0,1706
"46180","NT8302",0,241
"46181","NT8303",0,652
"46182","NT8305",0,1011
"46183","NT8306",0,1281
"46184","NT8310",0,1298
"46185","NT8311",0,1591
"46186","NT8312",0,1990
"46187","NT8313",0,1449
"46188","NT8314",0,208
"46189","NT8315",0,167
"46190","NT8316",0,1288
"46191","NT8317",0,977
"46192","NT8318",0,831
"46193","NT8319",0,1903
"46194","NT8320",0,746
"46195","NT8322",0,409
"46196","NT8323",0,269
"46197","NT8324",0,1487
"46198","NT8325",0,526
"46199","NT8327",0,695
"46200","NT8328",0,20
"46201","NT8329",0,2084
"46202","NT8330",0,1028
"46203","NT8331",0,565
"46204","NT8332",0,851
"46205","NT8333",0,338
"46206","NT8335",0,1722
"46207","NT8336",0,1306
"46208","NT8338",0,695
"46209","NT8339",0,1586
"46210","NT8340",0,1161
"46211","NT8346",0,313
"46212","NT8347",0,1210
"46213","NT8348",0,1042
"46214","NT8349",0,1328
"46215","NT8350",0,59
"46216","NT8352",0,147
"46217","NT8353",0,1369
"46218","NT8354",0,773
"46219","NT8356",0,1224
"46220","NT8358",0,1332
"46221","NT8363",0,1508
"46222","NT8364",0,179
"46223","NT8365",0,1201
"46224","NT8404",0,231
"46225","NT8405",0,1331
"46226","NT8406",0,1396
"46227","NT8409",0,846
"46228","NT8410",0,161
"46229","NT8411",0,1262
"46230","NT8412",0,1223
"46231","NT8413",0,999
"46232","NT8414",0,609
"46233","NT8417",0,434
"46234","NT8419",0,1865
"46235","NT8420",0,2450
"46236","NT8421",0,334
"46237","NT8422",0,134
"46238","NT8424",0,1225
"46239","NT8425",0,974
"46240","NT8426",0,1120
"46241","NT8427",0,1566
"46242","NT8428",0,2132
"46243","NT8429",0,1652
"46244","NT8430",0,906
"46245","NT8431",0,2565
"46246","NT8432",0,2427
"46247","NT8433",0,1828
"46248","NT8435",0,56
"46249","NT8436",0,881
"46250","NT8437",0,934
"46251","NT8438",0,2097
"46252","NT8439",0,1780
"46253","NT8440",0,348
"46254","NT8444",0,38
"46255","NT8447",0,319
"46256","NT8448",0,1859
"46257","NT8449",0,1640
"46258","NT8452",0,404
"46259","NT8453",0,1428
"46260","NT8454",0,1119
"46261","NT8455",0,141
"46262","NT8456",0,1935
"46263","NT8458",0,2241
"46264","NT8459",0,779
"46265","NT8460",0,618
"46266","NT8462",0,700
"46267","NT8463",0,1440
"46268","NT8465",0,531
"46269","NT8500",0,177
