"","tile_name","HF"
"24674","NS7550",4
"24675","NS7554",4
"24676","NS7557",1
"24677","NS7558",1
"24678","NS7566",1
"24679","NS7567",2
"24680","NS7570",2
"24681","NS7571",2
"24682","NS7575",2
"24683","NS7577",2
"24684","NS7579",1
"24685","NS7580",1
"24686","NS7583",1
"24687","NS7584",1
"24688","NS7585",1
"24689","NS7586",10
"24690","NS7587",3
"24691","NS7588",3
"24692","NS7589",4
"24693","NS7590",1
"24694","NS7592",1
"24695","NS7593",1
"24696","NS7601",2
"24697","NS7602",2
"24698","NS7606",1
"24699","NS7607",2
"24700","NS7608",4
"24701","NS7609",1
"24702","NS7610",2
"24703","NS7611",1
"24704","NS7612",1
"24705","NS7613",1
"24706","NS7614",1
"24707","NS7615",1
"24708","NS7616",1
"24709","NS7617",1
"24710","NS7618",1
"24711","NS7619",1
"24712","NS7624",1
"24713","NS7627",1
"24714","NS7628",1
"24715","NS7633",1
"24716","NS7636",1
"24717","NS7637",3
"24718","NS7639",1
"24719","NS7640",1
"24720","NS7643",1
"24721","NS7646",3
"24722","NS7648",1
"24723","NS7653",2
"24724","NS7654",2
"24725","NS7655",1
"24726","NS7659",1
"24727","NS7660",1
"24728","NS7662",1
"24729","NS7663",1
"24730","NS7664",1
"24731","NS7667",1
"24732","NS7668",1
"24733","NS7669",2
"24734","NS7671",1
"24735","NS7672",1
"24736","NS7673",1
"24737","NS7676",1
"24738","NS7678",1
"24739","NS7679",1
"24740","NS7680",3
"24741","NS7681",1
"24742","NS7683",1
"24743","NS7684",3
"24744","NS7687",1
"24745","NS7688",4
"24746","NS7690",2
"24747","NS7692",1
"24748","NS7693",2
"24749","NS7694",1
"24750","NS7696",3
"24751","NS7697",1
"24752","NS7701",2
"24753","NS7702",1
"24754","NS7704",1
"24755","NS7705",1
"24756","NS7706",1
"24757","NS7708",2
"24758","NS7709",1
"24759","NS7710",1
"24760","NS7711",1
"24761","NS7712",1
"24762","NS7716",2
"24763","NS7717",3
"24764","NS7721",1
"24765","NS7722",1
"24766","NS7726",1
"24767","NS7731",1
"24768","NS7734",1
"24769","NS7737",1
"24770","NS7738",3
"24771","NS7740",4
"24772","NS7743",1
"24773","NS7744",2
"24774","NS7748",1
"24775","NS7751",1
"24776","NS7752",2
"24777","NS7753",2
"24778","NS7759",1
"24779","NS7760",3
"24780","NS7762",2
"24781","NS7763",2
"24782","NS7771",4
"24783","NS7772",1
"24784","NS7773",1
"24785","NS7774",1
"24786","NS7776",2
"24787","NS7778",4
"24788","NS7782",1
"24789","NS7784",2
"24790","NS7786",1
"24791","NS7787",2
"24792","NS7789",1
"24793","NS7792",1
"24794","NS7795",4
"24795","NS7798",1
"24796","NS7808",3
"24797","NS7809",2
"24798","NS7810",1
"24799","NS7811",2
"24800","NS7812",3
"24801","NS7815",1
"24802","NS7817",1
"24803","NS7818",2
"24804","NS7825",2
"24805","NS7828",2
"24806","NS7837",1
"24807","NS7838",1
"24808","NS7839",1
"24809","NS7845",1
"24810","NS7853",1
"24811","NS7857",3
"24812","NS7861",1
"24813","NS7862",1
"24814","NS7866",1
"24815","NS7869",1
"24816","NS7870",2
"24817","NS7872",2
"24818","NS7875",4
"24819","NS7876",1
"24820","NS7877",1
"24821","NS7878",1
"24822","NS7883",2
"24823","NS7885",1
"24824","NS7887",3
"24825","NS7888",1
"24826","NS7889",1
"24827","NS7890",1
"24828","NS7891",1
"24829","NS7895",3
"24830","NS7896",13
"24831","NS7897",2
"24832","NS7898",1
"24833","NS7899",1
"24834","NS7900",1
"24835","NS7904",1
"24836","NS7906",2
"24837","NS7907",2
"24838","NS7908",4
"24839","NS7911",1
"24840","NS7914",2
"24841","NS7918",1
"24842","NS7919",1
"24843","NS7920",1
"24844","NS7923",2
"24845","NS7927",1
"24846","NS7929",1
"24847","NS7932",1
"24848","NS7936",1
"24849","NS7937",1
"24850","NS7940",1
"24851","NS7950",1
"24852","NS7951",3
"24853","NS7965",2
"24854","NS7966",5
"24855","NS7972",1
"24856","NS7975",2
"24857","NS7978",1
"24858","NS7984",1
"24859","NS7985",1
"24860","NS8001",1
"24861","NS8007",3
"24862","NS8008",1
"24863","NS8012",4
"24864","NS8014",1
"24865","NS8015",2
"24866","NS8016",3
"24867","NS8017",3
"24868","NS8021",1
"24869","NS8027",1
"24870","NS8028",3
"24871","NS8034",1
"24872","NS8035",1
"24873","NS8039",1
"24874","NS8042",2
"24875","NS8043",1
"24876","NS8046",2
"24877","NS8047",3
"24878","NS8050",2
"24879","NS8051",1
"24880","NS8056",1
"24881","NS8057",3
"24882","NS8059",1
"24883","NS8067",2
"24884","NS8068",1
"24885","NS8070",2
"24886","NS8071",1
"24887","NS8073",2
"24888","NS8075",1
"24889","NS8077",3
"24890","NS8078",3
"24891","NS8079",1
"24892","NS8083",2
"24893","NS8085",1
"24894","NS8090",2
"24895","NS8097",1
"24896","NS8099",1
"24897","NS8101",1
"24898","NS8104",2
"24899","NS8105",1
"24900","NS8108",1
"24901","NS8109",1
"24902","NS8110",1
"24903","NS8114",1
"24904","NS8115",1
"24905","NS8123",1
"24906","NS8125",1
"24907","NS8128",2
"24908","NS8129",1
"24909","NS8137",2
"24910","NS8139",1
"24911","NS8140",1
"24912","NS8141",1
"24913","NS8142",1
"24914","NS8145",2
"24915","NS8146",3
"24916","NS8148",3
"24917","NS8149",1
"24918","NS8160",1
"24919","NS8161",2
"24920","NS8162",1
"24921","NS8163",1
"24922","NS8166",1
"24923","NS8167",1
"24924","NS8172",2
"24925","NS8173",3
"24926","NS8174",1
"24927","NS8175",2
"24928","NS8177",1
"24929","NS8179",2
"24930","NS8180",1
"24931","NS8182",1
"24932","NS8183",4
"24933","NS8192",1
"24934","NS8194",1
"24935","NS8197",1
"24936","NS8198",1
"24937","NS8202",1
"24938","NS8203",1
"24939","NS8204",2
"24940","NS8206",2
"24941","NS8208",2
"24942","NS8209",1
"24943","NS8217",4
"24944","NS8225",2
"24945","NS8226",2
"24946","NS8229",3
"24947","NS8231",1
"24948","NS8232",1
"24949","NS8233",2
"24950","NS8235",2
"24951","NS8236",3
"24952","NS8238",1
"24953","NS8246",1
"24954","NS8247",3
"24955","NS8248",1
"24956","NS8250",2
"24957","NS8257",2
"24958","NS8259",1
"24959","NS8263",2
"24960","NS8264",2
"24961","NS8266",1
"24962","NS8267",1
"24963","NS8268",1
"24964","NS8269",3
"24965","NS8270",4
"24966","NS8271",4
"24967","NS8272",1
"24968","NS8273",4
"24969","NS8274",1
"24970","NS8276",1
"24971","NS8277",1
"24972","NS8279",2
"24973","NS8280",1
"24974","NS8282",1
"24975","NS8283",3
"24976","NS8285",1
"24977","NS8291",1
"24978","NS8294",1
"24979","NS8298",3
"24980","NS8300",2
"24981","NS8301",2
"24982","NS8302",1
"24983","NS8304",2
"24984","NS8309",1
"24985","NS8310",1
"24986","NS8314",1
"24987","NS8316",2
"24988","NS8319",1
"24989","NS8328",2
"24990","NS8329",1
"24991","NS8330",3
"24992","NS8331",1
"24993","NS8333",1
"24994","NS8335",1
"24995","NS8336",1
"24996","NS8340",1
"24997","NS8344",2
"24998","NS8345",1
"24999","NS8346",2
"25000","NS8352",2
"25001","NS8353",2
"25002","NS8354",1
"25003","NS8356",4
"25004","NS8357",1
"25005","NS8358",1
"25006","NS8361",1
"25007","NS8362",2
"25008","NS8366",2
"25009","NS8367",2
"25010","NS8369",1
"25011","NS8370",2
"25012","NS8371",2
"25013","NS8373",1
"25014","NS8375",2
"25015","NS8378",1
"25016","NS8380",1
"25017","NS8381",1
"25018","NS8382",1
"25019","NS8386",1
"25020","NS8392",1
"25021","NS8393",1
"25022","NS8395",1
"25023","NS8398",1
"25024","NS8399",1
"25025","NS8402",1
"25026","NS8403",1
"25027","NS8405",2
"25028","NS8406",1
"25029","NS8410",1
"25030","NS8411",1
"25031","NS8412",1
"25032","NS8420",1
"25033","NS8421",1
"25034","NS8422",1
"25035","NS8428",1
"25036","NS8430",1
"25037","NS8431",1
"25038","NS8434",2
"25039","NS8435",1
"25040","NS8441",1
"25041","NS8444",1
"25042","NS8446",1
"25043","NS8448",1
"25044","NS8451",1
"25045","NS8452",1
"25046","NS8454",1
"25047","NS8456",1
"25048","NS8457",5
"25049","NS8458",5
"25050","NS8460",1
"25051","NS8461",1
"25052","NS8464",1
"25053","NS8467",1
"25054","NS8468",1
"25055","NS8469",1
"25056","NS8470",1
"25057","NS8471",4
"25058","NS8473",4
"25059","NS8476",1
"25060","NS8477",2
"25061","NS8481",1
"25062","NS8483",1
"25063","NS8484",1
"25064","NS8487",1
"25065","NS8493",2
"25066","NS8498",2
"25067","NS8499",1
"25068","NS8500",2
"25069","NS8501",2
"25070","NS8502",1
"25071","NS8504",4
"25072","NS8507",1
"25073","NS8508",3
"25074","NS8509",2
"25075","NS8510",2
"25076","NS8511",1
"25077","NS8513",1
"25078","NS8514",1
"25079","NS8518",1
"25080","NS8523",1
"25081","NS8527",1
"25082","NS8532",1
"25083","NS8533",1
"25084","NS8545",5
"25085","NS8546",2
"25086","NS8547",1
"25087","NS8553",3
"25088","NS8555",2
"25089","NS8556",1
"25090","NS8557",1
"25091","NS8558",5
"25092","NS8559",1
"25093","NS8561",1
"25094","NS8563",1
"25095","NS8564",1
"25096","NS8567",2
"25097","NS8568",4
"25098","NS8569",2
"25099","NS8570",3
"25100","NS8571",1
"25101","NS8572",1
"25102","NS8573",2
"25103","NS8574",3
"25104","NS8577",1
"25105","NS8578",1
"25106","NS8579",2
"25107","NS8580",2
"25108","NS8585",2
"25109","NS8591",1
"25110","NS8593",1
"25111","NS8595",1
"25112","NS8596",1
"25113","NS8597",1
"25114","NS8599",1
"25115","NS8602",1
"25116","NS8603",7
"25117","NS8606",1
"25118","NS8607",2
"25119","NS8609",2
"25120","NS8612",2
"25121","NS8613",1
"25122","NS8615",1
"25123","NS8619",1
"25124","NS8620",1
"25125","NS8621",1
"25126","NS8622",4
"25127","NS8625",1
"25128","NS8629",2
"25129","NS8632",2
"25130","NS8633",3
"25131","NS8639",1
"25132","NS8643",1
"25133","NS8651",1
"25134","NS8656",3
"25135","NS8659",1
"25136","NS8660",2
"25137","NS8664",5
"25138","NS8665",1
"25139","NS8666",1
"25140","NS8667",3
"25141","NS8671",1
"25142","NS8672",4
"25143","NS8674",1
"25144","NS8675",2
"25145","NS8677",2
"25146","NS8681",2
"25147","NS8685",2
"25148","NS8689",2
"25149","NS8691",6
"25150","NS8692",2
"25151","NS8696",1
"25152","NS8697",1
"25153","NS8700",1
"25154","NS8703",1
"25155","NS8707",3
"25156","NS8708",1
"25157","NS8710",1
"25158","NS8714",1
"25159","NS8715",1
"25160","NS8717",2
"25161","NS8722",1
"25162","NS8726",1
"25163","NS8729",1
"25164","NS8732",1
"25165","NS8736",2
"25166","NS8739",4
"25167","NS8741",1
"25168","NS8742",1
"25169","NS8747",1
"25170","NS8748",2
"25171","NS8749",2
"25172","NS8758",2
"25173","NS8759",2
"25174","NS8760",1
"25175","NS8761",2
"25176","NS8762",4
"25177","NS8764",1
"25178","NS8766",2
"25179","NS8768",5
"25180","NS8773",2
"25181","NS8774",4
"25182","NS8775",1
"25183","NS8776",1
"25184","NS8778",2
"25185","NS8780",3
"25186","NS8781",1
"25187","NS8786",2
"25188","NS8791",2
"25189","NS8792",4
"25190","NS8800",2
"25191","NS8802",3
"25192","NS8804",1
"25193","NS8805",2
"25194","NS8806",4
"25195","NS8807",1
"25196","NS8809",1
"25197","NS8812",1
"25198","NS8816",1
"25199","NS8821",1
"25200","NS8833",2
"25201","NS8834",1
"25202","NS8836",1
"25203","NS8838",1
"25204","NS8839",1
"25205","NS8840",1
"25206","NS8841",3
"25207","NS8842",1
"25208","NS8845",4
"25209","NS8847",2
"25210","NS8861",1
"25211","NS8862",1
"25212","NS8864",2
"25213","NS8866",6
"25214","NS8867",1
"25215","NS8868",1
"25216","NS8869",5
"25217","NS8870",1
"25218","NS8872",1
"25219","NS8873",5
"25220","NS8874",3
"25221","NS8875",1
"25222","NS8880",2
"25223","NS8881",1
"25224","NS8882",3
"25225","NS8885",3
"25226","NS8887",1
"25227","NS8890",1
"25228","NS8891",4
"25229","NS8892",1
"25230","NS8896",2
"25231","NS8898",1
"25232","NS8902",2
"25233","NS8903",5
"25234","NS8904",2
"25235","NS8905",1
"25236","NS8907",1
"25237","NS8908",1
"25238","NS8920",1
"25239","NS8922",1
"25240","NS8923",2
"25241","NS8931",1
"25242","NS8938",1
"25243","NS8939",1
"25244","NS8940",2
"25245","NS8947",1
"25246","NS8949",1
"25247","NS8954",1
"25248","NS8957",1
"25249","NS8960",1
"25250","NS8962",5
"25251","NS8963",1
"25252","NS8968",2
"25253","NS8970",2
"25254","NS8972",1
"25255","NS8974",1
"25256","NS8975",1
"25257","NS8976",1
"25258","NS8979",1
"25259","NS8981",2
"25260","NS8982",1
"25261","NS8989",1
"25262","NS8990",1
"25263","NS8996",3
"25264","NS9002",3
"25265","NS9005",1
"25266","NS9006",1
"25267","NS9008",4
"25268","NS9010",1
"25269","NS9013",1
"25270","NS9014",1
"25271","NS9015",1
"25272","NS9019",2
"25273","NS9021",1
"25274","NS9027",1
"25275","NS9030",2
"25276","NS9033",1
"25277","NS9037",1
"25278","NS9043",1
"25279","NS9050",1
"25280","NS9051",3
"25281","NS9052",5
"25282","NS9055",1
"25283","NS9057",2
"25284","NS9059",3
"25285","NS9060",3
"25286","NS9063",1
"25287","NS9070",2
"25288","NS9072",3
"25289","NS9074",2
"25290","NS9075",1
"25291","NS9078",1
"25292","NS9082",5
"25293","NS9088",2
"25294","NS9096",2
"25295","NS9097",1
"25296","NS9099",1
"25297","NS9100",1
"25298","NS9101",3
"25299","NS9103",1
"25300","NS9116",1
"25301","NS9119",1
"25302","NS9121",1
"25303","NS9125",1
"25304","NS9135",1
"25305","NS9137",2
"25306","NS9144",1
"25307","NS9152",1
"25308","NS9154",1
"25309","NS9156",4
"25310","NS9157",1
"25311","NS9160",2
"25312","NS9163",1
"25313","NS9164",2
"25314","NS9165",2
"25315","NS9169",1
"25316","NS9172",1
"25317","NS9180",1
"25318","NS9182",8
"25319","NS9184",1
"25320","NS9187",2
"25321","NS9188",2
"25322","NS9190",1
"25323","NS9198",1
"25324","NS9200",3
"25325","NS9201",2
"25326","NS9202",3
"25327","NS9203",1
"25328","NS9205",1
"25329","NS9212",1
"25330","NS9218",1
"25331","NS9220",1
"25332","NS9221",1
"25333","NS9227",1
"25334","NS9232",1
"25335","NS9233",1
"25336","NS9235",1
"25337","NS9236",2
"25338","NS9239",1
"25339","NS9241",3
"25340","NS9242",1
"25341","NS9243",2
"25342","NS9254",2
"25343","NS9256",1
"25344","NS9258",3
"25345","NS9259",3
"25346","NS9263",2
"25347","NS9266",1
"25348","NS9270",1
"25349","NS9272",1
"25350","NS9273",1
"25351","NS9275",1
"25352","NS9281",1
"25353","NS9285",3
"25354","NS9287",1
"25355","NS9288",1
"25356","NS9289",1
"25357","NS9292",1
"25358","NS9294",2
"25359","NS9301",1
"25360","NS9303",4
"25361","NS9310",1
"25362","NS9311",1
"25363","NS9313",1
"25364","NS9316",1
"25365","NS9317",3
"25366","NS9319",1
"25367","NS9320",2
"25368","NS9321",2
"25369","NS9322",1
"25370","NS9323",2
"25371","NS9324",1
"25372","NS9325",1
"25373","NS9326",2
"25374","NS9329",2
"25375","NS9331",1
"25376","NS9335",3
"25377","NS9338",1
"25378","NS9340",1
"25379","NS9342",1
"25380","NS9343",1
"25381","NS9345",2
"25382","NS9346",4
"25383","NS9347",1
"25384","NS9349",2
"25385","NS9351",2
"25386","NS9358",1
"25387","NS9359",2
"25388","NS9360",1
"25389","NS9365",4
"25390","NS9366",1
"25391","NS9369",1
"25392","NS9371",1
"25393","NS9372",1
"25394","NS9387",1
"25395","NS9388",1
"25396","NS9392",1
"25397","NS9396",2
"25398","NS9397",2
"25399","NS9398",1
"25400","NS9402",1
"25401","NS9410",1
"25402","NS9412",3
"25403","NS9415",1
"25404","NS9417",1
"25405","NS9420",2
"25406","NS9426",1
"25407","NS9427",4
"25408","NS9428",4
"25409","NS9432",3
"25410","NS9437",1
"25411","NS9438",1
"25412","NS9440",1
"25413","NS9442",1
"25414","NS9445",1
"25415","NS9447",2
"25416","NS9448",4
"25417","NS9451",1
"25418","NS9452",1
"25419","NS9455",3
"25420","NS9456",1
"25421","NS9458",1
"25422","NS9459",2
"25423","NS9460",3
"25424","NS9461",3
"25425","NS9468",1
"25426","NS9470",1
"25427","NS9471",3
"25428","NS9473",1
"25429","NS9474",4
"25430","NS9479",2
"25431","NS9484",1
"25432","NS9488",1
"25433","NS9494",2
"25434","NS9497",4
"25435","NS9500",1
"25436","NS9501",1
"25437","NS9502",1
"25438","NS9506",1
"25439","NS9509",1
"25440","NS9511",1
"25441","NS9512",1
"25442","NS9513",2
"25443","NS9514",4
"25444","NS9516",1
"25445","NS9517",3
"25446","NS9518",2
"25447","NS9521",2
"25448","NS9524",1
"25449","NS9528",2
"25450","NS9531",1
"25451","NS9533",1
"25452","NS9538",1
"25453","NS9540",1
"25454","NS9544",1
"25455","NS9545",2
"25456","NS9546",1
"25457","NS9547",2
"25458","NS9548",1
"25459","NS9553",1
"25460","NS9555",1
"25461","NS9557",1
"25462","NS9563",1
"25463","NS9565",1
"25464","NS9566",3
"25465","NS9567",1
"25466","NS9570",2
"25467","NS9571",1
"25468","NS9572",1
"25469","NS9574",4
"25470","NS9579",2
"25471","NS9583",1
"25472","NS9588",1
"25473","NS9590",1
"25474","NS9591",3
"25475","NS9592",1
"25476","NS9593",4
"25477","NS9594",1
"25478","NS9597",1
"25479","NS9598",2
"25480","NS9599",2
"25481","NS9602",2
"25482","NS9603",2
"25483","NS9605",1
"25484","NS9606",1
"25485","NS9609",1
"25486","NS9610",1
"25487","NS9615",3
"25488","NS9616",1
"25489","NS9619",2
"25490","NS9622",1
"25491","NS9629",1
"25492","NS9637",1
"25493","NS9638",1
"25494","NS9641",1
"25495","NS9642",1
"25496","NS9643",4
"25497","NS9644",1
"25498","NS9648",1
"25499","NS9649",1
"25500","NS9652",1
"25501","NS9654",2
"25502","NS9655",2
"25503","NS9656",1
"25504","NS9658",1
"25505","NS9661",2
"25506","NS9662",1
"25507","NS9663",3
"25508","NS9665",1
"25509","NS9668",2
"25510","NS9669",1
"25511","NS9670",2
"25512","NS9671",1
"25513","NS9675",2
"25514","NS9676",2
"25515","NS9679",2
"25516","NS9685",3
"25517","NS9691",1
"25518","NS9696",4
"25519","NS9697",1
"25520","NS9698",1
"25521","NS9699",3
"25522","NS9700",4
"25523","NS9701",1
"25524","NS9707",1
"25525","NS9708",1
"25526","NS9709",2
"25527","NS9722",2
"25528","NS9723",1
"25529","NS9724",1
"25530","NS9725",3
"25531","NS9728",1
"25532","NS9730",2
"25533","NS9731",1
"25534","NS9733",1
"25535","NS9735",1
"25536","NS9738",1
"25537","NS9741",1
"25538","NS9742",1
"25539","NS9744",1
"25540","NS9747",3
"25541","NS9748",2
"25542","NS9749",1
"25543","NS9750",4
"25544","NS9751",1
"25545","NS9752",1
"25546","NS9758",1
"25547","NS9764",1
"25548","NS9767",3
"25549","NS9770",1
"25550","NS9773",1
"25551","NS9774",1
"25552","NS9775",1
"25553","NS9776",2
"25554","NS9778",2
"25555","NS9780",1
"25556","NS9785",1
"25557","NS9788",1
"25558","NS9790",1
"25559","NS9791",2
"25560","NS9796",2
"25561","NS9797",2
"25562","NS9798",1
"25563","NS9799",1
"25564","NS9801",1
"25565","NS9808",2
"25566","NS9809",1
"25567","NS9810",4
"25568","NS9812",1
"25569","NS9815",1
"25570","NS9820",1
"25571","NS9821",1
"25572","NS9822",1
"25573","NS9824",1
"25574","NS9825",2
"25575","NS9828",1
"25576","NS9831",1
"25577","NS9832",2
"25578","NS9840",1
"25579","NS9842",1
"25580","NS9844",4
"25581","NS9847",1
"25582","NS9848",2
"25583","NS9849",1
"25584","NS9850",1
"25585","NS9851",4
"25586","NS9852",3
"25587","NS9853",4
"25588","NS9854",2
"25589","NS9856",1
"25590","NS9860",1
"25591","NS9862",1
"25592","NS9863",1
"25593","NS9864",1
"25594","NS9865",1
"25595","NS9866",1
"25596","NS9867",1
"25597","NS9870",2
"25598","NS9877",1
"25599","NS9878",2
"25600","NS9882",2
"25601","NS9888",2
"25602","NS9889",1
"25603","NS9890",1
"25604","NS9891",2
"25605","NS9894",2
"25606","NS9895",2
"25607","NS9896",3
"25608","NS9897",1
"25609","NS9898",1
"25610","NS9899",1
"25611","NS9903",1
"25612","NS9910",1
"25613","NS9918",2
"25614","NS9919",1
"25615","NS9921",1
"25616","NS9922",3
"25617","NS9932",2
"25618","NS9933",2
"25619","NS9934",2
"25620","NS9937",7
"25621","NS9940",3
"25622","NS9943",1
"25623","NS9944",3
"25624","NS9945",2
"25625","NS9947",1
"25626","NS9950",1
"25627","NS9953",1
"25628","NS9958",1
"25629","NS9964",1
"25630","NS9966",3
"25631","NS9967",1
"25632","NS9969",1
"25633","NS9976",1
"25634","NS9978",1
"25635","NS9988",1
"25636","NS9992",2
"25637","NS9994",2
"25638","NS9998",3
"25639","NS9999",3
"25640","NT0000",1
"25641","NT0002",1
"25642","NT0005",1
"25643","NT0013",2
"25644","NT0018",1
"25645","NT0020",1
"25646","NT0022",1
"25647","NT0026",2
"25648","NT0027",1
"25649","NT0028",2
"25650","NT0031",1
"25651","NT0034",1
"25652","NT0035",1
"25653","NT0036",2
"25654","NT0037",1
"25655","NT0040",2
"25656","NT0041",1
"25657","NT0044",2
"25658","NT0045",2
"25659","NT0048",1
"25660","NT0055",2
"25661","NT0057",2
"25662","NT0065",1
"25663","NT0073",1
"25664","NT0077",3
"25665","NT0094",1
"25666","NT0096",1
"25667","NT0097",1
"25668","NT0098",2
"25669","NT0100",1
"25670","NT0106",1
"25671","NT0107",2
"25672","NT0108",1
"25673","NT0109",1
"25674","NT0110",2
"25675","NT0112",2
"25676","NT0117",1
"25677","NT0118",2
"25678","NT0121",1
"25679","NT0123",1
"25680","NT0124",1
"25681","NT0125",1
"25682","NT0126",1
"25683","NT0127",1
"25684","NT0128",1
"25685","NT0132",1
"25686","NT0133",2
"25687","NT0134",3
"25688","NT0135",1
"25689","NT0136",1
"25690","NT0140",1
"25691","NT0143",1
"25692","NT0144",1
"25693","NT0147",3
"25694","NT0151",2
"25695","NT0152",7
"25696","NT0153",2
"25697","NT0154",5
"25698","NT0156",2
"25699","NT0157",4
"25700","NT0162",1
"25701","NT0163",1
"25702","NT0165",3
"25703","NT0167",2
"25704","NT0170",1
"25705","NT0171",1
"25706","NT0173",1
"25707","NT0185",1
"25708","NT0186",2
"25709","NT0193",1
"25710","NT0195",1
"25711","NT0197",1
"25712","NT0198",2
"25713","NT0199",2
"25714","NT0200",1
"25715","NT0202",1
"25716","NT0204",1
"25717","NT0205",1
"25718","NT0206",1
"25719","NT0212",1
"25720","NT0220",1
"25721","NT0221",1
"25722","NT0222",1
"25723","NT0223",1
"25724","NT0225",1
"25725","NT0226",1
"25726","NT0227",1
"25727","NT0228",1
"25728","NT0230",1
"25729","NT0231",1
"25730","NT0233",1
"25731","NT0236",1
"25732","NT0237",1
"25733","NT0238",3
"25734","NT0239",1
"25735","NT0247",1
"25736","NT0248",3
"25737","NT0249",1
"25738","NT0252",1
"25739","NT0253",2
"25740","NT0254",4
"25741","NT0261",1
"25742","NT0262",1
"25743","NT0265",1
"25744","NT0267",1
"25745","NT0270",1
"25746","NT0271",1
"25747","NT0272",2
"25748","NT0284",1
"25749","NT0286",2
"25750","NT0288",1
"25751","NT0290",1
"25752","NT0294",1
"25753","NT0297",3
"25754","NT0298",1
"25755","NT0301",2
"25756","NT0305",2
"25757","NT0308",5
"25758","NT0309",1
"25759","NT0312",1
"25760","NT0315",1
"25761","NT0317",1
"25762","NT0320",1
"25763","NT0321",4
"25764","NT0324",2
"25765","NT0325",1
"25766","NT0326",2
"25767","NT0327",5
"25768","NT0328",1
"25769","NT0333",2
"25770","NT0334",1
"25771","NT0335",1
"25772","NT0336",2
"25773","NT0338",1
"25774","NT0339",1
"25775","NT0340",2
"25776","NT0341",1
"25777","NT0343",1
"25778","NT0344",2
"25779","NT0348",1
"25780","NT0352",1
"25781","NT0355",1
"25782","NT0360",1
"25783","NT0366",4
"25784","NT0367",2
"25785","NT0370",1
"25786","NT0387",1
"25787","NT0388",1
"25788","NT0394",4
"25789","NT0398",1
"25790","NT0400",2
"25791","NT0402",1
"25792","NT0404",1
"25793","NT0406",1
"25794","NT0407",2
"25795","NT0409",2
"25796","NT0413",1
"25797","NT0417",1
"25798","NT0418",2
"25799","NT0420",1
"25800","NT0421",1
"25801","NT0422",1
"25802","NT0426",3
"25803","NT0433",1
"25804","NT0435",1
"25805","NT0436",1
"25806","NT0437",1
"25807","NT0444",1
"25808","NT0446",4
"25809","NT0448",3
"25810","NT0449",1
"25811","NT0456",1
"25812","NT0457",1
"25813","NT0460",2
"25814","NT0464",1
"25815","NT0465",1
"25816","NT0477",1
"25817","NT0487",2
"25818","NT0488",1
"25819","NT0493",1
"25820","NT0494",3
"25821","NT0496",1
"25822","NT0497",3
"25823","NT0499",1
"25824","NT0500",3
"25825","NT0501",1
"25826","NT0508",1
"25827","NT0514",3
"25828","NT0516",1
"25829","NT0517",1
"25830","NT0518",3
"25831","NT0519",1
"25832","NT0520",1
"25833","NT0521",1
"25834","NT0522",1
"25835","NT0524",1
"25836","NT0531",1
"25837","NT0534",1
"25838","NT0536",2
"25839","NT0546",3
"25840","NT0547",4
"25841","NT0548",2
"25842","NT0549",1
"25843","NT0557",1
"25844","NT0558",1
"25845","NT0559",1
"25846","NT0560",1
"25847","NT0564",3
"25848","NT0566",1
"25849","NT0570",1
"25850","NT0577",1
"25851","NT0583",1
"25852","NT0590",1
"25853","NT0592",1
"25854","NT0596",1
"25855","NT0599",1
"25856","NT0603",4
"25857","NT0611",1
"25858","NT0614",2
"25859","NT0615",3
"25860","NT0616",1
"25861","NT0620",1
"25862","NT0621",3
"25863","NT0627",3
"25864","NT0628",1
"25865","NT0633",1
"25866","NT0636",1
"25867","NT0638",2
"25868","NT0640",2
"25869","NT0642",1
"25870","NT0647",1
"25871","NT0648",1
"25872","NT0651",1
"25873","NT0655",1
"25874","NT0656",1
"25875","NT0658",1
"25876","NT0660",3
"25877","NT0661",4
"25878","NT0662",3
"25879","NT0663",1
"25880","NT0664",1
"25881","NT0665",2
"25882","NT0667",3
"25883","NT0685",1
"25884","NT0687",1
"25885","NT0691",1
"25886","NT0692",1
"25887","NT0693",3
"25888","NT0695",1
"25889","NT0696",1
"25890","NT0698",1
"25891","NT0701",1
"25892","NT0703",2
"25893","NT0705",2
"25894","NT0706",1
"25895","NT0707",3
"25896","NT0708",3
"25897","NT0709",3
"25898","NT0710",3
"25899","NT0711",3
"25900","NT0712",3
"25901","NT0714",1
"25902","NT0716",1
"25903","NT0722",3
"25904","NT0723",1
"25905","NT0725",1
"25906","NT0726",1
"25907","NT0728",1
"25908","NT0729",4
"25909","NT0733",1
"25910","NT0734",2
"25911","NT0738",2
"25912","NT0741",1
"25913","NT0742",1
"25914","NT0743",1
"25915","NT0747",5
"25916","NT0754",1
"25917","NT0759",1
"25918","NT0760",5
"25919","NT0761",5
"25920","NT0762",1
"25921","NT0763",1
"25922","NT0767",2
"25923","NT0768",2
"25924","NT0776",1
"25925","NT0779",1
"25926","NT0789",1
"25927","NT0792",1
"25928","NT0793",4
"25929","NT0797",2
"25930","NT0798",3
"25931","NT0800",2
"25932","NT0801",1
"25933","NT0802",1
"25934","NT0803",1
"25935","NT0804",1
"25936","NT0808",3
"25937","NT0809",2
"25938","NT0810",2
"25939","NT0813",1
"25940","NT0817",1
"25941","NT0823",3
"25942","NT0825",2
"25943","NT0827",1
"25944","NT0829",3
