"","tile_name","HF"
"34205","NY8318",2
"34206","NY8319",2
"34207","NY8320",2
"34208","NY8321",2
"34209","NY8322",2
"34210","NY8325",1
"34211","NY8326",1
"34212","NY8328",2
"34213","NY8329",4
"34214","NY8331",4
"34215","NY8337",2
"34216","NY8338",3
"34217","NY8341",3
"34218","NY8342",2
"34219","NY8343",1
"34220","NY8345",2
"34221","NY8347",3
"34222","NY8351",1
"34223","NY8352",3
"34224","NY8353",2
"34225","NY8354",2
"34226","NY8355",2
"34227","NY8356",1
"34228","NY8357",1
"34229","NY8360",2
"34230","NY8361",1
"34231","NY8362",2
"34232","NY8369",2
"34233","NY8370",2
"34234","NY8372",2
"34235","NY8373",4
"34236","NY8374",3
"34237","NY8375",3
"34238","NY8376",2
"34239","NY8379",2
"34240","NY8382",3
"34241","NY8383",1
"34242","NY8385",1
"34243","NY8387",2
"34244","NY8388",2
"34245","NY8389",1
"34246","NY8392",4
"34247","NY8393",1
"34248","NY8397",7
"34249","NY8398",3
"34250","NY8399",1
"34251","NY8401",3
"34252","NY8402",1
"34253","NY8403",2
"34254","NY8405",5
"34255","NY8406",2
"34256","NY8408",1
"34257","NY8409",2
"34258","NY8413",2
"34259","NY8415",1
"34260","NY8419",2
"34261","NY8421",2
"34262","NY8424",1
"34263","NY8427",1
"34264","NY8429",3
"34265","NY8430",1
"34266","NY8431",1
"34267","NY8433",2
"34268","NY8435",2
"34269","NY8436",3
"34270","NY8438",3
"34271","NY8439",2
"34272","NY8440",1
"34273","NY8441",1
"34274","NY8442",1
"34275","NY8444",2
"34276","NY8445",4
"34277","NY8447",1
"34278","NY8448",1
"34279","NY8449",2
"34280","NY8451",2
"34281","NY8452",2
"34282","NY8456",1
"34283","NY8460",5
"34284","NY8463",2
"34285","NY8464",2
"34286","NY8465",1
"34287","NY8468",4
"34288","NY8469",1
"34289","NY8470",1
"34290","NY8471",2
"34291","NY8472",2
"34292","NY8473",3
"34293","NY8474",5
"34294","NY8479",3
"34295","NY8480",1
"34296","NY8481",1
"34297","NY8482",3
"34298","NY8483",1
"34299","NY8486",2
"34300","NY8487",1
"34301","NY8488",1
"34302","NY8491",3
"34303","NY8492",1
"34304","NY8493",1
"34305","NY8495",1
"34306","NY8496",4
"34307","NY8497",2
"34308","NY8500",1
"34309","NY8502",2
"34310","NY8503",2
"34311","NY8505",2
"34312","NY8506",1
"34313","NY8507",1
"34314","NY8508",2
"34315","NY8509",2
"34316","NY8514",1
"34317","NY8515",1
"34318","NY8516",3
"34319","NY8517",2
"34320","NY8518",2
"34321","NY8520",2
"34322","NY8522",1
"34323","NY8523",1
"34324","NY8524",1
"34325","NY8525",1
"34326","NY8526",2
"34327","NY8529",6
"34328","NY8530",3
"34329","NY8532",1
"34330","NY8534",3
"34331","NY8539",4
"34332","NY8540",2
"34333","NY8541",2
"34334","NY8543",1
"34335","NY8544",1
"34336","NY8545",4
"34337","NY8546",2
"34338","NY8547",3
"34339","NY8548",2
"34340","NY8551",1
"34341","NY8552",1
"34342","NY8554",1
"34343","NY8555",1
"34344","NY8556",2
"34345","NY8558",2
"34346","NY8559",1
"34347","NY8560",2
"34348","NY8561",1
"34349","NY8563",2
"34350","NY8564",2
"34351","NY8567",1
"34352","NY8568",1
"34353","NY8569",1
"34354","NY8570",2
"34355","NY8571",1
"34356","NY8572",1
"34357","NY8573",1
"34358","NY8574",2
"34359","NY8577",1
"34360","NY8578",1
"34361","NY8579",1
"34362","NY8582",2
"34363","NY8588",1
"34364","NY8590",1
"34365","NY8593",2
"34366","NY8594",2
"34367","NY8595",3
"34368","NY8597",1
"34369","NY8599",1
"34370","NY8601",1
"34371","NY8602",1
"34372","NY8603",1
"34373","NY8604",3
"34374","NY8605",3
"34375","NY8607",1
"34376","NY8608",6
"34377","NY8609",1
"34378","NY8610",1
"34379","NY8613",2
"34380","NY8615",2
"34381","NY8616",2
"34382","NY8618",7
"34383","NY8619",1
"34384","NY8620",3
"34385","NY8623",4
"34386","NY8624",2
"34387","NY8625",4
"34388","NY8626",2
"34389","NY8628",7
"34390","NY8629",6
"34391","NY8633",1
"34392","NY8635",1
"34393","NY8636",1
"34394","NY8638",2
"34395","NY8639",1
"34396","NY8642",1
"34397","NY8643",1
"34398","NY8645",3
"34399","NY8646",5
"34400","NY8653",1
"34401","NY8655",1
"34402","NY8656",1
"34403","NY8658",4
"34404","NY8663",1
"34405","NY8664",2
"34406","NY8666",2
"34407","NY8668",1
"34408","NY8669",1
"34409","NY8670",2
"34410","NY8673",1
"34411","NY8674",4
"34412","NY8676",5
"34413","NY8677",3
"34414","NY8679",1
"34415","NY8680",1
"34416","NY8684",1
"34417","NY8685",1
"34418","NY8689",2
"34419","NY8691",3
"34420","NY8693",2
"34421","NY8694",1
"34422","NY8695",2
"34423","NY8696",2
"34424","NY8699",2
"34425","NY8700",1
"34426","NY8701",3
"34427","NY8703",1
"34428","NY8705",1
"34429","NY8707",2
"34430","NY8708",2
"34431","NY8709",1
"34432","NY8710",1
"34433","NY8712",1
"34434","NY8714",1
"34435","NY8715",3
"34436","NY8718",2
"34437","NY8720",5
"34438","NY8721",1
"34439","NY8722",2
"34440","NY8724",1
"34441","NY8728",3
"34442","NY8729",2
"34443","NY8737",5
"34444","NY8738",4
"34445","NY8740",1
"34446","NY8743",1
"34447","NY8744",3
"34448","NY8747",1
"34449","NY8754",1
"34450","NY8758",1
"34451","NY8760",1
"34452","NY8761",1
"34453","NY8762",1
"34454","NY8765",1
"34455","NY8767",2
"34456","NY8773",1
"34457","NY8774",1
"34458","NY8775",1
"34459","NY8776",1
"34460","NY8783",1
"34461","NY8784",4
"34462","NY8785",2
"34463","NY8786",2
"34464","NY8790",1
"34465","NY8791",2
"34466","NY8792",1
"34467","NY8797",2
"34468","NY8798",1
"34469","NY8799",1
"34470","NY8801",2
"34471","NY8803",2
"34472","NY8804",1
"34473","NY8805",2
"34474","NY8806",2
"34475","NY8807",2
"34476","NY8808",2
"34477","NY8809",3
"34478","NY8810",2
"34479","NY8811",1
"34480","NY8814",2
"34481","NY8815",1
"34482","NY8816",2
"34483","NY8817",2
"34484","NY8818",1
"34485","NY8819",1
"34486","NY8820",3
"34487","NY8821",2
"34488","NY8822",2
"34489","NY8823",1
"34490","NY8824",3
"34491","NY8825",1
"34492","NY8826",1
"34493","NY8828",1
"34494","NY8829",1
"34495","NY8831",2
"34496","NY8832",1
"34497","NY8834",3
"34498","NY8836",1
"34499","NY8838",2
"34500","NY8841",1
"34501","NY8844",3
"34502","NY8845",1
"34503","NY8846",4
"34504","NY8847",1
"34505","NY8852",1
"34506","NY8854",4
"34507","NY8855",2
"34508","NY8858",2
"34509","NY8859",2
"34510","NY8860",2
"34511","NY8861",3
"34512","NY8863",2
"34513","NY8864",1
"34514","NY8874",4
"34515","NY8875",2
"34516","NY8877",2
"34517","NY8879",3
"34518","NY8880",4
"34519","NY8883",3
"34520","NY8885",1
"34521","NY8886",2
"34522","NY8887",1
"34523","NY8888",1
"34524","NY8890",1
"34525","NY8891",1
"34526","NY8892",4
"34527","NY8894",1
"34528","NY8896",1
"34529","NY8899",1
"34530","NY8900",1
"34531","NY8901",1
"34532","NY8904",1
"34533","NY8907",1
"34534","NY8908",5
"34535","NY8910",1
"34536","NY8912",2
"34537","NY8914",1
"34538","NY8915",3
"34539","NY8917",4
"34540","NY8921",2
"34541","NY8922",3
"34542","NY8923",6
"34543","NY8924",2
"34544","NY8926",1
"34545","NY8927",4
"34546","NY8928",2
"34547","NY8932",1
"34548","NY8934",2
"34549","NY8935",2
"34550","NY8937",2
"34551","NY8938",1
"34552","NY8939",1
"34553","NY8940",2
"34554","NY8944",2
"34555","NY8948",1
"34556","NY8954",1
"34557","NY8955",1
"34558","NY8958",2
"34559","NY8959",2
"34560","NY8960",1
"34561","NY8966",3
"34562","NY8971",1
"34563","NY8974",2
"34564","NY8975",2
"34565","NY8976",1
"34566","NY8978",1
"34567","NY8979",1
"34568","NY8980",1
"34569","NY8982",4
"34570","NY8983",1
"34571","NY8986",1
"34572","NY8987",3
"34573","NY8988",4
"34574","NY8989",1
"34575","NY8990",2
"34576","NY8992",2
"34577","NY8994",2
"34578","NY8996",2
"34579","NY8998",3
"34580","NY9000",1
"34581","NY9003",1
"34582","NY9005",2
"34583","NY9006",1
"34584","NY9007",1
"34585","NY9011",2
"34586","NY9013",3
"34587","NY9014",4
"34588","NY9016",1
"34589","NY9017",1
"34590","NY9018",2
"34591","NY9020",5
"34592","NY9021",2
"34593","NY9023",1
"34594","NY9024",1
"34595","NY9025",2
"34596","NY9027",1
"34597","NY9028",1
"34598","NY9029",2
"34599","NY9037",2
"34600","NY9038",1
"34601","NY9039",1
"34602","NY9042",2
"34603","NY9045",2
"34604","NY9046",3
"34605","NY9048",3
"34606","NY9049",1
"34607","NY9051",2
"34608","NY9053",2
"34609","NY9054",2
"34610","NY9056",1
"34611","NY9058",2
"34612","NY9060",1
"34613","NY9063",1
"34614","NY9065",2
"34615","NY9075",1
"34616","NY9076",3
"34617","NY9077",1
"34618","NY9082",2
"34619","NY9083",1
"34620","NY9086",2
"34621","NY9087",2
"34622","NY9089",2
"34623","NY9090",3
"34624","NY9091",3
"34625","NY9092",1
"34626","NY9095",1
"34627","NY9096",2
"34628","NY9101",4
"34629","NY9103",1
"34630","NY9104",1
"34631","NY9105",2
"34632","NY9107",1
"34633","NY9108",1
"34634","NY9110",1
"34635","NY9111",2
"34636","NY9112",2
"34637","NY9113",3
"34638","NY9114",1
"34639","NY9118",1
"34640","NY9121",1
"34641","NY9125",4
"34642","NY9126",4
"34643","NY9127",2
"34644","NY9128",1
"34645","NY9129",1
"34646","NY9130",1
"34647","NY9132",1
"34648","NY9134",1
"34649","NY9137",2
"34650","NY9138",1
"34651","NY9139",1
"34652","NY9141",1
"34653","NY9142",2
"34654","NY9143",1
"34655","NY9145",1
"34656","NY9147",3
"34657","NY9150",1
"34658","NY9151",1
"34659","NY9153",2
"34660","NY9154",1
"34661","NY9155",3
"34662","NY9156",1
"34663","NY9158",1
"34664","NY9165",1
"34665","NY9166",1
"34666","NY9175",1
"34667","NY9177",3
"34668","NY9179",1
"34669","NY9184",1
"34670","NY9186",1
"34671","NY9187",1
"34672","NY9194",1
"34673","NY9196",3
"34674","NY9198",1
"34675","NY9202",1
"34676","NY9203",2
"34677","NY9206",1
"34678","NY9209",1
"34679","NY9210",2
"34680","NY9211",5
"34681","NY9213",4
"34682","NY9215",1
"34683","NY9216",1
"34684","NY9217",2
"34685","NY9218",1
"34686","NY9220",1
"34687","NY9221",3
"34688","NY9224",4
"34689","NY9225",1
"34690","NY9226",3
"34691","NY9227",1
"34692","NY9229",1
"34693","NY9235",2
"34694","NY9236",1
"34695","NY9237",3
"34696","NY9242",5
"34697","NY9243",1
"34698","NY9245",1
"34699","NY9248",1
"34700","NY9249",1
"34701","NY9251",2
"34702","NY9252",3
"34703","NY9254",1
"34704","NY9255",1
"34705","NY9256",2
"34706","NY9257",1
"34707","NY9258",1
"34708","NY9260",1
"34709","NY9261",1
"34710","NY9265",2
"34711","NY9266",2
"34712","NY9272",2
"34713","NY9273",2
"34714","NY9276",1
"34715","NY9278",1
"34716","NY9280",2
"34717","NY9281",1
"34718","NY9282",1
"34719","NY9285",1
"34720","NY9286",2
"34721","NY9289",1
"34722","NY9291",2
"34723","NY9294",1
"34724","NY9301",2
"34725","NY9302",4
"34726","NY9303",1
"34727","NY9304",3
"34728","NY9305",3
"34729","NY9307",2
"34730","NY9308",1
"34731","NY9309",2
"34732","NY9311",2
"34733","NY9312",1
"34734","NY9313",3
"34735","NY9316",1
"34736","NY9318",4
"34737","NY9321",1
"34738","NY9322",2
"34739","NY9324",4
"34740","NY9325",7
"34741","NY9330",1
"34742","NY9331",2
"34743","NY9332",1
"34744","NY9333",2
"34745","NY9334",1
"34746","NY9335",2
"34747","NY9337",4
"34748","NY9338",1
"34749","NY9339",1
"34750","NY9341",4
"34751","NY9342",3
"34752","NY9343",4
"34753","NY9344",1
"34754","NY9345",1
"34755","NY9346",2
"34756","NY9347",1
"34757","NY9348",2
"34758","NY9354",3
"34759","NY9356",1
"34760","NY9357",2
"34761","NY9360",1
"34762","NY9361",2
"34763","NY9363",1
"34764","NY9364",2
"34765","NY9365",1
"34766","NY9367",2
"34767","NY9371",3
"34768","NY9374",3
"34769","NY9375",2
"34770","NY9378",2
"34771","NY9379",1
"34772","NY9380",2
"34773","NY9382",1
"34774","NY9383",1
"34775","NY9384",2
"34776","NY9385",2
"34777","NY9386",3
"34778","NY9390",1
"34779","NY9391",1
"34780","NY9392",5
"34781","NY9397",1
"34782","NY9399",1
"34783","NY9402",3
"34784","NY9403",7
"34785","NY9404",3
"34786","NY9406",2
"34787","NY9407",1
"34788","NY9411",2
"34789","NY9412",2
"34790","NY9413",2
"34791","NY9414",4
"34792","NY9418",2
"34793","NY9419",2
"34794","NY9420",1
"34795","NY9421",1
"34796","NY9423",1
"34797","NY9424",1
"34798","NY9425",5
"34799","NY9426",1
"34800","NY9427",2
"34801","NY9428",6
"34802","NY9429",3
"34803","NY9430",1
"34804","NY9433",4
"34805","NY9434",2
"34806","NY9438",4
"34807","NY9440",4
"34808","NY9441",4
"34809","NY9442",4
"34810","NY9443",4
"34811","NY9445",3
"34812","NY9446",3
"34813","NY9449",1
"34814","NY9450",3
"34815","NY9458",2
"34816","NY9460",1
"34817","NY9461",2
"34818","NY9464",2
"34819","NY9468",1
"34820","NY9472",2
"34821","NY9473",1
"34822","NY9477",1
"34823","NY9478",1
"34824","NY9480",1
"34825","NY9483",1
"34826","NY9484",1
"34827","NY9486",3
"34828","NY9487",1
"34829","NY9490",1
"34830","NY9493",1
"34831","NY9494",1
"34832","NY9495",2
"34833","NY9496",1
"34834","NY9497",2
"34835","NY9498",1
"34836","NY9501",3
"34837","NY9502",2
"34838","NY9503",2
"34839","NY9504",2
"34840","NY9505",1
"34841","NY9508",1
"34842","NY9509",1
"34843","NY9510",1
"34844","NY9519",3
"34845","NY9522",1
"34846","NY9523",1
"34847","NY9529",1
"34848","NY9531",2
"34849","NY9532",1
"34850","NY9533",3
"34851","NY9534",3
"34852","NY9535",1
"34853","NY9536",2
"34854","NY9538",1
"34855","NY9540",1
"34856","NY9544",1
"34857","NY9545",1
"34858","NY9546",1
"34859","NY9549",2
"34860","NY9551",3
"34861","NY9557",1
"34862","NY9559",2
"34863","NY9561",7
"34864","NY9570",1
"34865","NY9571",1
"34866","NY9572",2
"34867","NY9582",2
"34868","NY9583",1
"34869","NY9584",1
"34870","NY9585",1
"34871","NY9586",1
"34872","NY9588",1
"34873","NY9590",2
"34874","NY9592",1
"34875","NY9593",1
"34876","NY9594",1
"34877","NY9597",4
"34878","NY9598",3
"34879","NY9599",1
"34880","NY9601",1
"34881","NY9604",1
"34882","NY9606",2
"34883","NY9607",3
"34884","NY9608",2
"34885","NY9611",1
"34886","NY9612",1
"34887","NY9613",1
"34888","NY9617",1
"34889","NY9619",4
"34890","NY9621",1
"34891","NY9622",1
"34892","NY9624",1
"34893","NY9625",3
"34894","NY9626",1
"34895","NY9628",1
"34896","NY9631",1
"34897","NY9633",3
"34898","NY9634",2
"34899","NY9636",1
"34900","NY9637",1
"34901","NY9639",1
"34902","NY9641",1
"34903","NY9643",4
"34904","NY9645",4
"34905","NY9646",3
"34906","NY9647",1
"34907","NY9648",1
"34908","NY9650",2
"34909","NY9654",1
"34910","NY9656",2
"34911","NY9664",2
"34912","NY9665",1
"34913","NY9666",1
"34914","NY9668",1
"34915","NY9680",4
"34916","NY9683",1
"34917","NY9686",1
"34918","NY9689",1
"34919","NY9692",2
"34920","NY9693",1
"34921","NY9695",1
"34922","NY9696",1
"34923","NY9698",2
"34924","NY9700",2
"34925","NY9703",1
"34926","NY9704",3
"34927","NY9705",1
"34928","NY9709",1
"34929","NY9710",1
"34930","NY9711",1
"34931","NY9712",1
"34932","NY9713",2
"34933","NY9721",4
"34934","NY9722",1
"34935","NY9723",2
"34936","NY9724",2
"34937","NY9725",3
"34938","NY9727",2
"34939","NY9729",2
"34940","NY9730",1
"34941","NY9733",1
"34942","NY9737",1
"34943","NY9738",3
"34944","NY9740",3
"34945","NY9743",1
"34946","NY9744",1
"34947","NY9749",1
"34948","NY9750",1
"34949","NY9751",1
"34950","NY9755",1
"34951","NY9756",3
"34952","NY9757",1
"34953","NY9758",1
"34954","NY9764",1
"34955","NY9769",1
"34956","NY9775",2
"34957","NY9776",5
"34958","NY9777",1
"34959","NY9778",1
"34960","NY9781",1
"34961","NY9782",1
"34962","NY9783",2
"34963","NY9785",3
"34964","NY9787",1
"34965","NY9790",1
"34966","NY9799",1
"34967","NY9803",1
"34968","NY9804",3
"34969","NY9805",2
"34970","NY9806",2
"34971","NY9807",2
"34972","NY9808",1
"34973","NY9809",1
"34974","NY9810",1
"34975","NY9812",1
"34976","NY9817",1
"34977","NY9818",1
"34978","NY9821",1
"34979","NY9822",1
"34980","NY9823",4
"34981","NY9824",4
"34982","NY9826",3
"34983","NY9827",1
"34984","NY9828",12
"34985","NY9829",2
"34986","NY9830",1
"34987","NY9831",3
"34988","NY9835",5
"34989","NY9837",1
"34990","NY9839",1
"34991","NY9840",3
"34992","NY9841",2
"34993","NY9842",3
"34994","NY9843",2
"34995","NY9845",1
"34996","NY9847",1
"34997","NY9851",2
"34998","NY9855",4
"34999","NY9856",1
"35000","NY9857",1
"35001","NY9859",1
"35002","NY9864",1
"35003","NY9865",2
"35004","NY9867",1
"35005","NY9868",1
"35006","NY9869",1
"35007","NY9874",4
"35008","NY9875",4
"35009","NY9878",2
"35010","NY9879",3
"35011","NY9889",1
"35012","NY9898",1
"35013","NY9901",1
"35014","NY9903",3
"35015","NY9906",2
"35016","NY9907",3
"35017","NY9908",2
"35018","NY9909",1
"35019","NY9910",2
"35020","NY9913",3
"35021","NY9915",1
"35022","NY9920",2
"35023","NY9923",3
"35024","NY9925",2
"35025","NY9928",1
"35026","NY9930",1
"35027","NY9932",2
"35028","NY9933",2
"35029","NY9936",3
"35030","NY9939",1
"35031","NY9942",1
"35032","NY9945",1
"35033","NY9951",3
"35034","NY9952",1
"35035","NY9955",1
"35036","NY9956",1
"35037","NY9959",2
"35038","NY9960",1
"35039","NY9966",1
"35040","NY9969",1
"35041","NY9973",1
"35042","NY9975",2
"35043","NY9978",1
"35044","NY9983",1
"35045","NY9984",1
"35046","NZ0002",2
"35047","NZ0003",2
"35048","NZ0004",4
"35049","NZ0005",2
"35050","NZ0007",2
"35051","NZ0008",1
"35052","NZ0010",1
"35053","NZ0016",1
"35054","NZ0021",2
"35055","NZ0022",3
"35056","NZ0023",1
"35057","NZ0024",2
"35058","NZ0025",3
"35059","NZ0026",1
"35060","NZ0027",2
"35061","NZ0028",1
"35062","NZ0031",1
"35063","NZ0032",1
"35064","NZ0033",1
"35065","NZ0034",2
"35066","NZ0038",3
"35067","NZ0039",1
"35068","NZ0040",1
"35069","NZ0043",1
"35070","NZ0044",1
"35071","NZ0048",4
"35072","NZ0049",3
"35073","NZ0051",1
"35074","NZ0056",4
"35075","NZ0060",2
"35076","NZ0066",2
"35077","NZ0069",2
"35078","NZ0071",1
"35079","NZ0072",1
"35080","NZ0073",1
"35081","NZ0077",1
"35082","NZ0081",1
"35083","NZ0082",4
"35084","NZ0095",1
"35085","NZ0097",1
"35086","NZ0101",3
"35087","NZ0105",1
"35088","NZ0106",1
"35089","NZ0108",1
"35090","NZ0110",2
"35091","NZ0112",1
"35092","NZ0117",1
"35093","NZ0118",1
"35094","NZ0120",2
"35095","NZ0126",2
"35096","NZ0129",1
"35097","NZ0130",2
"35098","NZ0132",1
"35099","NZ0134",1
"35100","NZ0135",1
"35101","NZ0137",1
"35102","NZ0138",1
"35103","NZ0139",1
"35104","NZ0143",2
"35105","NZ0144",1
"35106","NZ0146",1
"35107","NZ0149",2
"35108","NZ0151",2
"35109","NZ0152",1
"35110","NZ0154",1
"35111","NZ0156",2
"35112","NZ0161",3
"35113","NZ0170",1
"35114","NZ0178",1
"35115","NZ0182",1
"35116","NZ0183",1
"35117","NZ0187",1
"35118","NZ0188",1
"35119","NZ0191",1
"35120","NZ0193",1
"35121","NZ0200",3
"35122","NZ0201",5
"35123","NZ0203",1
"35124","NZ0205",1
"35125","NZ0206",1
"35126","NZ0207",1
"35127","NZ0208",3
"35128","NZ0209",1
"35129","NZ0212",3
"35130","NZ0215",1
"35131","NZ0217",1
"35132","NZ0218",3
"35133","NZ0219",2
"35134","NZ0220",1
"35135","NZ0223",1
"35136","NZ0224",1
"35137","NZ0226",1
"35138","NZ0229",1
"35139","NZ0231",2
"35140","NZ0232",2
"35141","NZ0233",1
"35142","NZ0235",3
"35143","NZ0236",2
"35144","NZ0244",4
"35145","NZ0248",1
"35146","NZ0251",4
"35147","NZ0253",1
"35148","NZ0266",1
"35149","NZ0271",2
"35150","NZ0274",1
"35151","NZ0278",3
"35152","NZ0279",1
"35153","NZ0281",2
"35154","NZ0283",1
"35155","NZ0284",1
"35156","NZ0287",1
"35157","NZ0289",1
"35158","NZ0290",1
"35159","NZ0291",1
"35160","NZ0295",1
"35161","NZ0297",1
"35162","NZ0300",2
"35163","NZ0309",2
"35164","NZ0311",1
"35165","NZ0312",1
"35166","NZ0314",1
"35167","NZ0316",2
"35168","NZ0326",5
"35169","NZ0329",1
"35170","NZ0333",1
"35171","NZ0334",1
"35172","NZ0336",6
"35173","NZ0337",2
"35174","NZ0339",3
"35175","NZ0340",1
"35176","NZ0341",1
"35177","NZ0343",1
"35178","NZ0346",1
"35179","NZ0347",1
"35180","NZ0350",2
"35181","NZ0351",1
"35182","NZ0355",1
"35183","NZ0356",2
"35184","NZ0361",1
"35185","NZ0363",1
"35186","NZ0371",2
"35187","NZ0372",1
"35188","NZ0378",3
"35189","NZ0380",1
"35190","NZ0383",1
"35191","NZ0384",2
"35192","NZ0387",2
"35193","NZ0389",1
"35194","NZ0390",1
"35195","NZ0393",3
"35196","NZ0402",3
"35197","NZ0404",1
"35198","NZ0405",1
"35199","NZ0409",1
"35200","NZ0411",1
"35201","NZ0412",1
"35202","NZ0416",2
"35203","NZ0417",1
"35204","NZ0423",1
"35205","NZ0426",2
"35206","NZ0432",1
"35207","NZ0433",1
"35208","NZ0434",1
"35209","NZ0437",1
"35210","NZ0438",4
"35211","NZ0439",3
"35212","NZ0441",1
"35213","NZ0443",2
"35214","NZ0445",1
"35215","NZ0446",3
"35216","NZ0447",4
"35217","NZ0448",5
"35218","NZ0453",4
"35219","NZ0454",1
"35220","NZ0457",1
"35221","NZ0459",1
"35222","NZ0471",1
"35223","NZ0475",1
"35224","NZ0480",1
"35225","NZ0485",1
"35226","NZ0491",2
"35227","NZ0495",1
"35228","NZ0504",1
"35229","NZ0508",3
"35230","NZ0509",5
"35231","NZ0511",1
"35232","NZ0517",1
"35233","NZ0519",1
"35234","NZ0531",1
"35235","NZ0536",2
"35236","NZ0538",1
"35237","NZ0540",1
"35238","NZ0542",1
"35239","NZ0543",3
"35240","NZ0545",4
"35241","NZ0546",8
"35242","NZ0548",2
"35243","NZ0550",4
"35244","NZ0552",1
"35245","NZ0558",1
"35246","NZ0559",3
"35247","NZ0560",1
"35248","NZ0561",1
"35249","NZ0562",1
"35250","NZ0567",1
"35251","NZ0570",1
"35252","NZ0571",1
"35253","NZ0572",3
"35254","NZ0576",1
"35255","NZ0577",1
"35256","NZ0580",1
"35257","NZ0584",1
"35258","NZ0585",1
"35259","NZ0586",1
"35260","NZ0589",1
"35261","NZ0590",1
"35262","NZ0595",3
"35263","NZ0597",1
"35264","NZ0599",1
"35265","NZ0605",1
"35266","NZ0606",1
"35267","NZ0608",1
"35268","NZ0609",1
"35269","NZ0611",1
"35270","NZ0613",1
"35271","NZ0615",1
"35272","NZ0620",1
"35273","NZ0625",1
"35274","NZ0629",1
"35275","NZ0634",1
"35276","NZ0635",1
"35277","NZ0636",4
"35278","NZ0640",3
"35279","NZ0641",1
"35280","NZ0642",3
"35281","NZ0643",1
"35282","NZ0645",1
"35283","NZ0646",3
"35284","NZ0647",4
"35285","NZ0648",2
"35286","NZ0649",1
"35287","NZ0653",1
"35288","NZ0654",1
"35289","NZ0657",1
"35290","NZ0659",1
"35291","NZ0662",1
"35292","NZ0663",1
"35293","NZ0667",2
"35294","NZ0668",1
"35295","NZ0669",2
"35296","NZ0671",2
"35297","NZ0672",4
"35298","NZ0673",1
"35299","NZ0675",1
"35300","NZ0681",1
"35301","NZ0690",2
"35302","NZ0692",1
"35303","NZ0693",5
"35304","NZ0695",3
"35305","NZ0696",1
"35306","NZ0698",1
"35307","NZ0702",1
"35308","NZ0705",4
"35309","NZ0707",1
"35310","NZ0709",2
"35311","NZ0710",2
"35312","NZ0714",2
"35313","NZ0725",1
"35314","NZ0727",1
"35315","NZ0728",4
"35316","NZ0736",1
"35317","NZ0737",2
"35318","NZ0744",1
"35319","NZ0750",1
"35320","NZ0751",1
"35321","NZ0754",1
"35322","NZ0764",2
"35323","NZ0766",2
"35324","NZ0767",2
"35325","NZ0771",3
"35326","NZ0772",3
"35327","NZ0781",2
"35328","NZ0783",1
"35329","NZ0784",1
"35330","NZ0786",2
"35331","NZ0790",2
"35332","NZ0791",1
"35333","NZ0795",1
"35334","NZ0797",1
"35335","NZ0798",1
"35336","NZ0802",1
"35337","NZ0805",1
"35338","NZ0809",1
"35339","NZ0813",1
"35340","NZ0814",1
"35341","NZ0817",1
"35342","NZ0822",2
"35343","NZ0824",1
"35344","NZ0829",1
"35345","NZ0830",1
"35346","NZ0834",2
"35347","NZ0836",4
"35348","NZ0837",1
"35349","NZ0839",1
"35350","NZ0842",1
"35351","NZ0845",2
"35352","NZ0847",1
"35353","NZ0848",1
"35354","NZ0850",1
"35355","NZ0852",1
"35356","NZ0853",1
"35357","NZ0854",1
"35358","NZ0855",1
"35359","NZ0857",1
"35360","NZ0860",1
"35361","NZ0863",1
"35362","NZ0873",1
"35363","NZ0877",1
"35364","NZ0884",1
"35365","NZ0887",4
"35366","NZ0890",2
"35367","NZ0899",1
"35368","NZ0900",2
"35369","NZ0904",1
"35370","NZ0906",3
"35371","NZ0907",1
"35372","NZ0908",1
"35373","NZ0910",3
"35374","NZ0914",2
"35375","NZ0925",1
"35376","NZ0926",1
"35377","NZ0929",1
"35378","NZ0931",1
"35379","NZ0933",4
"35380","NZ0936",2
"35381","NZ0939",1
"35382","NZ0940",1
"35383","NZ0946",1
"35384","NZ0947",1
"35385","NZ0948",1
"35386","NZ0952",1
"35387","NZ0953",2
"35388","NZ0954",1
"35389","NZ0955",2
"35390","NZ0974",1
"35391","NZ0978",2
"35392","NZ0985",1
"35393","NZ0989",1
"35394","NZ0990",3
"35395","NZ0991",1
"35396","NZ0992",1
"35397","NZ0996",2
"35398","NZ0999",2
"35399","NZ1007",1
"35400","NZ1012",2
"35401","NZ1013",1
"35402","NZ1014",2
"35403","NZ1026",1
"35404","NZ1029",2
"35405","NZ1031",1
"35406","NZ1032",1
"35407","NZ1035",2
"35408","NZ1038",1
"35409","NZ1039",1
"35410","NZ1044",1
"35411","NZ1048",1
"35412","NZ1052",1
"35413","NZ1055",2
"35414","NZ1057",1
"35415","NZ1058",1
"35416","NZ1061",1
"35417","NZ1064",5
"35418","NZ1065",1
"35419","NZ1066",1
"35420","NZ1071",1
"35421","NZ1072",1
"35422","NZ1073",1
"35423","NZ1078",2
"35424","NZ1085",1
"35425","NZ1088",1
"35426","NZ1089",1
"35427","NZ1090",1
"35428","NZ1093",1
"35429","NZ1099",1
"35430","NZ1100",1
"35431","NZ1101",1
"35432","NZ1106",1
"35433","NZ1108",1
"35434","NZ1109",1
"35435","NZ1110",1
"35436","NZ1112",3
"35437","NZ1114",4
"35438","NZ1115",1
"35439","NZ1117",1
