tile_name,MEAN_elev
SU3274,176.47
SU3275,190.900625
SU3276,196.585
SU3277,180.53625
SU3278,141.4675
SU3279,147.241875
SU3280,167.569375
SU3281,162.9975
SU3282,162.05875
SU3283,161.456875
SU3284,180.00375
SU3285,199.125
SU3286,190.195
SU3287,124.720625
SU3288,98.740625
SU3289,80.6325
SU3290,79.979375
SU3291,77.109375
SU3292,73.410625
SU3300,40.145625
SU3301,40.536875
SU3302,46.673125
SU3303,30.613125
SU3304,32.814375
SU3305,28.98625
SU3306,33.670625
SU3307,27.1775
SU3308,17.951875
SU3309,24.86
SU3310,18.355625
SU3311,11.90875
SU3312,12.553125
SU3313,22.78875
SU3314,28.955625
SU3315,27.94625
SU3316,13.34125
SU3317,24.564375
SU3318,49.87
SU3319,54.766875
SU3320,58.845
SU3321,49.964375
SU3322,53.299375
SU3323,46.073125
SU3324,24.738125
SU3325,22.591875
SU3326,34.994375
SU3327,31.3325
SU3328,25.049375
SU3329,26.546875
SU3330,35.510625
SU3331,35.28375
SU3332,52.43
SU3333,73.0475
SU3334,78.909375
SU3335,78.585
SU3336,83.205
SU3337,93.0525
SU3338,76.93125
SU3339,79.000625
SU3340,77.214375
SU3341,86.1225
SU3342,79.86625
SU3343,66.71
SU3344,71.964375
SU3345,81.535
SU3346,83.904375
SU3347,82.18375
SU3348,96.4075
SU3349,104.984375
SU3350,123.84875
SU3351,137.87375
SU3352,168.1275
SU3353,200.0725
SU3354,200.2725
SU3355,204.2125
SU3356,148.62375
SU3357,171.1
SU3358,193.6975
SU3359,208.175
SU3360,222.4675
SU3361,227.140625
SU3362,155.538125
SU3363,147.045625
SU3364,148.159375
SU3365,125.56125
SU3366,123.80875
SU3367,126.139375
SU3368,107.7175
SU3369,104.821875
SU3370,135.745625
SU3371,155.85375
SU3372,155.839375
SU3373,179.800625
SU3374,187.4925
SU3375,194.165625
SU3376,176.085625
SU3377,151.165625
SU3378,143.216875
SU3379,156.38625
SU3380,162.515
SU3381,160.189375
SU3382,180.72625
SU3383,194.0325
SU3384,209.175
SU3385,223.715625
SU3386,163.605625
SU3387,116.4625
SU3388,96.35625
SU3389,78.98625
SU3390,75.838125
SU3391,73.1375
SU3392,70.654375
SU3400,39.835
SU3401,42.49
SU3402,43.288125
SU3403,27.556875
SU3404,29.913125
SU3405,18.9675
SU3406,26.6475
SU3407,18.51125
SU3408,22.766875
SU3409,34.580625
SU3410,30.86
SU3411,17.066875
SU3412,9.13375
SU3413,10.226875
SU3414,9.871875
SU3415,8.955
SU3416,8.679375
SU3417,16.230625
SU3418,33.970625
SU3419,30.0575
SU3420,24.1775
SU3421,12.961875
SU3422,27.804375
SU3423,22.8425
SU3424,20.15125
SU3425,32.915625
SU3426,67.135625
SU3427,92.40125
SU3428,65.07375
SU3429,50.23875
SU3430,34.733125
SU3431,29.841875
SU3432,32.67375
SU3433,45.0725
SU3434,55.705
SU3435,82.0825
SU3436,86.95625
SU3437,100.789375
SU3438,71.285
SU3439,66.8325
SU3440,77.6675
SU3441,76.70125
SU3442,71.876875
SU3443,77.824375
SU3444,66.370625
SU3445,80.651875
SU3446,76.35125
SU3447,83.535
SU3448,92.40125
SU3449,101.430625
SU3450,110.265
SU3451,135.12625
SU3452,166.064375
SU3453,206.41375
SU3454,193.0475
SU3455,153.724375
SU3456,142.008125
SU3457,165.08375
SU3458,194.525
SU3459,228.06875
SU3460,241.515625
SU3461,258.300625
SU3462,178.01875
SU3463,161.684375
SU3464,146.583125
SU3465,118.57125
SU3466,112.92
SU3467,121.786875
SU3468,102.176875
SU3469,119.59125
SU3470,140.0375
SU3471,139.50625
SU3472,157.340625
SU3473,180.460625
SU3474,189.465625
SU3475,185.794375
SU3476,164.978125
SU3477,134.449375
SU3478,174.015625
SU3479,183.796875
SU3480,195.51375
SU3481,190.16375
SU3482,200.473125
SU3483,210.81375
SU3484,223.3925
SU3485,204.0025
SU3486,151.42
SU3487,107.529375
SU3488,86.45875
SU3489,80.375
SU3490,75.768125
SU3491,71.116875
SU3492,69.675
SU3500,39.8625
SU3501,39.66875
SU3502,37.65375
SU3503,37.786875
SU3504,15.698125
SU3505,19.03875
SU3506,26.11625
SU3507,14.514375
SU3508,26.466875
SU3509,41.7375
SU3510,35.555
SU3511,14.34625
SU3512,9.255625
SU3513,6.979375
SU3514,6.936875
SU3515,4.071875
SU3516,5.941875
SU3517,9.200625
SU3518,9.61375
SU3519,12.57
SU3520,14.06125
SU3521,17.39875
SU3522,16.1375
SU3523,24.933125
SU3524,32.464375
SU3525,43.301875
SU3526,70.175625
SU3527,93.811875
SU3528,87.945625
SU3529,85.188125
SU3530,48.185
SU3531,59.233125
SU3532,51.89375
SU3533,46.25625
SU3534,40.278125
SU3535,39.841875
SU3536,52.466875
SU3537,79.8175
SU3538,80.23
SU3539,66.360625
SU3540,76.163125
SU3541,64.03
SU3542,63.80875
SU3543,61.805
SU3544,60.8425
SU3545,73.10875
SU3546,69.66
SU3547,80.640625
SU3548,91.744375
SU3549,102.381875
SU3550,116.23
SU3551,140.03375
SU3552,184.088125
SU3553,204.4325
SU3554,155.951875
SU3555,134.46
SU3556,151.45875
SU3557,168.429375
SU3558,203.0725
SU3559,210.508125
SU3560,238.111875
SU3561,274.019375
SU3562,192.20625
SU3563,145.43
SU3564,133.425625
SU3565,118.861875
SU3566,104.74625
SU3567,111.531875
SU3568,103.680625
SU3569,131.316875
SU3570,139.923125
SU3571,132.139375
SU3572,152.6525
SU3573,177.270625
SU3574,175.9875
SU3575,178.16
SU3576,140.0475
SU3577,146.3875
SU3578,171.641875
SU3579,158.138125
SU3580,166.596875
SU3581,187.4475
SU3582,187.264375
SU3583,199.35625
SU3584,193.316875
SU3585,182.295
SU3586,140.983125
SU3587,114.51375
SU3588,88.35625
SU3589,83.77
SU3590,79.06125
SU3591,72.581875
SU3592,68.45
SU3600,38.1475
SU3601,37.665
SU3602,31.8275
SU3603,31.715625
SU3604,20.7625
SU3605,21.88125
SU3606,21.3175
SU3607,13.4525
SU3608,22.72125
SU3609,34.174375
SU3610,36.580625
SU3611,13.428125
SU3612,4.164375
SU3613,2.68375
SU3614,2.023125
SU3615,5.653125
SU3616,13.28
SU3617,15.1325
SU3618,14.965
SU3619,16.97
SU3620,21.48375
SU3621,26.52375
SU3622,34.5
SU3623,41.858125
SU3624,32.974375
SU3625,48.044375
SU3626,69.814375
SU3627,97.42125
SU3628,111.978125
SU3629,85.335625
SU3630,58.491875
SU3631,48.804375
SU3632,64.58125
SU3633,82.21625
SU3634,89.569375
SU3635,65.83375
SU3636,56.471875
SU3637,43.461875
SU3638,75.7225
SU3639,67.571875
SU3640,61.040625
SU3641,51.8775
SU3642,55.295625
SU3643,67.075625
SU3644,80.196875
SU3645,64.938125
SU3646,64.054375
SU3647,77.92125
SU3648,92.655625
SU3649,102.41
SU3650,123.401875
SU3651,146.5125
SU3652,181.674375
SU3653,175.7125
SU3654,133.704375
SU3655,137.60625
SU3656,170.383125
SU3657,185.116875
SU3658,183.246875
SU3659,202.75
SU3660,228.445
SU3661,224.42875
SU3662,209.985
SU3663,164.323125
SU3664,142.82125
SU3665,131.473125
SU3666,109.0075
SU3667,102.78875
SU3668,107.345625
SU3669,126.933125
SU3670,128.906875
SU3671,133.065
SU3672,155.6375
SU3673,168.19875
SU3674,165.156875
SU3675,143.4525
SU3676,126.013125
SU3677,134.354375
SU3678,152.06
SU3679,172.840625
SU3680,173.2375
SU3681,177.388125
SU3682,193.609375
SU3683,210.053125
SU3684,165.82375
SU3685,144.861875
SU3686,130.390625
SU3687,111.298125
SU3688,83.0925
SU3689,80.31625
SU3690,78.638125
SU3691,70.88625
SU3692,67.478125
SU3700,35.2075
SU3701,35.121875
SU3702,28.8675
SU3703,16.54375
SU3704,14.786875
SU3705,15.1075
SU3706,12.26
SU3707,13.760625
SU3708,14.29375
SU3709,24.635625
SU3710,16.02875
SU3711,9.670625
SU3712,1.921875
SU3713,4.4925
SU3714,7.83125
SU3715,15.98375
SU3716,32.30125
SU3717,46.585
SU3718,46.346875
SU3719,33.825625
SU3720,36.69
SU3721,36.38
SU3722,39.484375
SU3723,47.768125
SU3724,35.23375
SU3725,50.45125
SU3726,75.145
SU3727,107.115
SU3728,126.345625
SU3729,101.65375
SU3730,76.398125
SU3731,54.33
SU3732,58.198125
SU3733,89.21125
SU3734,112.001875
SU3735,99.656875
SU3736,77.6925
SU3737,61.955
SU3738,43.0925
SU3739,57.083125
SU3740,55.593125
SU3741,83.538125
SU3742,93.3325
SU3743,87.83125
SU3744,109.960625
SU3745,95.8675
SU3746,71.60375
SU3747,79.013125
SU3748,93.40625
SU3749,105.584375
SU3750,139.64375
SU3751,164.98625
SU3752,171.52
SU3753,130.4325
SU3754,132.139375
SU3755,156.995625
SU3756,168.550625
SU3757,161.9175
SU3758,162.484375
SU3759,187.22125
SU3760,202.0125
SU3761,252.105
SU3762,200.27625
SU3763,168.82
SU3764,158.765
SU3765,130.154375
SU3766,104.464375
SU3767,91.22
SU3768,105.749375
SU3769,115.294375
SU3770,130.289375
SU3771,141.320625
SU3772,153.649375
SU3773,154.52625
SU3774,153.624375
SU3775,127.960625
SU3776,155.94125
SU3777,164.530625
SU3778,173.1775
SU3779,191.14625
SU3780,175.4975
SU3781,183.133125
SU3782,200.381875
SU3783,218.666875
SU3784,177.894375
SU3785,122.891875
SU3786,111.86
SU3787,126.693125
SU3788,82.960625
SU3789,73.97125
SU3790,73.06875
SU3791,72.586875
SU3792,65.57375
SU3800,30.040625
SU3801,27.040625
SU3802,6.793125
SU3803,22.968125
SU3804,20.033125
SU3805,12.905
SU3806,10.384375
SU3807,15.6775
SU3808,20.345625
SU3809,14.424375
SU3810,8.659375
SU3811,3.045
SU3812,3.045
SU3813,6.560625
SU3814,16.885625
SU3815,28.176875
SU3816,47.73125
SU3817,64.3
SU3818,64.81125
SU3819,43.14
SU3820,40.950625
SU3821,35.031875
SU3822,41.50625
SU3823,60.01125
SU3824,42.21875
SU3825,57.331875
SU3826,93.775
SU3827,117.964375
SU3828,151.101875
SU3829,112.04125
SU3830,90.136875
SU3831,67.599375
SU3832,57.494375
SU3833,75.6975
SU3834,97.949375
SU3835,122.8375
SU3836,92.858125
SU3837,78.868125
SU3838,72.205
SU3839,48.915
SU3840,60.434375
SU3841,91.42
SU3842,100.458125
SU3843,104.41125
SU3844,104.955
SU3845,94.299375
SU3846,81.401875
SU3847,87.193125
SU3848,100.955625
SU3849,116.080625
SU3850,146.28125
SU3851,173.70375
SU3852,136.025
SU3853,118.3125
SU3854,136.00625
SU3855,144.696875
SU3856,173.99625
SU3857,199.80875
SU3858,199.625625
SU3859,239.32
SU3860,264.7825
SU3861,239.126875
SU3862,176.8625
SU3863,157.61
SU3864,144.929375
SU3865,135.038125
SU3866,110.33625
SU3867,89.750625
SU3868,98.978125
SU3869,117.81875
SU3870,127.4775
SU3871,139.25
SU3872,139.94
SU3873,142.485625
SU3874,130.5575
SU3875,117.436875
SU3876,146.765625
SU3877,154.9575
SU3878,168.694375
SU3879,159.165625
SU3880,171.154375
SU3881,196.153125
SU3882,205.055625
SU3883,207.126875
SU3884,200.491875
SU3885,131.40125
SU3886,108.845625
SU3887,105.375625
SU3888,88.25125
SU3889,80.918125
SU3890,76.919375
SU3891,71.825625
SU3892,67.77625
SU3900,28.3875
SU3901,10.563125
SU3902,21.6325
SU3903,36.913125
SU3904,37.686875
SU3905,24.644375
SU3906,16.5525
SU3907,22.6925
SU3908,22.52125
SU3909,10.54875
SU3910,4.019375
SU3911,1.126875
SU3912,2.7075
SU3913,15.05
SU3914,22.8075
SU3915,30.9375
SU3916,39.44625
SU3917,46.986875
SU3918,49.18375
SU3919,45.285
SU3920,44.8325
SU3921,35.950625
SU3922,40.16625
SU3923,53.929375
SU3924,58.886875
SU3925,64.725625
SU3926,95.495
SU3927,126.5325
SU3928,152.415625
SU3929,116.57125
SU3930,99.321875
SU3931,83.325
SU3932,61.675625
SU3933,83.220625
SU3934,83.478125
SU3935,93.393125
SU3936,110.60375
SU3937,88.835625
SU3938,81.59625
SU3939,67.005
SU3940,44.6425
SU3941,62.894375
SU3942,84.241875
SU3943,101.4725
SU3944,92.899375
SU3945,100.73875
SU3946,104.824375
SU3947,90.62375
SU3948,102.309375
SU3949,124.17625
SU3950,145.93625
SU3951,149.838125
SU3952,104.12875
SU3953,130.8225
SU3954,140.489375
SU3955,162.4675
SU3956,189.78
SU3957,206.1675
SU3958,202.774375
SU3959,214.57
SU3960,224.22375
SU3961,168.678125
SU3962,157.576875
SU3963,143.110625
SU3964,132.863125
SU3965,119.488125
SU3966,106.1375
SU3967,89.91125
SU3968,99.763125
SU3969,124.314375
SU3970,127.7775
SU3971,149.914375
SU3972,141.875
SU3973,124.336875
SU3974,117.7075
SU3975,156.436875
SU3976,147.03375
SU3977,136.429375
SU3978,139.964375
SU3979,151.42125
SU3980,155.990625
SU3981,168.021875
SU3982,176.51125
SU3983,194.6475
SU3984,211.74875
SU3985,147.485625
SU3986,111.515
SU3987,94.75
SU3988,89.92875
SU3989,81.0425
SU3990,76.23375
SU3991,71.14375
SU3992,64.836875
SU4000,10.3625
SU4001,17.16
SU4002,34.4125
SU4003,37.66625
SU4004,38.928125
SU4005,40.723125
SU4006,34.11625
SU4007,17.83875
SU4008,10.368125
SU4009,4.825
SU4010,2.65125
SU4011,0.643125
SU4012,10.27375
SU4013,21.228125
SU4014,31.164375
SU4015,41.400625
SU4016,53.716875
SU4017,75.306875
SU4018,74.00125
SU4019,47.588125
SU4020,47.6675
SU4021,43.339375
SU4022,47.57
SU4023,72.1675
SU4024,73.598125
SU4025,68.726875
SU4026,90.34125
SU4027,94.3275
SU4028,123.906875
SU4029,127.813125
SU4030,105
SU4031,103.14125
SU4032,76.695
SU4033,82.201875
SU4034,109.27125
SU4035,95.315
SU4036,101.620625
SU4037,95.53
SU4038,80.4775
SU4039,68.246875
SU4040,53.115
SU4041,50.375
SU4042,70.25
SU4043,81.875
SU4044,87.53625
SU4045,105.768125
SU4046,104.55
SU4047,103.32375
SU4048,106.0825
SU4049,124.97625
SU4050,134.299375
SU4051,105.550625
SU4052,124.769375
SU4053,128.768125
SU4054,139.8025
SU4055,152.94875
SU4056,180.205625
SU4057,181.680625
SU4058,210.84375
SU4059,239.640625
SU4060,191.018125
SU4061,153.868125
SU4062,143.19625
SU4063,131.11875
SU4064,123.5475
SU4065,111.931875
SU4066,104.205625
SU4067,91.386875
SU4068,97.510625
SU4069,118.164375
SU4070,137.678125
SU4071,146.19375
SU4072,130.758125
SU4073,111.54375
SU4074,138.065
SU4075,157.88125
SU4076,166.27
SU4077,171.270625
SU4078,149.100625
SU4079,167.441875
SU4080,162.936875
SU4081,172.9325
SU4082,172.71375
SU4083,194.539375
SU4084,208.423125
SU4085,147.6925
SU4086,129.963125
SU4087,118.4975
SU4088,95.2075
SU4089,84.459375
SU4090,72.861875
SU4091,69.393125
SU4092,65.164375
SU4100,9.854375
SU4101,31.28625
SU4102,30.4675
SU4103,36.458125
SU4104,36.005625
SU4105,37.18875
SU4106,37.105625
SU4107,23.720625
SU4108,5.91125
SU4109,2.606875
SU4110,0.116875
SU4111,3.726875
SU4112,13.89125
SU4113,25.101875
SU4114,41.32125
SU4115,61.29625
SU4116,63.02125
SU4117,76.3925
SU4118,77.769375
SU4119,42.4575
SU4120,35.61375
SU4121,45.43875
SU4122,43.41875
SU4123,54.359375
SU4124,66.43125
SU4125,68.615625
SU4126,106.805
SU4127,111.495625
SU4128,113.270625
SU4129,125.4125
SU4130,100.333125
SU4131,80.274375
SU4132,73.499375
SU4133,72.5575
SU4134,104.831875
SU4135,113.045
SU4136,113.936875
SU4137,92.23125
SU4138,78.60125
SU4139,68.03625
SU4140,59.775625
SU4141,49.836875
SU4142,52.548125
SU4143,62.8
SU4144,80.54875
SU4145,92.753125
SU4146,92.770625
SU4147,97.24875
SU4148,109.861875
SU4149,121.55625
SU4150,100.70125
SU4151,108.625625
SU4152,116.871875
SU4153,141.15875
SU4154,155.00875
SU4155,159.91875
SU4156,185.65125
SU4157,220.378125
SU4158,237.371875
SU4159,186.37375
SU4160,159.708125
SU4161,143.759375
SU4162,130.2175
SU4163,118.463125
SU4164,119.349375
SU4165,103.203125
SU4166,116.40625
SU4167,85.848125
SU4168,100.14875
SU4169,131.115625
SU4170,139.036875
SU4171,122.015625
SU4172,109.390625
SU4173,127.246875
SU4174,144.3375
SU4175,152.995
SU4176,156.69125
SU4177,172.005
SU4178,182.113125
SU4179,168.555
SU4180,182.7025
SU4181,190.905625
SU4182,194.755
SU4183,222.965625
SU4184,185.5325
SU4185,146.4725
SU4186,124.946875
SU4187,121.758125
SU4188,101.03875
SU4189,81.98375
SU4190,69.114375
SU4191,67.48125
SU4192,64.3575
SU4200,21.416875
SU4201,25.340625
SU4202,26.829375
SU4203,31.478125
SU4204,34.666875
SU4205,36.749375
SU4206,26.185
SU4207,9.0175
SU4208,0.8025
SU4209,0.363125
SU4210,1.450625
SU4211,3.85625
SU4212,9.524375
SU4213,16.795625
SU4214,30.701875
SU4215,45.42125
SU4216,57.57375
SU4217,64.251875
SU4218,57.03375
SU4219,36.6025
SU4220,28.095
SU4221,35.005
SU4222,47.806875
SU4223,60.69125
SU4224,46.555625
SU4225,63.50625
SU4226,80.258125
SU4227,79.426875
SU4228,105.889375
SU4229,136.1275
SU4230,115.211875
SU4231,104.389375
SU4232,90.356875
SU4233,79.239375
SU4234,87.8675
SU4235,100.315625
SU4236,105.26375
SU4237,86.096875
SU4238,73.941875
SU4239,78.313125
SU4240,74.921875
SU4241,72.09125
SU4242,57.144375
SU4243,55.505
SU4244,65.26125
SU4245,85.675625
SU4246,105.12125
SU4247,105.700625
SU4248,93.315625
SU4249,92.721875
SU4250,95.67625
SU4251,115.43625
SU4252,127.86875
SU4253,142.643125
SU4254,159.503125
SU4255,181.720625
SU4256,207.466875
SU4257,227.6425
SU4258,189.565625
SU4259,152.125
SU4260,136.945
SU4261,129.555
SU4262,116.314375
SU4263,113.446875
SU4264,110.5375
SU4265,104.085625
SU4266,101.144375
SU4267,85.00375
SU4268,114.09875
SU4269,129.809375
SU4270,108.5425
SU4271,98.766875
SU4272,108.369375
SU4273,132.56125
SU4274,136.395
SU4275,139.201875
SU4276,157.2525
SU4277,171.573125
SU4278,181.501875
SU4279,183.906875
SU4280,189.5275
SU4281,206.876875
SU4282,217.145
SU4283,225.975
SU4284,189.270625
SU4285,143.67125
SU4286,124.719375
SU4287,104.056875
SU4288,104.151875
SU4289,79.88875
SU4290,65.84375
SU4291,64.49625
SU4292,61.843125
SU4300,17.78875
SU4301,19.036875
SU4302,28.610625
SU4303,34.195
SU4304,32.086875
SU4305,27.77125
SU4306,7.80875
SU4307,0.41
SU4308,0
SU4309,0.06875
SU4310,4.98
SU4311,7.111875
SU4312,2.273125
SU4313,3.28
SU4314,7.080625
SU4315,15.48
SU4316,28.075625
SU4317,30.400625
SU4318,31.280625
SU4319,30.10625
SU4320,28.95875
SU4321,35.706875
SU4322,55.983125
SU4323,61.416875
SU4324,48.74875
SU4325,65.27
SU4326,103.78125
SU4327,87.79875
SU4328,110.27
SU4329,142.6325
SU4330,118.298125
SU4331,116.310625
SU4332,95.955625
SU4333,88.86625
SU4334,86.886875
SU4335,104.68875
SU4336,103.25875
SU4337,82.676875
SU4338,71.2
SU4339,66.335
SU4340,61.515625
SU4341,59.93
SU4342,61.840625
SU4343,70.490625
SU4344,56.935
SU4345,80.120625
SU4346,85.733125
SU4347,82.120625
SU4348,90.003125
SU4349,97.44625
SU4350,112.286875
SU4351,116.526875
SU4352,130.08375
SU4353,152.75125
SU4354,177.606875
SU4355,185.963125
SU4356,212.2775
SU4357,222.873125
SU4358,163.90375
SU4359,141.8275
SU4360,129.1975
SU4361,118.383125
SU4362,114.9625
SU4363,106.611875
SU4364,98.914375
SU4365,105.335
SU4366,93.553125
SU4367,87.37375
SU4368,125.1025
SU4369,108.96125
SU4370,103.75625
SU4371,115.79625
SU4372,115.271875
SU4373,119.8725
SU4374,126.781875
SU4375,141.60375
SU4376,151.9225
SU4377,152.8625
SU4378,160.33375
SU4379,170.341875
SU4380,174.2
SU4381,197.745
SU4382,192.754375
SU4383,202.590625
SU4384,194.79375
SU4385,144.10625
SU4386,121.65875
SU4387,112.638125
SU4388,94.19625
SU4389,82.908125
SU4390,64.263125
SU4391,62.895
SU4392,60.56
SU4400,15.61375
SU4401,20.405625
SU4402,26.041875
SU4403,29.138125
SU4404,24.04625
SU4405,10.534375
SU4406,0.534375
SU4407,0
SU4408,0.019375
SU4409,6.396875
SU4410,21.023125
SU4411,28.771875
SU4412,28.528125
SU4413,29.60375
SU4414,34.61875
SU4415,7.08625
SU4416,9.9225
SU4417,10.93875
SU4418,13.3275
SU4419,16.448125
SU4420,29.883125
SU4421,43.8225
SU4422,65.955
SU4423,69.24125
SU4424,43.570625
SU4425,77.823125
SU4426,84.315
SU4427,105.099375
SU4428,117.205
SU4429,144.73125
SU4430,114.355
SU4431,94.99125
SU4432,108.69375
SU4433,98.1425
SU4434,103.8725
SU4435,106.3675
SU4436,106.739375
SU4437,84.724375
SU4438,77.2475
SU4439,67.995625
SU4440,83.2325
SU4441,62.291875
SU4442,65.728125
SU4443,76.179375
SU4444,67.713125
SU4445,60.274375
SU4446,69.536875
SU4447,100.568125
SU4448,116.159375
SU4449,99.983125
SU4450,112.87125
SU4451,127.539375
SU4452,139.89875
SU4453,150.175
SU4454,156.094375
SU4455,176.625
SU4456,210.121875
SU4457,237.69875
SU4458,169.61625
SU4459,148.401875
SU4460,133.945
SU4461,125.8025
SU4462,112.854375
SU4463,103.2225
SU4464,107.010625
SU4465,93.115625
SU4466,85.266875
SU4467,89.66375
SU4468,112.229375
SU4469,91.56125
SU4470,108.353125
SU4471,126.605
SU4472,123.71
SU4473,125.136875
SU4474,132.9125
SU4475,131.585625
SU4476,140.519375
SU4477,149.290625
SU4478,154.57
SU4479,162.741875
SU4480,175.948125
SU4481,200.124375
SU4482,187.563125
SU4483,171.775625
SU4484,195.885625
SU4485,165.425625
SU4486,119.52125
SU4487,113.68625
SU4488,90.619375
SU4489,89.004375
SU4490,69.220625
SU4491,65.5625
SU4492,61.45
SU4500,15.83375
SU4501,16.08125
SU4502,23.4375
SU4503,27.09875
SU4504,7.37625
SU4505,1.219375
SU4506,0
SU4507,0.229375
SU4508,9.15125
SU4509,24.50625
SU4510,28.871875
SU4511,33.115625
SU4512,45.460625
SU4513,57.73125
SU4514,39.881875
SU4515,14.193125
SU4516,6.858125
SU4517,11.2975
SU4518,14.285
SU4519,16.19375
SU4520,20.684375
SU4521,50.018125
SU4522,63.3325
SU4523,44.448125
SU4524,48.4325
SU4525,86.5275
SU4526,91.226875
SU4527,101.301875
SU4528,123.804375
SU4529,132.185
SU4530,111.123125
SU4531,80.818125
SU4532,75.86125
SU4533,85.575625
SU4534,111.133125
SU4535,112.001875
SU4536,93.93625
SU4537,84.8425
SU4538,80.919375
SU4539,77.903125
SU4540,85.781875
SU4541,64.31375
SU4542,81.43625
SU4543,76.0825
SU4544,87.010625
SU4545,80.631875
SU4546,77.59875
SU4547,78.16125
SU4548,96.87625
SU4549,111.274375
SU4550,119.046875
SU4551,135.07875
SU4552,141.519375
SU4553,134.688125
SU4554,163.480625
SU4555,158.09375
SU4556,177.364375
SU4557,192.114375
SU4558,150.878125
SU4559,155.966875
SU4560,144.161875
SU4561,129.11
SU4562,107.8925
SU4563,100.875625
SU4564,123.410625
SU4565,107.475
SU4566,83.836875
SU4567,86.645
SU4568,94.0175
SU4569,98.201875
SU4570,114.77125
SU4571,109.995625
SU4572,108.496875
SU4573,117.00875
SU4574,127.175625
SU4575,127.651875
SU4576,145.8775
SU4577,160.694375
SU4578,165.09125
SU4579,178.731875
SU4580,190.210625
SU4581,195.67375
SU4582,178.91625
SU4583,165.193125
SU4584,188.759375
SU4585,171.89
SU4586,127.28875
SU4587,124.83375
SU4588,93.71
SU4589,85.17
SU4590,71.195
SU4591,66.17
SU4592,61.633125
SU4600,11.70625
SU4601,15.35625
SU4602,18.234375
SU4603,7.27875
SU4604,1.651875
SU4605,0.435625
SU4606,0.2175
SU4607,9.234375
SU4608,19.938125
SU4609,28.505625
SU4610,35.748125
SU4611,43.673125
SU4612,56.639375
SU4613,68.560625
SU4614,50.4375
SU4615,24.05375
SU4616,13.896875
SU4617,7.761875
SU4618,11.16
SU4619,20.02625
SU4620,24.655625
SU4621,20.531875
SU4622,23.213125
SU4623,33.610625
SU4624,61.043125
SU4625,60.225
SU4626,71.79625
SU4627,89.116875
SU4628,92.37625
SU4629,107.89
SU4630,83.30125
SU4631,76.353125
SU4632,62.98125
SU4633,83.950625
SU4634,95.753125
SU4635,105.685625
SU4636,91.481875
SU4637,79.81625
SU4638,72.388125
SU4639,65.643125
SU4640,65.79375
SU4641,65.80125
SU4642,90.491875
SU4643,97.393125
SU4644,85.0075
SU4645,97.74375
SU4646,86.73125
SU4647,74.851875
SU4648,91.9125
SU4649,104.898125
SU4650,114.0375
SU4651,114.768125
SU4652,129.308125
SU4653,149.470625
SU4654,148.1325
SU4655,149.478125
SU4656,151.634375
SU4657,154.125625
SU4658,135.908125
SU4659,148.63875
SU4660,135.988125
SU4661,136.73375
SU4662,120.045625
SU4663,100.678125
SU4664,114.7225
SU4665,111.79
SU4666,82.910625
SU4667,81.111875
SU4668,83.780625
SU4669,106.08875
SU4670,124.8225
SU4671,132.823125
SU4672,131.611875
SU4673,111.1975
SU4674,116.566875
SU4675,132.128125
SU4676,136.3775
SU4677,149.900625
SU4678,165.820625
SU4679,183.508125
SU4680,185.310625
SU4681,170.6375
SU4682,158.558125
SU4683,159.38375
SU4684,180.779375
SU4685,149.259375
SU4686,125.041875
SU4687,122.115
SU4688,101.645625
SU4689,92.0525
SU4690,81.429375
SU4691,66.079375
SU4692,61.045
SU4700,5.9175
SU4701,12.4375
SU4702,2.449375
SU4703,0.3225
SU4704,-0.001875
SU4705,0.011875
SU4706,6.38
SU4707,18.7075
SU4708,21.80625
SU4709,28.346875
SU4710,42.4
SU4711,63.091875
SU4712,57.97
SU4713,62.25
SU4714,42.60125
SU4715,28.188125
SU4716,17.879375
SU4717,11.75125
SU4718,12.82
SU4719,46.1425
SU4720,26.793125
SU4721,28.324375
SU4722,27.796875
SU4723,25.9275
SU4724,28.663125
SU4725,34.22125
SU4726,39.7225
SU4727,40.829375
SU4728,43.215
SU4729,66.945
SU4730,66.66625
SU4731,66.093125
SU4732,62.544375
SU4733,75.226875
SU4734,82.90125
SU4735,91.549375
SU4736,96.575
SU4737,83.95125
SU4738,80.34125
SU4739,69.2625
SU4740,72.288125
SU4741,74.115625
SU4742,80.523125
SU4743,94.698125
SU4744,98.874375
SU4745,107.531875
SU4746,108.033125
SU4747,88.486875
SU4748,85.0025
SU4749,97.538125
SU4750,101.63375
SU4751,108.8275
SU4752,123.724375
SU4753,144.011875
SU4754,161.60875
SU4755,173.031875
SU4756,191.895
SU4757,143.495
SU4758,129.395625
SU4759,119.4675
SU4760,114.300625
SU4761,126.734375
SU4762,122.35625
SU4763,102.74625
SU4764,107.448125
SU4765,116.311875
SU4766,80.781875
SU4767,74.3625
SU4768,83.506875
SU4769,108.6525
SU4770,118.4225
SU4771,110.095625
SU4772,117.438125
SU4773,118.33125
SU4774,124.2
SU4775,134.626875
SU4776,147.573125
SU4777,154.769375
SU4778,169.810625
SU4779,185.2675
SU4780,165.123125
SU4781,150.048125
SU4782,144.353125
SU4783,170.303125
SU4784,159.118125
SU4785,128.89125
SU4786,121.48625
SU4787,115.446875
SU4788,111.005
SU4789,94.26125
SU4790,95.795
SU4791,75.93625
SU4792,59.740625
SU4800,0
SU4801,1.03
SU4802,0.249375
SU4803,0
